fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
41,Vancouver,Pacific Central Station,3/10/2019,16:10,Portland,Portland Bus Station,0,
47,Vancouver,Pacific Central Station,3/10/2019,16:50,Portland,Portland Bus Station,0,
35,Vancouver,Pacific Central Station,3/10/2019,17:10,Portland,Portland Bus Station,0,
42,Vancouver,Pacific Central Station,3/10/2019,18:20,Portland,Portland Bus Station,0,
46,Vancouver,Pacific Central Station,3/10/2019,19:20,Portland,Portland Bus Station,0,
38,Los Angeles,Union Station,3/12/2019,7:40,Las Vegas,Union Plaza,0,
44,Los Angeles,Union Station,3/12/2019,12:30,Las Vegas,Union Plaza,0,
38,Los Angeles,Union Station,3/12/2019,13:40,Las Vegas,Union Plaza,0,
35,Los Angeles,Union Station,3/12/2019,17:10,Las Vegas,Union Plaza,0,
27,Vancouver,Pacific Central Station,3/9/2019,6:40,Seattle,King Street Station,0,
28,Vancouver,Pacific Central Station,3/9/2019,8:10,Seattle,King Street Station,0,
25,Vancouver,Pacific Central Station,3/9/2019,8:30,Seattle,King Street Station,0,
30,Vancouver,Pacific Central Station,3/9/2019,8:50,Seattle,King Street Station,0,
25,Vancouver,Pacific Central Station,3/9/2019,10:00,Seattle,King Street Station,0,
29,Vancouver,Pacific Central Station,3/9/2019,12:30,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/9/2019,17:50,Seattle,King Street Station,0,
29,Vancouver,Pacific Central Station,3/9/2019,18:30,Seattle,King Street Station,0,
31,Vancouver,Pacific Central Station,3/9/2019,18:40,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/9/2019,19:10,Seattle,King Street Station,0,
39,San Diego,Santa Fe Depot,3/2/2019,18:50,Las Vegas,Union Plaza,0,
40,Los Angeles,Union Station,3/14/2019,7:40,Las Vegas,Union Plaza,0,
37,Los Angeles,Union Station,3/14/2019,12:30,Las Vegas,Union Plaza,0,
36,Los Angeles,Union Station,3/14/2019,13:40,Las Vegas,Union Plaza,0,
43,Los Angeles,Union Station,3/14/2019,17:10,Las Vegas,Union Plaza,0,
21,New York,Port Authority Station,3/5/2019,7:40,Philadelphia,Intercity Terminal,0,
23,New York,Port Authority Station,3/5/2019,8:00,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/5/2019,11:30,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/5/2019,14:10,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/5/2019,16:30,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/5/2019,18:30,Philadelphia,Intercity Terminal,0,
24,New York,Port Authority Station,3/5/2019,19:40,Philadelphia,Intercity Terminal,0,
23,New York,Port Authority Station,3/13/2019,7:40,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/13/2019,8:00,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/13/2019,11:30,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/13/2019,14:10,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/13/2019,16:30,Philadelphia,Intercity Terminal,0,
22,New York,Port Authority Station,3/13/2019,18:30,Philadelphia,Intercity Terminal,0,
41,San Diego,Santa Fe Depot,3/3/2019,18:50,Las Vegas,Union Plaza,0,
22,Philadelphia,Intercity Terminal,3/10/2019,8:30,New York,Port Authority Station,0,
22,Philadelphia,Intercity Terminal,3/10/2019,9:50,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/10/2019,10:10,New York,Port Authority Station,0,
21,Philadelphia,Intercity Terminal,3/10/2019,10:20,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/10/2019,11:50,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/10/2019,14:00,New York,Port Authority Station,0,
23,Philadelphia,Intercity Terminal,3/10/2019,16:10,New York,Port Authority Station,0,
21,Philadelphia,Intercity Terminal,3/10/2019,17:30,New York,Port Authority Station,0,
26,Seattle,King Street Station,3/2/2019,6:40,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/2/2019,7:40,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/2/2019,8:40,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/2/2019,8:50,Vancouver,Pacific Central Station,0,
25,Seattle,King Street Station,3/2/2019,10:10,Vancouver,Pacific Central Station,0,
24,Seattle,King Street Station,3/2/2019,12:30,Vancouver,Pacific Central Station,0,
30,Seattle,King Street Station,3/2/2019,14:00,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/2/2019,16:20,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/2/2019,19:10,Vancouver,Pacific Central Station,0,
33,Seattle,King Street Station,3/6/2019,6:10,Portland,Portland Bus Station,0,
34,Seattle,King Street Station,3/6/2019,6:30,Portland,Portland Bus Station,0,
34,Seattle,King Street Station,3/6/2019,8:30,Portland,Portland Bus Station,0,
32,Seattle,King Street Station,3/6/2019,9:10,Portland,Portland Bus Station,0,
27,Seattle,King Street Station,3/6/2019,9:20,Portland,Portland Bus Station,0,
29,Seattle,King Street Station,3/6/2019,9:50,Portland,Portland Bus Station,0,
29,Seattle,King Street Station,3/6/2019,13:10,Portland,Portland Bus Station,0,
35,Seattle,King Street Station,3/6/2019,16:10,Portland,Portland Bus Station,0,
31,Seattle,King Street Station,3/6/2019,19:20,Portland,Portland Bus Station,0,
32,Seattle,King Street Station,3/6/2019,19:30,Portland,Portland Bus Station,0,
47,San Francisco,Salesforce Transit Center,3/13/2019,7:00,Los Angeles,Union Station,0,
46,San Francisco,Salesforce Transit Center,3/13/2019,7:40,Los Angeles,Union Station,0,
49,San Francisco,Salesforce Transit Center,3/13/2019,8:40,Los Angeles,Union Station,0,
54,San Francisco,Salesforce Transit Center,3/13/2019,8:50,Los Angeles,Union Station,0,
48,San Francisco,Salesforce Transit Center,3/13/2019,10:40,Los Angeles,Union Station,0,
54,San Francisco,Salesforce Transit Center,3/13/2019,11:10,Los Angeles,Union Station,0,
46,San Francisco,Salesforce Transit Center,3/13/2019,13:10,Los Angeles,Union Station,0,
42,San Francisco,Salesforce Transit Center,3/13/2019,14:10,Los Angeles,Union Station,0,
50,San Francisco,Salesforce Transit Center,3/13/2019,16:20,Los Angeles,Union Station,0,
48,San Francisco,Salesforce Transit Center,3/13/2019,17:50,Los Angeles,Union Station,0,
57,San Diego,Santa Fe Depot,3/14/2019,7:40,San Francisco,Salesforce Transit Center,0,
58,San Diego,Santa Fe Depot,3/14/2019,10:00,San Francisco,Salesforce Transit Center,0,
49,San Diego,Santa Fe Depot,3/14/2019,11:40,San Francisco,Salesforce Transit Center,0,
56,San Diego,Santa Fe Depot,3/14/2019,14:00,San Francisco,Salesforce Transit Center,0,
53,San Diego,Santa Fe Depot,3/14/2019,16:20,San Francisco,Salesforce Transit Center,0,
54,San Diego,Santa Fe Depot,3/14/2019,17:10,San Francisco,Salesforce Transit Center,0,
34,Vancouver,Pacific Central Station,3/4/2019,9:20,Portland,Portland Bus Station,0,
39,Vancouver,Pacific Central Station,3/4/2019,9:30,Portland,Portland Bus Station,0,
39,Vancouver,Pacific Central Station,3/4/2019,15:10,Portland,Portland Bus Station,0,
42,Vancouver,Pacific Central Station,3/4/2019,16:10,Portland,Portland Bus Station,0,
40,Vancouver,Pacific Central Station,3/4/2019,16:50,Portland,Portland Bus Station,0,
43,Vancouver,Pacific Central Station,3/4/2019,17:10,Portland,Portland Bus Station,0,
41,Vancouver,Pacific Central Station,3/4/2019,18:20,Portland,Portland Bus Station,0,
37,Vancouver,Pacific Central Station,3/4/2019,19:20,Portland,Portland Bus Station,0,
30,Vancouver,Pacific Central Station,3/10/2019,6:40,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/10/2019,8:10,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/10/2019,8:30,Seattle,King Street Station,0,
28,Vancouver,Pacific Central Station,3/10/2019,8:50,Seattle,King Street Station,0,
28,Vancouver,Pacific Central Station,3/10/2019,10:00,Seattle,King Street Station,0,
26,Vancouver,Pacific Central Station,3/10/2019,12:30,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/10/2019,17:50,Seattle,King Street Station,0,
29,Vancouver,Pacific Central Station,3/10/2019,18:30,Seattle,King Street Station,0,
24,Vancouver,Pacific Central Station,3/10/2019,18:40,Seattle,King Street Station,0,
30,Vancouver,Pacific Central Station,3/10/2019,19:10,Seattle,King Street Station,0,
56,Las Vegas,Union Plaza,3/11/2019,10:50,San Francisco,Salesforce Transit Center,0,
52,Las Vegas,Union Plaza,3/11/2019,12:50,San Francisco,Salesforce Transit Center,0,
52,Las Vegas,Union Plaza,3/11/2019,14:40,San Francisco,Salesforce Transit Center,0,
47,Las Vegas,Union Plaza,3/11/2019,14:50,San Francisco,Salesforce Transit Center,0,
46,Las Vegas,Union Plaza,3/11/2019,15:50,San Francisco,Salesforce Transit Center,0,
54,Las Vegas,Union Plaza,3/11/2019,19:40,San Francisco,Salesforce Transit Center,0,
39,New York,Port Authority Station,3/4/2019,6:00,Washington,Union Station,0,
38,New York,Port Authority Station,3/4/2019,9:40,Washington,Union Station,0,
39,New York,Port Authority Station,3/4/2019,11:10,Washington,Union Station,0,
32,New York,Port Authority Station,3/4/2019,12:40,Washington,Union Station,0,
42,New York,Port Authority Station,3/4/2019,12:50,Washington,Union Station,0,
35,New York,Port Authority Station,3/4/2019,13:10,Washington,Union Station,0,
39,New York,Port Authority Station,3/4/2019,14:30,Washington,Union Station,0,
37,New York,Port Authority Station,3/4/2019,17:10,Washington,Union Station,0,
32,New York,Port Authority Station,3/7/2019,6:00,Washington,Union Station,0,
32,New York,Port Authority Station,3/7/2019,9:40,Washington,Union Station,0,
43,New York,Port Authority Station,3/7/2019,11:10,Washington,Union Station,0,
37,New York,Port Authority Station,3/7/2019,12:40,Washington,Union Station,0,
36,New York,Port Authority Station,3/7/2019,12:50,Washington,Union Station,0,
35,New York,Port Authority Station,3/7/2019,13:10,Washington,Union Station,0,
34,New York,Port Authority Station,3/7/2019,14:30,Washington,Union Station,0,
36,New York,Port Authority Station,3/7/2019,17:10,Washington,Union Station,0,
51,San Francisco,Salesforce Transit Center,3/8/2019,11:00,San Diego,Santa Fe Depot,0,
49,San Francisco,Salesforce Transit Center,3/8/2019,13:40,San Diego,Santa Fe Depot,0,
59,San Francisco,Salesforce Transit Center,3/8/2019,13:50,San Diego,Santa Fe Depot,0,
58,San Francisco,Salesforce Transit Center,3/8/2019,15:00,San Diego,Santa Fe Depot,0,
50,San Francisco,Salesforce Transit Center,3/8/2019,15:20,San Diego,Santa Fe Depot,0,
52,San Francisco,Salesforce Transit Center,3/8/2019,18:30,San Diego,Santa Fe Depot,0,
46,San Francisco,Salesforce Transit Center,3/10/2019,7:00,Los Angeles,Union Station,0,
49,San Francisco,Salesforce Transit Center,3/10/2019,7:40,Los Angeles,Union Station,0,
47,San Francisco,Salesforce Transit Center,3/10/2019,8:40,Los Angeles,Union Station,0,
48,San Francisco,Salesforce Transit Center,3/10/2019,8:50,Los Angeles,Union Station,0,
51,San Francisco,Salesforce Transit Center,3/10/2019,10:40,Los Angeles,Union Station,0,
50,San Francisco,Salesforce Transit Center,3/10/2019,11:10,Los Angeles,Union Station,0,
49,San Francisco,Salesforce Transit Center,3/10/2019,13:10,Los Angeles,Union Station,0,
46,San Francisco,Salesforce Transit Center,3/10/2019,14:10,Los Angeles,Union Station,0,
49,San Francisco,Salesforce Transit Center,3/10/2019,16:20,Los Angeles,Union Station,0,
50,San Francisco,Salesforce Transit Center,3/10/2019,17:50,Los Angeles,Union Station,0,
27,Seattle,King Street Station,3/1/2019,6:40,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/1/2019,7:40,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/1/2019,8:40,Vancouver,Pacific Central Station,0,
29,Seattle,King Street Station,3/1/2019,8:50,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/1/2019,10:10,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/1/2019,12:30,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/1/2019,14:00,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/1/2019,16:20,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/1/2019,19:10,Vancouver,Pacific Central Station,0,
40,San Diego,Santa Fe Depot,3/8/2019,18:50,Las Vegas,Union Plaza,0,
44,Las Vegas,Union Plaza,3/6/2019,15:50,San Diego,Santa Fe Depot,0,
34,Portland,Portland Bus Station,3/7/2019,8:40,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/7/2019,9:30,Seattle,King Street Station,0,
27,Portland,Portland Bus Station,3/7/2019,10:10,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/7/2019,11:00,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/7/2019,12:40,Seattle,King Street Station,0,
35,Portland,Portland Bus Station,3/7/2019,13:30,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/7/2019,17:40,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/7/2019,17:50,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/3/2019,8:40,Seattle,King Street Station,0,
33,Portland,Portland Bus Station,3/3/2019,9:30,Seattle,King Street Station,0,
36,Portland,Portland Bus Station,3/3/2019,10:10,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/3/2019,11:00,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/3/2019,12:40,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/3/2019,13:30,Seattle,King Street Station,0,
46,San Diego,Santa Fe Depot,3/10/2019,18:50,Las Vegas,Union Plaza,0,
26,Vancouver,Pacific Central Station,3/7/2019,6:40,Seattle,King Street Station,0,
25,Vancouver,Pacific Central Station,3/7/2019,8:10,Seattle,King Street Station,0,
29,Vancouver,Pacific Central Station,3/7/2019,8:30,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/7/2019,8:50,Seattle,King Street Station,0,
26,Vancouver,Pacific Central Station,3/7/2019,10:00,Seattle,King Street Station,0,
30,Vancouver,Pacific Central Station,3/7/2019,12:30,Seattle,King Street Station,0,
29,Vancouver,Pacific Central Station,3/7/2019,17:50,Seattle,King Street Station,0,
27,Vancouver,Pacific Central Station,3/7/2019,18:30,Seattle,King Street Station,0,
31,Vancouver,Pacific Central Station,3/7/2019,18:40,Seattle,King Street Station,0,
28,Vancouver,Pacific Central Station,3/7/2019,19:10,Seattle,King Street Station,0,
20,Philadelphia,Intercity Terminal,3/14/2019,8:30,New York,Port Authority Station,0,
18,Philadelphia,Intercity Terminal,3/14/2019,9:50,New York,Port Authority Station,0,
21,Philadelphia,Intercity Terminal,3/14/2019,10:10,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/14/2019,10:20,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/14/2019,11:50,New York,Port Authority Station,0,
20,Philadelphia,Intercity Terminal,3/14/2019,14:00,New York,Port Authority Station,0,
24,Philadelphia,Intercity Terminal,3/14/2019,16:10,New York,Port Authority Station,0,
20,Philadelphia,Intercity Terminal,3/14/2019,17:30,New York,Port Authority Station,0,
22,Philadelphia,Intercity Terminal,3/13/2019,8:30,New York,Port Authority Station,0,
23,Philadelphia,Intercity Terminal,3/13/2019,9:50,New York,Port Authority Station,0,
25,Philadelphia,Intercity Terminal,3/13/2019,10:10,New York,Port Authority Station,0,
23,Philadelphia,Intercity Terminal,3/13/2019,10:20,New York,Port Authority Station,0,
22,Philadelphia,Intercity Terminal,3/13/2019,11:50,New York,Port Authority Station,0,
23,Philadelphia,Intercity Terminal,3/13/2019,14:00,New York,Port Authority Station,0,
22,Philadelphia,Intercity Terminal,3/13/2019,16:10,New York,Port Authority Station,0,
34,Portland,Portland Bus Station,3/1/2019,8:40,Seattle,King Street Station,0,
31,Portland,Portland Bus Station,3/1/2019,9:30,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/1/2019,10:10,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/1/2019,11:00,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/1/2019,12:40,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/1/2019,13:30,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/1/2019,17:40,Seattle,King Street Station,0,
34,Portland,Portland Bus Station,3/1/2019,17:50,Seattle,King Street Station,0,
33,New York,Port Authority Station,3/9/2019,6:00,Washington,Union Station,0,
37,New York,Port Authority Station,3/9/2019,9:40,Washington,Union Station,0,
41,New York,Port Authority Station,3/9/2019,11:10,Washington,Union Station,0,
44,New York,Port Authority Station,3/9/2019,12:40,Washington,Union Station,0,
38,New York,Port Authority Station,3/9/2019,12:50,Washington,Union Station,0,
35,New York,Port Authority Station,3/9/2019,13:10,Washington,Union Station,0,
33,New York,Port Authority Station,3/9/2019,14:30,Washington,Union Station,0,
39,New York,Port Authority Station,3/9/2019,17:10,Washington,Union Station,0,
30,Washington,Union Station,3/12/2019,7:10,Philadelphia,Intercity Terminal,0,
26,Washington,Union Station,3/12/2019,7:50,Philadelphia,Intercity Terminal,0,
25,Washington,Union Station,3/12/2019,8:40,Philadelphia,Intercity Terminal,0,
24,Washington,Union Station,3/12/2019,9:00,Philadelphia,Intercity Terminal,0,
32,Washington,Union Station,3/12/2019,12:00,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/12/2019,14:10,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/12/2019,15:30,Philadelphia,Intercity Terminal,0,
30,Washington,Union Station,3/12/2019,17:40,Philadelphia,Intercity Terminal,0,
30,Washington,Union Station,3/2/2019,7:10,Philadelphia,Intercity Terminal,0,
25,Washington,Union Station,3/2/2019,7:50,Philadelphia,Intercity Terminal,0,
26,Washington,Union Station,3/2/2019,8:40,Philadelphia,Intercity Terminal,0,
29,Washington,Union Station,3/2/2019,9:00,Philadelphia,Intercity Terminal,0,
28,Washington,Union Station,3/2/2019,12:00,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/2/2019,14:10,Philadelphia,Intercity Terminal,0,
29,Washington,Union Station,3/2/2019,15:30,Philadelphia,Intercity Terminal,0,
30,Washington,Union Station,3/2/2019,17:40,Philadelphia,Intercity Terminal,0,
36,Washington,Union Station,3/12/2019,8:10,New York,Port Authority Station,0,
36,Washington,Union Station,3/12/2019,8:20,New York,Port Authority Station,0,
40,Washington,Union Station,3/12/2019,11:10,New York,Port Authority Station,0,
35,Washington,Union Station,3/12/2019,12:00,New York,Port Authority Station,0,
36,Washington,Union Station,3/12/2019,12:30,New York,Port Authority Station,0,
38,Washington,Union Station,3/12/2019,13:40,New York,Port Authority Station,0,
36,Washington,Union Station,3/12/2019,14:00,New York,Port Authority Station,0,
35,Washington,Union Station,3/12/2019,19:30,New York,Port Authority Station,0,
53,San Diego,Santa Fe Depot,3/8/2019,7:40,San Francisco,Salesforce Transit Center,0,
60,San Diego,Santa Fe Depot,3/8/2019,10:00,San Francisco,Salesforce Transit Center,0,
