car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
Mazda 3,Hatchback,Anaheim,2019-03-12,John Wayne Airport,15:00,31.00,2019-03-08,
Peugeot 208,Hatchback,Anaheim,2019-03-12,John Wayne Airport,15:00,22.00,2019-03-08,
Renault Clio,Hatchback,Anaheim,2019-03-12,John Wayne Airport,15:00,24.00,2019-03-08,
SEAT Leon,Hatchback,Anaheim,2019-03-12,Anaheim Intermodal Center,15:00,23.00,2019-03-08,
Skoda Kodiaq,SUV,Anaheim,2019-03-12,John Wayne Airport,15:00,37.00,2019-03-08,
Skoda Octavia,Sedan,Anaheim,2019-03-12,Anaheim Intermodal Center,15:00,31.00,2019-03-08,
Volvo S90,Sedan,,2019-03-12,John Wayne Airport,15:00,32.00,2019-03-08,False
Dacia Duster,SUV,Los Angeles,2019-03-08,LAX International Airport,17:00,40.00,2019-03-05,
GMC Terrain,SUV,Los Angeles,2019-03-08,Union Station,17:00,44.00,2019-03-05,
Mitsubishi Outlander,SUV,Los Angeles,2019-03-08,Union Station,17:00,39.00,2019-03-05,
Skoda Kodiaq,SUV,Los Angeles,2019-03-08,LAX International Airport,17:00,42.00,2019-03-05,
Suzuki Grand Vitara,SUV,Los Angeles,2019-03-08,LAX International Airport,17:00,40.00,2019-03-05,
Skoda Kodiaq,SUV,,2019-03-08,LAX International Airport,17:00,42.00,2019-03-05,False
Alfa Romeo Stelvio,SUV,Sacramento,2019-03-13,Sacramento Valley Station,13:30,38.00,2019-03-12,
Audi A8,Sedan,Sacramento,2019-03-13,SMF International Airport,13:30,34.00,2019-03-12,
Buick Regal Sportback,Sedan,Sacramento,2019-03-13,Sacramento Valley Station,13:30,31.00,2019-03-12,
Ford Focus,Hatchback,Sacramento,2019-03-13,SMF International Airport,13:30,31.00,2019-03-12,
GMC Terrain,SUV,Sacramento,2019-03-13,SMF International Airport,13:30,45.00,2019-03-12,
Jaguar F-Pace,SUV,Sacramento,2019-03-13,Sacramento Valley Station,13:30,35.00,2019-03-12,
Kia Ceed,Hatchback,Sacramento,2019-03-13,SMF International Airport,13:30,27.00,2019-03-12,
Lexus GS,Sedan,Sacramento,2019-03-13,SMF International Airport,13:30,35.00,2019-03-12,
Mitsubishi Outlander,SUV,Sacramento,2019-03-13,SMF International Airport,13:30,44.00,2019-03-12,
Nissan Qashqai,Hatchback,Sacramento,2019-03-13,Sacramento Valley Station,13:30,24.00,2019-03-12,
Mitsubishi Outlander,SUV,,2019-03-13,Sacramento Valley Station,13:30,44.00,2019-03-12,False
Alfa Romeo Stelvio,SUV,Long Beach,2019-03-10,LGB Airport,15:30,44.00,2019-03-09,
Audi A8,Sedan,Long Beach,2019-03-10,LGB Airport,15:30,36.00,2019-03-09,
Buick Regal Sportback,Sedan,Long Beach,2019-03-10,Downtown Station,15:30,29.00,2019-03-09,
Citroen C5,SUV,Long Beach,2019-03-10,LGB Airport,15:30,39.00,2019-03-09,
Fiat Panda,Hatchback,Long Beach,2019-03-10,LGB Airport,15:30,31.00,2019-03-09,
Hyundai Ioniq,Sedan,Long Beach,2019-03-10,LGB Airport,15:30,34.00,2019-03-09,
Jaguar F-Pace,SUV,Long Beach,2019-03-10,Downtown Station,15:30,41.00,2019-03-09,
Kia Ceed,Hatchback,Long Beach,2019-03-10,Downtown Station,15:30,24.00,2019-03-09,
Mazda 3,Hatchback,Long Beach,2019-03-10,LGB Airport,15:30,24.00,2019-03-09,
Peugeot 208,Hatchback,Long Beach,2019-03-10,Downtown Station,15:30,23.00,2019-03-09,
Citroen C5,SUV,,2019-03-10,LGB Airport,15:30,39.00,2019-03-09,False
Hyundai Ioniq,Sedan,Los Angeles,2019-03-12,LAX International Airport,19:30,31.00,2019-03-11,
Volvo S90,Sedan,Los Angeles,2019-03-12,LAX International Airport,19:30,33.00,2019-03-11,
Audi A8,Sedan,London,2019-03-12,Heathrow International Airport,14:30,32.00,2019-03-08,
Buick Regal Sportback,Sedan,London,2019-03-12,Gatwick International Airport,14:30,34.00,2019-03-08,
Citroen C5,SUV,London,2019-03-12,Heathrow International Airport,14:30,49.00,2019-03-08,
Dacia Duster,SUV,London,2019-03-12,Heathrow International Airport,14:30,43.00,2019-03-08,
Fiat Panda,Hatchback,London,2019-03-12,Heathrow International Airport,14:30,29.00,2019-03-08,
Ford Focus,Hatchback,London,2019-03-12,Gatwick International Airport,14:30,29.00,2019-03-08,
GMC Terrain,SUV,London,2019-03-12,Heathrow International Airport,14:30,46.00,2019-03-08,
Hyundai Ioniq,Sedan,London,2019-03-12,Gatwick International Airport,14:30,33.00,2019-03-08,
Lexus GS,Sedan,London,2019-03-12,Heathrow International Airport,14:30,33.00,2019-03-08,
Mazda 3,Hatchback,London,2019-03-12,Gatwick International Airport,14:30,24.00,2019-03-08,
Citroen C5,SUV,San Diego,2019-03-10,SAN International Airport,14:00,42.00,2019-03-07,
Hyundai Ioniq,Sedan,San Diego,2019-03-10,Santa Fe Depot,14:00,35.00,2019-03-07,
Jaguar F-Pace,SUV,San Diego,2019-03-10,Santa Fe Depot,14:00,37.00,2019-03-07,
Lexus GS,Sedan,San Diego,2019-03-10,SAN International Airport,14:00,39.00,2019-03-07,
Mazda 3,Hatchback,San Diego,2019-03-10,SAN International Airport,14:00,25.00,2019-03-07,
Mitsubishi Outlander,SUV,San Diego,2019-03-10,SAN International Airport,14:00,44.00,2019-03-07,
SEAT Cordoba,Sedan,San Diego,2019-03-10,Santa Fe Depot,14:00,34.00,2019-03-07,
SEAT Leon,Hatchback,San Diego,2019-03-10,SAN International Airport,14:00,33.00,2019-03-07,
Skoda Octavia,Sedan,San Diego,2019-03-10,SAN International Airport,14:00,39.00,2019-03-07,
Vauxhaull Astra,Hatchback,San Diego,2019-03-10,SAN International Airport,14:00,26.00,2019-03-07,
Citroen C5,SUV,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,30.00,2019-03-09,
Dodge Charger,Sedan,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,23.00,2019-03-09,
Fiat Panda,Hatchback,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,16.00,2019-03-09,
GMC Terrain,SUV,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,33.00,2019-03-09,
Hyundai Ioniq,Sedan,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,25.00,2019-03-09,
Lexus GS,Sedan,Mexico City,2019-03-14,Estacion Buenavista,10:30,19.00,2019-03-09,
Mazda 3,Hatchback,Mexico City,2019-03-14,Estacion Buenavista,10:30,15.00,2019-03-09,
Mitsubishi Outlander,SUV,Mexico City,2019-03-14,Estacion Buenavista,10:30,23.00,2019-03-09,
Nissan Qashqai,Hatchback,Mexico City,2019-03-14,Benito Juarez International Airport,10:30,17.00,2019-03-09,
Peugeot 208,Hatchback,Mexico City,2019-03-14,Estacion Buenavista,10:30,14.00,2019-03-09,
Fiat Panda,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,17:00,30.00,2019-03-11,
Ford Focus,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,17:00,34.00,2019-03-11,
Renault Clio,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,17:00,25.00,2019-03-11,
SEAT Leon,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,17:00,26.00,2019-03-11,
Alfa Romeo Stelvio,SUV,Portland,2019-03-14,Portland Bus Station,19:30,43.00,2019-03-11,
Dacia Duster,SUV,Portland,2019-03-14,Portland Bus Station,19:30,42.00,2019-03-11,
Hyundai Ioniq,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,33.00,2019-03-11,
Kia Ceed,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,26.00,2019-03-11,
Lexus GS,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,33.00,2019-03-11,
Renault Clio,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,20.00,2019-03-11,
SEAT Cordoba,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,27.00,2019-03-11,
SEAT Leon,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,22.00,2019-03-11,
Subaru Impreza,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,33.00,2019-03-11,
Vauxhaull Astra,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,28.00,2019-03-11,
Alfa Romeo Stelvio,SUV,Portland,2019-03-14,Portland Bus Station,19:30,33.00,2019-03-13,
Dacia Duster,SUV,Portland,2019-03-14,Portland Bus Station,19:30,37.00,2019-03-13,
Hyundai Ioniq,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,31.00,2019-03-13,
Kia Ceed,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,25.00,2019-03-13,
Lexus GS,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,33.00,2019-03-13,
Renault Clio,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,22.00,2019-03-13,
SEAT Cordoba,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,34.00,2019-03-13,
SEAT Leon,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,30.00,2019-03-13,
Subaru Impreza,Sedan,Portland,2019-03-14,Portland Bus Station,19:30,34.00,2019-03-13,
Vauxhaull Astra,Hatchback,Portland,2019-03-14,Portland Bus Station,19:30,29.00,2019-03-13,
Audi A8,Sedan,San Francisco,2019-03-13,Salesforce Transit Center,17:00,25.00,2019-03-09,
Buick Regal Sportback,Sedan,San Francisco,2019-03-13,Salesforce Transit Center,17:00,31.00,2019-03-09,
Fiat Panda,Hatchback,San Francisco,2019-03-13,SFO International Airport,17:00,25.00,2019-03-09,
GMC Terrain,SUV,San Francisco,2019-03-13,SFO International Airport,17:00,50.00,2019-03-09,
Hyundai Ioniq,Sedan,San Francisco,2019-03-13,SFO International Airport,17:00,36.00,2019-03-09,
Jaguar F-Pace,SUV,San Francisco,2019-03-13,Salesforce Transit Center,17:00,48.00,2019-03-09,
Kia Ceed,Hatchback,San Francisco,2019-03-13,SFO International Airport,17:00,26.00,2019-03-09,
Lexus GS,Sedan,San Francisco,2019-03-13,Salesforce Transit Center,17:00,29.00,2019-03-09,
Mazda 3,Hatchback,San Francisco,2019-03-13,Salesforce Transit Center,17:00,21.00,2019-03-09,
Mitsubishi Outlander,SUV,San Francisco,2019-03-13,SFO International Airport,17:00,37.00,2019-03-09,
Dacia Duster,SUV,Chicago,2019-03-11,Chicago Union Station,17:00,41.00,2019-03-10,
Dodge Charger,Sedan,Chicago,2019-03-11,O'Hare International Airport,17:00,35.00,2019-03-10,
Fiat Panda,Hatchback,Chicago,2019-03-11,O'Hare International Airport,17:00,33.00,2019-03-10,
GMC Terrain,SUV,Chicago,2019-03-11,O'Hare International Airport,17:00,45.00,2019-03-10,
Nissan Qashqai,Hatchback,Chicago,2019-03-11,Chicago Union Station,17:00,26.00,2019-03-10,
Peugeot 208,Hatchback,Chicago,2019-03-11,Chicago Union Station,17:00,26.00,2019-03-10,
SEAT Leon,Hatchback,Chicago,2019-03-11,O'Hare International Airport,17:00,30.00,2019-03-10,
Skoda Kodiaq,SUV,Chicago,2019-03-11,O'Hare International Airport,17:00,55.00,2019-03-10,
Subaru Impreza,Sedan,Chicago,2019-03-11,O'Hare International Airport,17:00,30.00,2019-03-10,
Vauxhaull Astra,Hatchback,Chicago,2019-03-11,Chicago Union Station,17:00,25.00,2019-03-10,
Dacia Duster,SUV,Chicago,2019-03-12,Chicago Union Station,17:00,36.00,2019-03-10,
Dodge Charger,Sedan,Chicago,2019-03-12,O'Hare International Airport,17:00,34.00,2019-03-10,
Fiat Panda,Hatchback,Chicago,2019-03-12,O'Hare International Airport,17:00,29.00,2019-03-10,
GMC Terrain,SUV,Chicago,2019-03-12,O'Hare International Airport,17:00,39.00,2019-03-10,
Nissan Qashqai,Hatchback,Chicago,2019-03-12,Chicago Union Station,17:00,23.00,2019-03-10,
Peugeot 208,Hatchback,Chicago,2019-03-12,Chicago Union Station,17:00,23.00,2019-03-10,
SEAT Leon,Hatchback,Chicago,2019-03-12,O'Hare International Airport,17:00,24.00,2019-03-10,
Skoda Kodiaq,SUV,Chicago,2019-03-12,O'Hare International Airport,17:00,46.00,2019-03-10,
Subaru Impreza,Sedan,Chicago,2019-03-12,O'Hare International Airport,17:00,31.00,2019-03-10,
Vauxhaull Astra,Hatchback,Chicago,2019-03-12,Chicago Union Station,17:00,25.00,2019-03-10,
Alfa Romeo Stelvio,SUV,New York,2019-03-10,Port Authority Station,15:30,36.00,2019-03-07,
Audi A8,Sedan,New York,2019-03-10,JFK International Airport,15:30,34.00,2019-03-07,
Buick Regal Sportback,Sedan,New York,2019-03-10,JFK International Airport,15:30,35.00,2019-03-07,
Dodge Charger,Sedan,New York,2019-03-10,Grand Central Station,15:30,31.00,2019-03-07,
Hyundai Ioniq,Sedan,New York,2019-03-10,Port Authority Station,15:30,31.00,2019-03-07,
Jaguar F-Pace,SUV,New York,2019-03-10,JFK International Airport,15:30,39.00,2019-03-07,
Kia Ceed,Hatchback,New York,2019-03-10,Port Authority Station,15:30,29.00,2019-03-07,
Lexus GS,Sedan,New York,2019-03-10,Port Authority Station,15:30,28.00,2019-03-07,
Peugeot 208,Hatchback,New York,2019-03-10,JFK International Airport,15:30,24.00,2019-03-07,
Renault Clio,Hatchback,New York,2019-03-10,Grand Central Station,15:30,23.00,2019-03-07,
Audi A8,Sedan,San Francisco,2019-03-12,Salesforce Transit Center,17:30,29.00,2019-03-11,
Buick Regal Sportback,Sedan,San Francisco,2019-03-12,Salesforce Transit Center,17:30,30.00,2019-03-11,
Jaguar F-Pace,SUV,San Francisco,2019-03-12,Salesforce Transit Center,17:30,41.00,2019-03-11,
Lexus GS,Sedan,San Francisco,2019-03-12,Salesforce Transit Center,17:30,32.00,2019-03-11,
Mazda 3,Hatchback,San Francisco,2019-03-12,Salesforce Transit Center,17:30,25.00,2019-03-11,
SEAT Cordoba,Sedan,San Francisco,2019-03-12,Salesforce Transit Center,17:30,34.00,2019-03-11,
Vauxhaull Astra,Hatchback,San Francisco,2019-03-12,Salesforce Transit Center,17:30,23.00,2019-03-11,
Audi A8,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,17:00,29.00,2019-03-07,
Buick Regal Sportback,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,17:00,29.00,2019-03-07,
Fiat Panda,Hatchback,San Francisco,2019-03-08,SFO International Airport,17:00,28.00,2019-03-07,
GMC Terrain,SUV,San Francisco,2019-03-08,SFO International Airport,17:00,43.00,2019-03-07,
Hyundai Ioniq,Sedan,San Francisco,2019-03-08,SFO International Airport,17:00,29.00,2019-03-07,
Jaguar F-Pace,SUV,San Francisco,2019-03-08,Salesforce Transit Center,17:00,43.00,2019-03-07,
Kia Ceed,Hatchback,San Francisco,2019-03-08,SFO International Airport,17:00,25.00,2019-03-07,
Lexus GS,Sedan,San Francisco,2019-03-08,Salesforce Transit Center,17:00,28.00,2019-03-07,
Mazda 3,Hatchback,San Francisco,2019-03-08,Salesforce Transit Center,17:00,24.00,2019-03-07,
Mitsubishi Outlander,SUV,San Francisco,2019-03-08,SFO International Airport,17:00,39.00,2019-03-07,
Audi A8,Sedan,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,39.00,2019-03-11,
Fiat Panda,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,30.00,2019-03-11,
Ford Focus,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,34.00,2019-03-11,
Renault Clio,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,25.00,2019-03-11,
SEAT Cordoba,Sedan,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,31.00,2019-03-11,
SEAT Leon,Hatchback,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,26.00,2019-03-11,
Suzuki Grand Vitara,SUV,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,43.00,2019-03-11,
Volvo S90,Sedan,Delhi,2019-03-13,Indira Gandhi International Airport,18:30,30.00,2019-03-11,
Dacia Duster,SUV,Toronto,2019-03-11,Toronto Pearson International Airport,20:00,44.00,2019-03-04,
SEAT Cordoba,Sedan,Toronto,2019-03-11,Toronto Pearson International Airport,20:00,40.00,2019-03-04,
Vauxhaull Astra,Hatchback,Toronto,2019-03-11,Toronto Pearson International Airport,20:00,28.00,2019-03-04,
Audi A8,Sedan,Vancouver,2019-03-11,Pacific Central Station,15:00,29.00,2019-03-08,
Dacia Duster,SUV,Vancouver,2019-03-11,YVR International Airport,15:00,51.00,2019-03-08,
Dodge Charger,Sedan,Vancouver,2019-03-11,Pacific Central Station,15:00,34.00,2019-03-08,
Ford Focus,Hatchback,Vancouver,2019-03-11,YVR International Airport,15:00,27.00,2019-03-08,
Jaguar F-Pace,SUV,Vancouver,2019-03-11,YVR International Airport,15:00,49.00,2019-03-08,
Kia Ceed,Hatchback,Vancouver,2019-03-11,Pacific Central Station,15:00,29.00,2019-03-08,
Mazda 3,Hatchback,Vancouver,2019-03-11,YVR International Airport,15:00,27.00,2019-03-08,
Nissan Qashqai,Hatchback,Vancouver,2019-03-11,Pacific Central Station,15:00,23.00,2019-03-08,
Peugeot 208,Hatchback,Vancouver,2019-03-11,YVR International Airport,15:00,30.00,2019-03-08,
SEAT Cordoba,Sedan,Vancouver,2019-03-11,Pacific Central Station,15:00,26.00,2019-03-08,
Dacia Duster,SUV,Los Angeles,2019-03-04,LAX International Airport,13:30,42.00,2019-03-03,
GMC Terrain,SUV,Los Angeles,2019-03-04,Union Station,13:30,45.00,2019-03-03,
Mitsubishi Outlander,SUV,Los Angeles,2019-03-04,Union Station,13:30,37.00,2019-03-03,
Skoda Kodiaq,SUV,Los Angeles,2019-03-04,LAX International Airport,13:30,46.00,2019-03-03,
Suzuki Grand Vitara,SUV,Los Angeles,2019-03-04,LAX International Airport,13:30,48.00,2019-03-03,
Audi A8,Sedan,Las Vegas,2019-03-07,Union Plaza,16:00,27.00,2019-03-03,
Buick Regal Sportback,Sedan,Las Vegas,2019-03-07,McCarran International Airport,16:00,33.00,2019-03-03,
Dodge Charger,Sedan,Las Vegas,2019-03-07,McCarran International Airport,16:00,27.00,2019-03-03,
Fiat Panda,Hatchback,Las Vegas,2019-03-07,McCarran International Airport,16:00,29.00,2019-03-03,
GMC Terrain,SUV,Las Vegas,2019-03-07,Union Plaza,16:00,36.00,2019-03-03,
Lexus GS,Sedan,Las Vegas,2019-03-07,Union Plaza,16:00,30.00,2019-03-03,
Mazda CX-5,SUV,Las Vegas,2019-03-07,McCarran International Airport,16:00,33.00,2019-03-03,
Nissan Qashqai,Hatchback,Las Vegas,2019-03-07,Union Plaza,16:00,27.00,2019-03-03,
Peugeot 208,Hatchback,Las Vegas,2019-03-07,McCarran International Airport,16:00,28.00,2019-03-03,
Renault Clio,Hatchback,Las Vegas,2019-03-07,McCarran International Airport,16:00,27.00,2019-03-03,
Dacia Duster,SUV,Chicago,2019-03-09,Chicago Union Station,15:30,43.00,2019-03-05,
Dodge Charger,Sedan,Chicago,2019-03-09,O'Hare International Airport,15:30,37.00,2019-03-05,
Fiat Panda,Hatchback,Chicago,2019-03-09,O'Hare International Airport,15:30,25.00,2019-03-05,
GMC Terrain,SUV,Chicago,2019-03-09,O'Hare International Airport,15:30,36.00,2019-03-05,
Nissan Qashqai,Hatchback,Chicago,2019-03-09,Chicago Union Station,15:30,25.00,2019-03-05,
Peugeot 208,Hatchback,Chicago,2019-03-09,Chicago Union Station,15:30,21.00,2019-03-05,
SEAT Leon,Hatchback,Chicago,2019-03-09,O'Hare International Airport,15:30,31.00,2019-03-05,
Skoda Kodiaq,SUV,Chicago,2019-03-09,O'Hare International Airport,15:30,49.00,2019-03-05,
Subaru Impreza,Sedan,Chicago,2019-03-09,O'Hare International Airport,15:30,27.00,2019-03-05,
Vauxhaull Astra,Hatchback,Chicago,2019-03-09,Chicago Union Station,15:30,25.00,2019-03-05,
Buick Regal Sportback,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,38.00,2019-03-12,
Dacia Duster,SUV,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,33.00,2019-03-12,
GMC Terrain,SUV,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,39.00,2019-03-12,
Hyundai Ioniq,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,33.00,2019-03-12,
Jaguar F-Pace,SUV,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,43.00,2019-03-12,
Kia Ceed,Hatchback,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,29.00,2019-03-12,
Mazda 3,Hatchback,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,29.00,2019-03-12,
Peugeot 208,Hatchback,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,26.00,2019-03-12,
SEAT Cordoba,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,33.00,2019-03-12,
Skoda Octavia,Sedan,Toronto,2019-03-14,Toronto Pearson International Airport,20:00,31.00,2019-03-12,
Audi A8,Sedan,San Francisco,2019-03-09,Salesforce Transit Center,10:00,32.00,2019-03-07,
Buick Regal Sportback,Sedan,San Francisco,2019-03-09,Salesforce Transit Center,10:00,26.00,2019-03-07,
Jaguar F-Pace,SUV,San Francisco,2019-03-09,Salesforce Transit Center,10:00,40.00,2019-03-07,
Lexus GS,Sedan,San Francisco,2019-03-09,Salesforce Transit Center,10:00,32.00,2019-03-07,
Mazda 3,Hatchback,San Francisco,2019-03-09,Salesforce Transit Center,10:00,27.00,2019-03-07,
SEAT Cordoba,Sedan,San Francisco,2019-03-09,Salesforce Transit Center,10:00,33.00,2019-03-07,
Vauxhaull Astra,Hatchback,San Francisco,2019-03-09,Salesforce Transit Center,10:00,23.00,2019-03-07,
Hyundai Ioniq,Sedan,San Diego,2019-03-12,Santa Fe Depot,18:30,30.00,2019-03-10,
SEAT Cordoba,Sedan,San Diego,2019-03-12,Santa Fe Depot,18:30,32.00,2019-03-10,
Skoda Octavia,Sedan,San Diego,2019-03-12,Santa Fe Depot,18:30,34.00,2019-03-10,
Dacia Duster,SUV,Los Angeles,2019-03-11,LAX International Airport,17:30,42.00,2019-03-09,
Fiat Panda,Hatchback,Los Angeles,2019-03-11,LAX International Airport,17:30,26.00,2019-03-09,
Ford Focus,Hatchback,Los Angeles,2019-03-11,Union Station,17:30,26.00,2019-03-09,
GMC Terrain,SUV,Los Angeles,2019-03-11,Union Station,17:30,45.00,2019-03-09,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-11,LAX International Airport,17:30,31.00,2019-03-09,
Lexus GS,Sedan,Los Angeles,2019-03-11,Union Station,17:30,33.00,2019-03-09,
Mitsubishi Outlander,SUV,Los Angeles,2019-03-11,Union Station,17:30,41.00,2019-03-09,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-11,LAX International Airport,17:30,25.00,2019-03-09,
Renault Clio,Hatchback,Los Angeles,2019-03-11,LAX International Airport,17:30,21.00,2019-03-09,
SEAT Cordoba,Sedan,Los Angeles,2019-03-11,Union Station,17:30,33.00,2019-03-09,
Audi A8,Sedan,Nairobi,2019-03-13,Jomo Kenyatta International Airport,12:30,22.00,2019-03-12,
Buick Regal Sportback,Sedan,Nairobi,2019-03-13,Jomo Kenyatta International Airport,12:30,22.00,2019-03-12,
Ford Focus,Hatchback,Nairobi,2019-03-13,Jomo Kenyatta International Airport,12:30,21.00,2019-03-12,
Nissan Qashqai,Hatchback,Nairobi,2019-03-13,Jomo Kenyatta International Airport,12:30,16.00,2019-03-12,
Suzuki Grand Vitara,SUV,Nairobi,2019-03-13,Jomo Kenyatta International Airport,12:30,36.00,2019-03-12,
Buick Regal Sportback,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,16:00,35.00,2019-03-03,
