address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
1065 Peachtree Street Northeast,,,TRUE,,+1 404-745-5000,4.2,1380,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.2,800,Atlanta
230 Peachtree Street,,,TRUE,,+1 404-523-7600,4.2,2100,Atlanta
239 Ivan Allen Junior Boulevard Northwest,,,TRUE,,+1 888-287-9400,4.2,198,Atlanta
244 North Avenue Northwest,,,TRUE,,+1 404-881-0881,4.2,588,Atlanta
267 Marietta Street NorthWest,,,TRUE,,+1 404-223-2300,4.2,1215,Atlanta
275 Baker Street,,,TRUE,,+1 404-577-2001,4.2,2700,Atlanta
330 Peachtree Street Northeast,,,TRUE,,+1 404-577-1980,4.2,456,Atlanta
"3391 Peachtree Road, N.E",,,TRUE,,+1 404-365-0065,4.2,380,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.7,228,Atlanta
"12, Doctor APJ Abdul Kalam Road, New Delhi",,,TRUE,,+91 11 3955 5000,4.5,460,Delhi
1 South Franklin Street,,,FALSE,,+1 312-558-1020,4.4,399,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4.2,1350,Chicago
100 West Monroe Street,,,TRUE,,+1 312-236-1234,4.4,768,Chicago
10000 West O'Hare Avenue,,,TRUE,,+1 773-686-8000,3.9,280,Chicago
105 East Delaware Place,,,TRUE,,+1 800-948-4255,4.1,304,Chicago
11 West 26th Street,,,FALSE,,+1 312-225-7000,4,1566,Chicago
1100 South Michigan Avenue,,,FALSE,,+1 312-922-2900,3.9,198,Chicago
111 West Adams Street,,,TRUE,,+1 312-214-6400,4,972,Chicago
111 West Huron Street,,,TRUE,,+1 877-848-4040,3.8,2400,Chicago
101 Andrew Young International Boulevard Northwest,,,TRUE,,+1 404-524-5555,4.3,624,Atlanta
111 Carlton Street,,,TRUE,,+1 800-780-7234,3,1632,Toronto
212 West Osborn Road,,,TRUE,,+1 800-922-5548,3.3,330,Phoenix
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.6,1305,Phoenix
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.4,240,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.4,928,Seattle
1635 8th Avenue,,,FALSE,,+1 206-695-1234,4.4,360,Seattle
1815 Terry Avenue,,,TRUE,,+1 206-388-1000,4.4,2856,Seattle
2000 4th Avenue,,,TRUE,,+1 206-448-8600,4.4,552,Seattle
2423 1st Avenue,,,FALSE,,+1 206-448-4721,4.4,252,Seattle
255 South King Street,,,TRUE,,+1 206-859-4400,4.4,612,Seattle
3926 Aurora Avenue North,,,TRUE,,+1 206-632-1015,4.4,1596,Seattle
4501 12th Avenue Northeast,,,TRUE,,+1 206-322-8887,4.4,465,Seattle
700 3rd Avenue,,,TRUE,,+1 206-340-0340,4.4,736,Seattle
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.4,2640,Seattle
1006 Spring Street,,,FALSE,,+1 206-583-6453,3.9,310,Seattle
1016 Republican Street,,,FALSE,,+1 206-708-8200,4.1,432,Seattle
1006 Spring Street,,,FALSE,,+1 206-583-6453,3.9,1224,Seattle
100 Greenwich Street,,,TRUE,,+1 917-409-0800,3.8,336,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,3.8,405,New York
102 West 57th Street,,,TRUE,,+1 212-379-0103,3.8,81,New York
"102-05 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-565-8900,3.8,276,New York
"102-40 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 718-672-6600,3.8,315,New York
103 Waverly Place,,,FALSE,,+1 800-222-0418,3.8,435,New York
1033 6th Avenue,,,TRUE,,+1 212-768-0007,3.8,594,New York
"104-04 Ditmars Boulevard, East Elmhurst",,,TRUE,,+1 877-270-1412,3.8,756,New York
108 West 24th Street,,,TRUE,,+1 212-414-1000,3.8,1440,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,3.8,1680,New York
108 Chestnut Street,,,TRUE,,+1 416-977-5000,3.7,672,Toronto
111 Lombard Street,,,TRUE,,+1 416-367-5555,3.7,864,Toronto
118 Yorkville Avenue,,,TRUE,,+1 416-963-6300,3.7,690,Toronto
"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada",,,TRUE,,+1 416-637-7000,3.7,408,Toronto
15 Charles Street East,,,TRUE,,+1 416-924-1222,3.7,81,Toronto
15 Richmond Street East,,,TRUE,,+1 800-463-1990,3.7,240,Toronto
"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,TRUE,,+1 416-747-7676,3.7,576,Toronto
181 Wellington Street West,,,TRUE,,+1 416-585-2500,3.7,630,Toronto
195 Spadina Avenue,,,FALSE,,+1 416-593-0885,3.7,1044,Toronto
"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada",,,TRUE,,+1 416-299-1500,3.7,2520,Toronto
108 Chestnut Street,,,TRUE,,+1 416-977-5000,3.7,1488,Toronto
1018 Granville Street,,,FALSE,,+1 877-972-6378,4.2,690,Vancouver
1 Addington Street,,,TRUE,,+44 333 400 6116,4.3,896,London
1510 Southwest Harbor Way,,,TRUE,,+1 888-869-3108,4.5,2016,Portland
203 Northwest 3rd Avenue,,,TRUE,,+1 503-445-0444,4.5,1520,Portland
2080 Southwest River Drive,,,TRUE,,+1 503-241-2775,4.5,2436,Portland
354 Northwest 9th Avenue,,,TRUE,,+1 503-222-5200,4.5,720,Portland
425 Northwest 9th Avenue,,,TRUE,,+1 971-351-0230,4.5,384,Portland
506 Southwest Washington Street,,,TRUE,,+1 503-222-0001,4.5,2592,Portland
750 Southwest Alder Street,,,TRUE,,+1 877-628-4408,4.5,576,Portland
1150 Northwest 9th Avenue,,,TRUE,,+1 503-220-1339,4.5,540,Portland
14 Riverside Westlands,,,TRUE,,+254 787 657000,4.5,270,Nairobi
"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-449-3100,4.4,1296,Washington D.C.
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.3,2475,Washington D.C.
"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2298 1888,3.9,1575,Kuala Lumpur
"10, Jalan Binjai, Kuala Lumpur, 50450",,,TRUE,,+60 3-7490 3333,3.9,2560,Kuala Lumpur
"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,TRUE,,+60 3-2726 6788,3.9,1120,Kuala Lumpur
"1020, Jalan Sultan Ismail, 50250",,,TRUE,,+60 3-2168 1688,3.9,1750,Kuala Lumpur
"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2603 1999,3.9,832,Kuala Lumpur
"121, Jalan Ampang, Kuala Lumpur, 50450",,,TRUE,,+60 3-2786 8888,3.9,1750,Kuala Lumpur
"136, Jalan Changkat Thambi Dollah, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2788 8888,3.9,396,Kuala Lumpur
"138, Jalan Ampang, 50450",,,TRUE,,+60 3-2711 8866,3.9,3675,Kuala Lumpur
"145, Jalan Ampang, 50450",,,TRUE,,+60 3-2382 8888,3.9,875,Kuala Lumpur
"152, Jalan Changkat Thambi Dollah, Pudu, 55100",,,TRUE,,+60 3-9224 3030,3.9,208,Kuala Lumpur
"1, Jalan Pantai Baharu, Jaya Tower 3, 59200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2298 1888,3.9,5600,Kuala Lumpur
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.5,1740,Paris
1 Logan Square,,,TRUE,,+1 215-963-1500,4.3,510,Philadelphia
1001 Intrepid Avenue,,,TRUE,,+1 215-644-9200,4.3,174,Philadelphia
101 North Broad Street,,,TRUE,,+1 215-607-2020,4.3,2772,Philadelphia
120 South 17th Street,,,TRUE,,+1 215-569-8300,4.3,2592,Philadelphia
201 South Christopher Columbus Boulevard,,,TRUE,,+1 215-521-6500,4.3,1680,Philadelphia
3600 Sansom Street,,,TRUE,,+1 215-222-0200,4.3,960,Philadelphia
433 Chestnut Street,,,TRUE,,+1 855-295-2355,4.3,1040,Philadelphia
"Cira Centre South, 2929 Walnut Street",,,TRUE,,+1 215-372-9000,4.3,810,Philadelphia
1 Logan Square,,,TRUE,,+1 215-963-1500,4.3,2000,Philadelphia
1215 South Las Vegas Boulevard,,,TRUE,,+1 702-489-7500,3.7,378,Las Vegas
217 Las Vegas Boulevard North,,,FALSE,,+1 702-768-9823,3.5,525,Las Vegas
2219 North Rancho Drive,,,TRUE,,+1 702-638-1800,3.4,460,Las Vegas
7100 Cascade Valley Court,,,TRUE,,+1 702-360-5700,4.1,1440,Las Vegas
7101 Cascade Valley Court,,,FALSE,,+1 702-360-1200,4.2,700,Las Vegas
8669 West Sahara Avenue,,,TRUE,,+1 702-256-3766,4.3,1386,Las Vegas
1215 South Las Vegas Boulevard,,,TRUE,,+1 702-489-7500,3.7,1104,Las Vegas
2926 Tulare Street,,,FALSE,,+1 559-442-1110,3.7,560,Fresno
2926 Tulare Street,,,FALSE,,+1 559-442-1110,3.7,1224,Fresno
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,4.4,768,Los Angeles
"111 South Gaffey Street, San Pedro, California 90731, United States",,,TRUE,,+1 310-514-1414,4.2,435,Los Angeles
"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,,TRUE,,+1 818-821-8031,4.4,400,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,4.4,2400,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,4.2,3840,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 310-277-2800,4.4,528,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,4.2,3240,Los Angeles
108 Chestnut Street,,,TRUE,,+1 416-977-5000,4.2,1792,Toronto
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,3.6,2480,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,3.6,525,Sydney
"1 Kingsway, Cronulla New South Wales 2230, Australia",,,TRUE,,+61 2 8536 3600,3.6,1512,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,3.6,2790,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,3.6,276,Sydney
"10 Brown Street, Chatswood New South Wales 2067, Australia",,,FALSE,,+61 131517,3.6,2448,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,3.6,2100,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,3.6,3072,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,3.6,512,Sydney
1 Hosking Place,,,TRUE,,+61 1300 633 462,3.6,1680,Sydney
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.3,2016,Washington D.C.
1000 Northeast Multnomah Street,,,TRUE,,+1 503-281-6111,4.2,1104,Portland
9042/1044 Tower Avenue Jomo Kenyatta Intl Airport,,,TRUE,,+254 709 760000,4.4,192,Nairobi
Mkungu Close,,,TRUE,,+254 709 548000,4.4,1088,Nairobi
"Nairobi, Kenya",,,TRUE,,+254 709 240000,4.4,992,Nairobi
Chiromo Road,,,TRUE,,+254 703 049000,4.4,1520,Nairobi
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.4,1680,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.4,2100,Phoenix
4415 East Paradise Village Parkway South,,,TRUE,,+1 602-765-5800,4.4,1425,Phoenix
132 South Central Avenue,,,TRUE,,+1 602-603-2001,4.4,630,Phoenix
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.5,1596,Paris
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.3,2790,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.3,276,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.3,1024,Sydney
"110 Cumberland Street, The Rocks New South Wales 2000, Australia",,,TRUE,,+61 2 8272 0900,4.3,1725,Sydney
12 Darling Drive,,,TRUE,,+61 2 8388 8888,4.3,1500,Sydney
122 Victoria Street,,,TRUE,,+61 1300 525 442,4.3,1008,Sydney
"139 Murray Street, Pyrmont New South Wales 2009, Australia",,,TRUE,,+61 2 8586 1888,4.3,432,Sydney
161 Elizabeth Street,,,TRUE,,+61 2 9286 6000,4.3,3300,Sydney
"191 O'Riordan Street, Mascot New South Wales 2020, Australia",,,TRUE,,+61 2 8398 4600,4.3,2200,Sydney
"2/14 Kings Cross Road, Potts Point NSW 2011, Australia",,,TRUE,,+61 2 9295 8888,4.3,784,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.3,2660,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.3,1104,Sydney
122 Victoria Street,,,TRUE,,+61 1300 525 442,4.3,1392,Sydney
"139 Murray Street, Pyrmont New South Wales 2009, Australia",,,TRUE,,+61 2 8586 1888,4.3,4900,Sydney
"2/14 Kings Cross Road, Potts Point NSW 2011, Australia",,,TRUE,,+61 2 9295 8888,4.3,320,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.3,2800,Sydney
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.6,1020,Phoenix
1095 Market Street,,,TRUE,,+1 415-829-0000,3.7,132,San Francisco
"1100 Market Street Hotel Entrance is at, 45 McAllister Street",,,TRUE,,+1 415-735-7777,4.4,696,San Francisco
111 Mason Street,,,TRUE,,+1 415-771-1200,3.6,936,San Francisco
12 4th Street,,,TRUE,,+1 415-348-1111,4.3,160,San Francisco
138 King Street,,,TRUE,,+1 415-200-4977,4.5,552,San Francisco
1707 Market Street,,,FALSE,,+1 800-576-0767,2.7,464,San Francisco
1800 Sutter Street,,,TRUE,,+1 888-822-8666,4.3,225,San Francisco
2095 Lombard Street,,,FALSE,,+1 415-563-5600,4.1,992,San Francisco
2222 Market Street,,,TRUE,,+1 415-621-8212,4.4,750,San Francisco
1095 Market Street,,,TRUE,,+1 415-829-0000,3.7,378,San Francisco
"12, Doctor APJ Abdul Kalam Road, New Delhi",,,TRUE,,+91 11 3955 5000,4.5,1000,Delhi
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.5,3360,Paris
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,4.2,2520,Los Angeles
"1 Place de la Sorbonne, 75005",,,TRUE,,+33 1 46 34 14 80,4.5,1400,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,4.4,580,Paris
"1 Rue de Lourmel, 75015",,,FALSE,,+33 1 45 78 17 12,3.7,288,Paris
"1-7 Rue Jean Richepin, 75016",,,FALSE,,+33 1 44 30 10 00,4.1,2160,Paris
"10 Place Charles Dullin, 75018",,,TRUE,,+33 1 42 57 14 55,4.1,1872,Paris
"10 Place de Mexico, 75116",,,TRUE,,+33 1 56 90 40 04,4.3,2080,Paris
"10 Rue Bernard Buffet, 75017",,,TRUE,,+33 1 40 25 20 20,3.6,1740,Paris
"1 Rue Daunou, 75002",,,TRUE,,+33 1 42 61 70 41,4.2,2592,Paris
1 Logan Square,,,TRUE,,+1 215-963-1500,4.4,2000,Philadelphia
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.3,2175,Washington D.C.
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.5,1320,Seattle
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4.2,525,Sydney
"1 Kingsway, Cronulla New South Wales 2230, Australia",,,TRUE,,+61 2 8536 3600,3.9,1512,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.4,276,Sydney
"10 Brown Street, Chatswood New South Wales 2067, Australia",,,FALSE,,+61 131517,3.8,2448,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4.4,512,Sydney
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,4.1,528,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,4.1,3500,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.1,2790,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,4.1,276,Sydney
10 Byfield St Macquarie Park,,,TRUE,,+61 2 9428 9500,4.1,2100,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,4.1,512,Sydney
11 Hickson Road Walsh Bay,,,TRUE,,+61 2 8298 9999,4.1,1024,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4.1,1470,Sydney
11 Olympic Boulevard,,,TRUE,,+61 2 8762 1111,4.1,880,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,4.1,990,Sydney
1000 Northeast Multnomah Street,,,TRUE,,+1 503-281-6111,4.2,756,Portland
724 Pine Street,,,TRUE,,+1 206-292-9500,4.4,945,Seattle
86 Pine Street,,,TRUE,,+1 206-443-3600,4.4,4060,Seattle
1000 1st Avenue,,,TRUE,,+1 206-957-1000,4.4,1008,Seattle
2000 4th Avenue,,,TRUE,,+1 206-448-8600,4.4,2240,Seattle
700 3rd Avenue,,,TRUE,,+1 206-340-0340,4.4,400,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,4.4,3920,Seattle
Limuru Road,,,TRUE,,+254 730 886000,4.6,1088,Nairobi
Market Road,,,TRUE,,+254 20 7200000,4.6,2480,Nairobi
Mbagathi Ridge,,,TRUE,,+254 711 032000,4.6,3220,Nairobi
Mkungu Close,,,TRUE,,+254 709 548000,4.6,1088,Nairobi
"Nairobi, Kenya",,,TRUE,,+254 709 240000,4.6,992,Nairobi
Elgon Road,,,TRUE,,+254 709 810000,4.6,3675,Nairobi
102 West 57th Street,,,TRUE,,+1 212-379-0103,4.5,432,New York
1018 Granville Street,,,FALSE,,+1 877-972-6378,4.2,2250,Vancouver
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.2,1218,Phoenix
"10601 North 56th Street, Scottsdale, AZ 85254, USA",,,TRUE,,+1 480-948-6100,4.2,360,Phoenix
10838 North 25th Avenue,,,TRUE,,+1 602-997-8800,4.2,1386,Phoenix
1101 North 44th Street,,,TRUE,,+1 800-228-9290,4.2,1218,Phoenix
132 South Central Avenue,,,TRUE,,+1 602-603-2000,4.2,960,Phoenix
15 East Monroe Street,,,TRUE,,+1 602-343-0006,4.2,414,Phoenix
"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,TRUE,,+1 480-624-1700,4.2,1320,Phoenix
2 East Jefferson Street,,,TRUE,,+1 877-488-1908,4.2,1344,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.2,84,Phoenix
2435 South 47th Street,,,TRUE,,+1 480-894-1600,4.2,1044,Phoenix
"10601 North 56th Street, Scottsdale, AZ 85254, USA",,,TRUE,,+1 480-948-6100,4.2,504,Phoenix
125 10th Street Northeast,,,FALSE,,+1 404-443-1234,4.2,760,Atlanta
101 Andrew Young International Boulevard Northwest,,,TRUE,,+1 404-524-5555,4.2,1620,Atlanta
100 Capitol Mall,,,TRUE,,+1 916-326-5000,4.4,3360,Sacramento
1100 H Street,,,FALSE,,+1 916-441-1314,4.3,210,Sacramento
1121 15th Street,,,TRUE,,+1 916-443-0500,4.4,1044,Sacramento
1209 L Street,,,FALSE,,+1 916-443-1234,4.4,252,Sacramento
"13th And, J Street",,,TRUE,,+1 916-447-1700,4.3,1008,Sacramento
1780 Tribute Road,,,TRUE,,+1 916-920-5300,4.1,340,Sacramento
200 Jibboom Street,,,FALSE,,+1 916-448-8100,3.5,266,Sacramento
2001 Point West Way,,,TRUE,,+1 916-929-8855,4.1,1386,Sacramento
2200 Harvard Street,,,TRUE,,+1 916-922-4700,4.2,660,Sacramento
2540 Venture Oaks Way,,,TRUE,,+1 916-568-5400,4.3,63,Sacramento
1121 15th Street,,,TRUE,,+1 916-443-0500,4.4,1848,Sacramento
1 West Wacker Drive,,,TRUE,,+1 800-468-3571,4,816,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4,1350,Chicago
100 West Monroe Street,,,TRUE,,+1 312-236-1234,4,1000,Chicago
105 East Delaware Place,,,TRUE,,+1 800-948-4255,4,2304,Chicago
111 West Adams Street,,,TRUE,,+1 312-214-6400,4,660,Chicago
1118 North State Street,,,TRUE,,+1 888-712-2712,4,920,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,4,532,Chicago
116 North Jefferson Street,,,TRUE,,+1 312-648-0000,4,930,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,4,1008,Chicago
1209 West Albion Avenue,,,TRUE,,+1 312-265-5800,4,1260,Chicago
1 West Wacker Drive,,,TRUE,,+1 800-468-3571,4.1,580,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4.1,1350,Chicago
100 West Monroe Street,,,TRUE,,+1 312-236-1234,4.1,768,Chicago
1118 North State Street,,,TRUE,,+1 888-712-2712,4.1,920,Chicago
113-125 North Green Street,,,TRUE,,+1 312-521-8000,4.1,532,Chicago
116 North Jefferson Street,,,TRUE,,+1 312-648-0000,4.1,930,Chicago
12 South Michigan Avenue,,,TRUE,,+1 312-940-3552,4.1,1008,Chicago
1209 West Albion Avenue,,,TRUE,,+1 312-265-5800,4.1,1260,Chicago
10 East Grand Avenue,,,TRUE,,+1 312-595-0000,4.1,186,Chicago
1150 Northwest 9th Avenue,,,TRUE,,+1 503-220-1339,4.3,1188,Portland
11936 Northeast Glenn Widing Drive,,,TRUE,,+1 503-262-8888,4.3,1620,Portland
11938 Northeast Airport Way,,,TRUE,,+1 503-251-9991,4.3,504,Portland
1355 Southwest 2nd Avenue,,,TRUE,,+1 503-306-4800,4.3,768,Portland
1455 Southwest Broadway,,,TRUE,,+1 503-334-2167,4.3,2688,Portland
1510 Southwest Harbor Way,,,TRUE,,+1 888-869-3108,4.3,2016,Portland
2025 Northwest Northrup Street,,,TRUE,,+1 503-224-0543,4.3,648,Portland
203 Northwest 3rd Avenue,,,TRUE,,+1 503-445-0444,4.3,1520,Portland
2080 Southwest River Drive,,,TRUE,,+1 503-241-2775,4.3,2436,Portland
11936 Northeast Glenn Widing Drive,,,TRUE,,+1 503-262-8888,4.3,2376,Portland
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.6,396,Phoenix
100 Capitol Mall,,,TRUE,,+1 916-326-5000,4.4,1782,Sacramento
1110 West Katella Avenue,,,TRUE,,+1 714-778-1880,4.3,228,Anaheim
1 Addington Street,,,TRUE,,+44 333 400 6116,4.3,648,London
108 Chestnut Street,,,TRUE,,+1 416-977-5000,4.2,460,Toronto
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,4.3,696,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,TRUE,,+1 202-347-3000,4.3,3584,Washington D.C.
"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-449-3100,4.3,1296,Washington D.C.
"1331 Pennsylvania Avenue Northwest, Washington, District of Columbia 20004, United States",,,TRUE,,+1 800-228-9290,4.3,3400,Washington D.C.
"1729 H Street Northwest, Washington, DC 20006, USA",,,TRUE,,+1 202-296-1006,4.3,930,Washington D.C.
"1770 Euclid Street Northwest, Washington, District of Columbia 20009, United States",,,TRUE,,+1 202-588-0525,4.3,2625,Washington D.C.
"200 C Street Southeast, Washington, DC 20003, USA",,,TRUE,,+1 202-543-6000,4.3,1650,Washington D.C.
"2121 M Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-838-2222,4.3,840,Washington D.C.
"2224 F Street Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-849-8499,4.3,378,Washington D.C.
"400 E Street Southwest, Washington, District of Columbia 20024, United States",,,TRUE,,+1 202-803-6110,4.3,1449,Washington D.C.
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.1,1320,Washington D.C.
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,4.1,696,Washington D.C.
"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-337-0900,4.1,336,Washington D.C.
"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-695-1100,4.1,775,Washington D.C.
"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-298-7800,4.1,2475,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,TRUE,,+1 202-347-3000,4.1,3584,Washington D.C.
"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,TRUE,,+1 202-408-4870,4.1,1428,Washington D.C.
