address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
3600-3616 Flora Vista Avenue,Santa Clara,FALSE,1,2,TRUE,408-261-2252,Catalina Apartments,2850,
1495 Don Avenue,Santa Clara,FALSE,3,2,TRUE,408-713-6428,Civic Plaza Apartments,4700,
1000 Kiely Boulevard,Santa Clara,TRUE,1,2,TRUE,408-247-6228,Family Tree Apartments,2450,
3375 Homestead Road,Santa Clara,FALSE,3,2,FALSE,408-984-0244,Hidden Lake,4300,
1000 Kiely Boulevard,Santa Clara,FALSE,1,2,TRUE,669-206-0300,1000 Kiely,4300,
3440 Warburton Avenue,Santa Clara,TRUE,1,2,TRUE,408-248-5766,Briarwood Garden Apartments,5250,
1495 Don Avenue,Santa Clara,FALSE,1,2,TRUE,408-713-6428,Civic Plaza Apartments,4700,
2555 Homestead Road,Santa Clara,FALSE,1,2,TRUE,669-444-1717,La Palma Apartments,4200,
3600 Benton Street # 5,Santa Clara,FALSE,1,2,TRUE,408-241-4073,Laurelwood Apartments,2350,
3480 Granada Avenue,Santa Clara,TRUE,1,2,TRUE,408-598-2635,Marina Cove,5050,
3770 Flora Vista Avenue,,FALSE,1,2,TRUE,888-743-1851,Boardwalk Apartments,2750,
831 Gale Drive,Campbell,FALSE,2,2,TRUE,408-374-3500,Appletree Apartments,4050,
240 Hollis Avenue,Campbell,TRUE,2,2,TRUE,866-573-8123,La Mancha Apartments,2850,
3685 South Bascom Avenue,Campbell,TRUE,2,2,TRUE,408-377-9360,Pebble Creek,4000,
35 Union Avenue # 10,Campbell,TRUE,2,2,TRUE,408-377-6707,Pruneyard Garden Apartments,3050,
150 West Rincon Avenue,Campbell,FALSE,2,2,TRUE,408-871-1333,Rincon Gables Apartments,5150,
999 West Hamilton Avenue,Campbell,TRUE,2,2,TRUE,408-796-4545,The Greenery Apartments Homes,5250,
377 Union Avenue,Campbell,FALSE,2,2,TRUE,408-559-7422,Union Manor Apartments,4950,
240 Hollis Avenue,,TRUE,2,2,TRUE,866-573-8123,La Mancha Apartments,3950,
1000 Kiely Boulevard,Santa Clara,TRUE,3,3,FALSE,669-206-0300,1000 Kiely,4850,
900 Pepper Tree Lane,Santa Clara,TRUE,3,3,FALSE,866-472-2645,Alderwood Apartments,3900,
3770 Flora Vista Avenue,Santa Clara,FALSE,2,3,FALSE,888-743-1851,Boardwalk Apartments,3600,
3440 Warburton Avenue,Santa Clara,FALSE,2,3,FALSE,408-248-5766,Briarwood Garden Apartments,4000,
1655 Pomeroy Avenue,Santa Clara,FALSE,3,3,FALSE,408-241-6308,Carriage House Apartments,4700,
3600-3616 Flora Vista Avenue,Santa Clara,FALSE,2,3,FALSE,408-261-2252,Catalina Apartments,3900,
1495 Don Avenue,Santa Clara,TRUE,3,3,TRUE,408-713-6428,Civic Plaza Apartments,4250,
1000 Kiely Boulevard,Santa Clara,FALSE,3,3,FALSE,408-247-6228,Family Tree Apartments,4750,
3375 Homestead Road,Santa Clara,FALSE,2,3,FALSE,408-984-0244,Hidden Lake,3500,
2555 Homestead Road,Santa Clara,FALSE,3,3,FALSE,669-444-1717,La Palma Apartments,4400,
1000 Kiely Boulevard,,TRUE,3,3,FALSE,669-206-0300,1000 Kiely,4850,
2225 Sharon Road,Menlo Park,FALSE,3,3,FALSE,650-854-8661,Country Sharon Apartments,4200,
1028 Middle Avenue,Menlo Park,FALSE,2,3,TRUE,650-325-2411,Middle Park Apartments,3600,
600 Sharon Park Drive,Menlo Park,FALSE,3,3,FALSE,650-854-2651,Seven Oaks Apartments,4800,
350 Sharon Park Drive,Menlo Park,FALSE,2,3,FALSE,650-203-2697,Sharon Green Apartments,3550,
565 Willow Road # 24,Menlo Park,FALSE,2,3,FALSE,650-325-9389,Willow Manor,3700,
2225 Sharon Road,Menlo Park,FALSE,1,3,FALSE,650-854-8661,Country Sharon Apartments,4200,
1028 Middle Avenue,Menlo Park,FALSE,1,3,TRUE,650-325-2411,Middle Park Apartments,3600,
600 Sharon Park Drive,Menlo Park,FALSE,1,3,FALSE,650-854-2651,Seven Oaks Apartments,4800,
350 Sharon Park Drive,Menlo Park,FALSE,1,3,FALSE,650-203-2697,Sharon Green Apartments,3550,
565 Willow Road # 24,Menlo Park,FALSE,1,3,FALSE,650-325-9389,Willow Manor,3700,
600 Sharon Park Drive,,FALSE,1,3,FALSE,650-854-2651,Seven Oaks Apartments,4800,
624 Avalon Avenue,Santa Rosa,TRUE,3,2,TRUE,707-620-5076,Avalon Apartments,5150,
4656 Quigg Drive,Santa Rosa,FALSE,3,2,TRUE,707-537-9866,Behringer Harvard,4050,
825 Russell Avenue,Santa Rosa,TRUE,2,2,FALSE,707-577-0262,Bicentennial Apartments,3700,
3329 Claremont Court,Santa Rosa,FALSE,3,2,TRUE,707-578-1313,Brookside East Apartments,4750,
6221 Montecito Boulevard,Santa Rosa,TRUE,2,2,TRUE,707-888-5505,Brush Creek Apartments,3950,
2001 Range Avenue,Santa Rosa,TRUE,3,2,FALSE,707-578-1150,Coddingtown Mall Apartments,5100,
2807 Yulupa Avenue,Santa Rosa,FALSE,3,2,TRUE,707-527-0128,Country Club Apartments,4150,
1130 4th Street,Santa Rosa,FALSE,1,2,TRUE,707-544-1400,Creekside Park Apartments,2500,
850 Russell Avenue,Santa Rosa,FALSE,1,2,TRUE,707-542-2883,Del Nido Apartments,2800,
2322 Maher Drive #5,Santa Rosa,FALSE,2,2,FALSE,707-542-2004,Fairway Arms Apartments,2950,
624 Avalon Avenue,,TRUE,3,2,TRUE,707-620-5076,Avalon Apartments,5150,
2005 San Jose Drive,Antioch,FALSE,2,3,FALSE,925-757-1250,Baywoods Apartment Homes,5250,
1000 Claudia Court,Antioch,FALSE,2,3,FALSE,925-754-7671,Casa Blanca Apartments,3950,
1017 H Street,Antioch,FALSE,2,3,FALSE,925-978-1017,Casa Bonita,4850,
1600 Aster Drive,Antioch,FALSE,2,3,FALSE,925-705-4248,Crestview Pines,4400,
2301 Sycamore Drive,Antioch,TRUE,2,3,FALSE,925-776-5379,Delta Pines Apartments,5250,
1400 A Street,,FALSE,2,3,TRUE,925-706-0874,Antioch Rivertown Senior Housing,4050,
1435 163rd Avenue #23,San Leandro,FALSE,1,1,TRUE,510-317-5914,Alderwood Apartments,3550,
1300 Kentwood Lane,San Leandro,FALSE,1,1,FALSE,510-481-2565,Ashland Village Apartments,2900,
1475 167th Avenue,San Leandro,FALSE,1,1,FALSE,510-962-8120,Bermuda Garden Apartments,4100,
13949 Doolittle Drive,San Leandro,FALSE,1,1,FALSE,510-352-8728,Bermuda-Trinidad Apartments,1500,
2011 Doolittle Drive # A1,San Leandro,FALSE,1,1,FALSE,510-357-6086,Doolittle Apartments,5000,
14665 Washington Avenue,San Leandro,FALSE,1,1,TRUE,510-483-3707,Eden Roc Apartments,4350,
888 Davis Street,San Leandro,FALSE,1,1,TRUE,510-562-5121,Gateway Apartments,1550,
566 Estudillo Avenue,San Leandro,FALSE,1,1,FALSE,510-352-3224,Hale Apartments,2650,
1713 164th Avenue #1,San Leandro,FALSE,1,1,TRUE,510-481-7575,Hilltop Trio Apartments,2500,
4170 Springlake Drive,San Leandro,FALSE,1,1,FALSE,510-352-5900,Lakeside,5100,
2777 Marina Boulevard,San Leandro,TRUE,1,1,TRUE,510-352-4659,Marina Plaza Apartments,2550,
None,San Leandro,FALSE,1,1,TRUE,510-586-6396,Montair Apartments,3900,
1275 Pacific Avenue # 8,San Leandro,FALSE,1,1,TRUE,510-636-9727,Pacific Apartments,4400,
900 143rd Avenue,San Leandro,TRUE,1,1,TRUE,510-898-6076,Parkside Commons Apartments,2700,
1444 164th Avenue,San Leandro,FALSE,1,1,TRUE,510-481-0945,Snooty Fox Apartments,1800,
2276 Miramar Avenue,San Leandro,FALSE,1,1,TRUE,510-278-2726,The Heights Apartments,1900,
888 Davis Street,,FALSE,1,1,TRUE,510-562-5121,Gateway Apartments,1550,
1501 Alamo Drive,Vacaville,FALSE,3,4,TRUE,707-448-3848,Alamo Garden Apartments,5050,
555 Elmira Road,Vacaville,FALSE,3,4,TRUE,707-271-0084,The Parc,5000,
1510 Alamo Drive,Vacaville,TRUE,3,4,TRUE,707-702-1307,Woodcrest,5100,
555 Elmira Road,,FALSE,3,4,TRUE,707-271-0084,The Parc,5000,
1061 Rose Drive,Benicia,FALSE,2,1,FALSE,707-745-5200,Bay Ridge Apartment,3850,
900 Cambridge Drive,Benicia,FALSE,2,1,TRUE,707-745-6178,Benicia Highlands,3850,
91 Riverview Terrace,Benicia,FALSE,1,1,FALSE,707-745-6522,Burgess Point Apartments,2450,
118 Warwick Drive,Benicia,TRUE,2,1,FALSE,707-745-4544,Crestview Apartments,3200,
50 Chelsea Hills Dr # 23,Benicia,FALSE,1,1,FALSE,707-745-3052,Southampton Apartments,1750,
1061 Rose Drive,,FALSE,2,1,FALSE,707-745-5200,Bay Ridge Apartment,3850,
200 Greenbriar Circle,Petaluma,FALSE,3,2,FALSE,855-243-4986,Addison Ranch,4950,
1400 Technology Lane,Petaluma,FALSE,1,2,FALSE,707-775-3161,Azure At Lakeville Square Apartments,2400,
1900 Sestri Lane,Petaluma,FALSE,2,2,FALSE,707-317-1020,Capri Creek Apartments,4000,
1200 D Street #27,Petaluma,FALSE,2,2,FALSE,707-762-6698,Hillview Apartments,3100,
210 Douglas Street # 100,Petaluma,FALSE,2,2,TRUE,707-773-0510,Leib Senior Apartments,3150,
150 Graylawn Avenue,Petaluma,FALSE,2,2,TRUE,707-762-5126,Oak Creek Apartments,3900,
"7011, 109 Magnolia Avenue",Petaluma,FALSE,3,2,FALSE,707-762-6709,Park Lane Apartments,4350,
149 Wyndham Way,Petaluma,FALSE,2,2,TRUE,707-763-8434,Petaluma Senior Citizens Apt,3550,
745 North McDowell Boulevard,Petaluma,FALSE,3,2,TRUE,707-766-8922,Round Walk Village,5200,
909 Martin Circle,Petaluma,FALSE,1,2,FALSE,707-763-9242,Washington Creek Apartments,2600,
200 Greenbriar Circle,,FALSE,1,2,FALSE,855-243-4986,Addison Ranch,2800,
1260 Hopkins Street,,FALSE,3,3,FALSE,510-526-3267,Hopkins Park Apartments,4750,
1747 Lincoln Avenue,,TRUE,3,4,TRUE,415-453-0563,Park Hill Apartments,4950,
1400 Humphrey Drive,Suisun City,FALSE,2,2,FALSE,707-429-3151,Autumn Oaks Apartments,2900,
1359 Worley Road,Suisun City,FALSE,3,2,TRUE,707-399-0529,Breezewood Village,5200,
766 Sunset Avenue,Suisun City,TRUE,3,2,FALSE,707-702-1238,Village Green,5050,
1400 Humphrey Drive,,FALSE,1,2,FALSE,707-429-3151,Autumn Oaks Apartments,2450,
46703 Crawford Street # 2,Fremont,FALSE,1,2,TRUE,510-651-5292,Crawford Apartments,2400,
37811 Fremont Boulevard,Fremont,FALSE,3,2,TRUE,510-797-4520,Fremont Arms,5200,
41342 Roberts Avenue,Fremont,FALSE,3,2,TRUE,510-657-9766,Granada Apartments,3900,
4261 Stevenson Boulevard,Fremont,FALSE,1,2,TRUE,510-656-8200,Lincoln Glen,2650,
42010 Blacow Road,Fremont,FALSE,3,2,TRUE,510-657-2020,Minutetogo,4350,
1401 Red Hawk Circle,Fremont,FALSE,1,2,TRUE,510-494-9500,Mission Peaks,2300,
1301 Stevenson Boulevard,Fremont,FALSE,2,2,TRUE,510-713-1808,Park Vista Apartments,3550,
40001 Fremont Boulevard,,TRUE,1,2,TRUE,510-455-8815,Boulevard,2600,
555 East Washington Avenue,Sunnyvale,FALSE,2,3,TRUE,833-630-9835,Heritage Park Apartments,4050,
825 Morse Avenue,Sunnyvale,FALSE,2,3,TRUE,408-734-9442,Morse Court Apartments,3550,
400 East Remington Drive,Sunnyvale,FALSE,3,4,TRUE,408-738-4862,Apricot Pit Apartments,4800,
660 Gail Avenue,Sunnyvale,FALSE,3,4,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
678 Bellflower Avenue,Sunnyvale,FALSE,3,4,TRUE,408-735-9030,Charter Palm Town Homes,4700,
955 Escalon Avenue,Sunnyvale,FALSE,3,4,TRUE,408-737-2777,Macara Gardens Apartments,5050,
1229 Vicente Drive,Sunnyvale,FALSE,3,4,TRUE,650-961-0141,Olive West Apartments,4700,
1209 Ayala Drive,Sunnyvale,FALSE,3,4,TRUE,650-961-6696,Palm Villa Apartments,5150,
1166 Sunnyvale Saratoga Road,Sunnyvale,FALSE,3,4,TRUE,408-736-7063,Sandlewood Apartments,5150,
235 South Bernardo Avenue,Sunnyvale,FALSE,3,4,TRUE,866-684-3427,Shadowbrook Apartments,5000,
575 East Remington Drive # 1G,Sunnyvale,FALSE,3,4,TRUE,408-738-1553,Stephen J Pavlina Investments,4800,
959 Stewart Drive,Sunnyvale,TRUE,3,4,TRUE,866-492-4478,Stewart Village Apartment Homes,5200,
660 Gail Avenue,,FALSE,3,4,TRUE,888-854-9884,Bonnie Terrace Apartments,4750,
1107 Porter Street,Vallejo,TRUE,1,2,TRUE,855-890-5508,Bay Village Apartments,2400,
961 Porter Street,Vallejo,FALSE,1,2,TRUE,833-420-7531,Harbor Park Apartment Homes,2700,
2700 Tuolumne Street,Vallejo,FALSE,1,2,TRUE,707-644-3670,Mission Terracina Apartments,4950,
100 Larissa Lane,Vallejo,FALSE,1,2,TRUE,707-643-1100,Seabreeze,3750,
1 Spyglass Parkway,Vallejo,FALSE,1,2,TRUE,707-557-4400,Seabridge At Glen Cove Apartments,2950,
453 Fleming Avenue East,Vallejo,TRUE,1,2,TRUE,707-553-9743,Shari'S Apartments,2550,
154 Richardson Drive,Vallejo,FALSE,1,2,TRUE,707-643-6667,Strawberry Hill Apartments,2600,
1101 North Camino Alto,Vallejo,FALSE,1,2,TRUE,707-549-6029,The Valencia Apartments,2650,
2851 Redwood Pkwy,Vallejo,FALSE,1,2,TRUE,707-643-9466,Village View Apartments,4850,
1107 Porter Street,Vallejo,TRUE,1,3,TRUE,855-890-5508,Bay Village Apartments,4050,
961 Porter Street,Vallejo,FALSE,1,3,TRUE,833-420-7531,Harbor Park Apartment Homes,3650,
2700 Tuolumne Street,Vallejo,FALSE,1,3,TRUE,707-644-3670,Mission Terracina Apartments,4950,
100 Larissa Lane,Vallejo,FALSE,1,3,TRUE,707-643-1100,Seabreeze,3750,
1 Spyglass Parkway,Vallejo,FALSE,1,3,TRUE,707-557-4400,Seabridge At Glen Cove Apartments,4000,
154 Richardson Drive,Vallejo,FALSE,1,3,TRUE,707-643-6667,Strawberry Hill Apartments,4050,
961 Porter Street,,FALSE,1,3,TRUE,833-420-7531,Harbor Park Apartment Homes,3650,
1500 Vista Club Circle,Santa Clara,FALSE,1,2,FALSE,408-827-1770,Bella Vista Apartments,2700,
3770 Flora Vista Avenue,Santa Clara,FALSE,2,2,FALSE,888-743-1851,Boardwalk Apartments,3600,
3440 Warburton Avenue,Santa Clara,FALSE,2,2,FALSE,408-248-5766,Briarwood Garden Apartments,4000,
1655 Pomeroy Avenue,Santa Clara,FALSE,3,2,FALSE,408-241-6308,Carriage House Apartments,4700,
3600-3616 Flora Vista Avenue,Santa Clara,FALSE,2,2,FALSE,408-261-2252,Catalina Apartments,3900,
1000 Kiely Boulevard,Santa Clara,FALSE,3,2,FALSE,408-247-6228,Family Tree Apartments,4750,
3375 Homestead Road,Santa Clara,FALSE,1,2,FALSE,408-984-0244,Hidden Lake,2400,
1000 Kiely Boulevard,Santa Clara,TRUE,2,2,FALSE,669-206-0300,1000 Kiely,4850,
900 Pepper Tree Lane,Santa Clara,TRUE,2,2,FALSE,866-472-2645,Alderwood Apartments,3900,
1500 Vista Club Circle,Santa Clara,FALSE,2,2,FALSE,408-827-1770,Bella Vista Apartments,2750,
1655 Pomeroy Avenue,Santa Clara,FALSE,2,2,FALSE,408-241-6308,Carriage House Apartments,4700,
1495 Don Avenue,Santa Clara,TRUE,2,2,TRUE,408-713-6428,Civic Plaza Apartments,4250,
1000 Kiely Boulevard,Santa Clara,FALSE,2,2,FALSE,408-247-6228,Family Tree Apartments,4750,
3375 Homestead Road,Santa Clara,FALSE,2,2,FALSE,408-984-0244,Hidden Lake,3500,
1500 Vista Club Circle,,FALSE,2,2,FALSE,408-827-1770,Bella Vista Apartments,2750,
215 Bayview Street,San Rafael,FALSE,2,3,FALSE,415-485-1140,215 Bayview Apartments,5200,
400 Canal Street # 131,San Rafael,FALSE,2,3,FALSE,415-454-6223,400 Canal Street Apartments,3950,
330 Canal Street,San Rafael,FALSE,2,3,FALSE,415-456-6619,Canal Apartments,4050,
55 Fairfax Street #27,San Rafael,FALSE,2,3,TRUE,415-453-5531,Casa Vista Apartments,3500,
2500 Deer Valley Road,San Rafael,FALSE,2,3,TRUE,415-479-4500,Deer Valley,3900,
124 Merrydale Road,San Rafael,FALSE,2,3,TRUE,415-492-2180,Marin Garden Apartments,5000,
1747 Lincoln Avenue,San Rafael,FALSE,2,3,TRUE,415-453-0563,Park Hill Apartments,4250,
30 Novato Street,San Rafael,FALSE,2,3,TRUE,415-457-5359,Sommerhill Townhomes,4050,
2500 Deer Valley Road,San Rafael,FALSE,2,3,FALSE,415-419-5105,Worldwide Oakwood,3800,
215 Bayview Street,,FALSE,2,3,FALSE,415-485-1140,215 Bayview Apartments,5200,
486 Morello Avenue,Martinez,FALSE,3,4,TRUE,925-228-0760,Muir Creek Apartments,5100,
1241 Arnold Drive,Martinez,FALSE,3,4,FALSE,925-372-8078,Muir Park Condominiums,5050,
3883 Vista Oaks Drive,Martinez,FALSE,3,4,FALSE,833-755-3332,Vista Oaks Apartments,4700,
3979 Alhambra Avenue,Martinez,FALSE,1,2,TRUE,925-228-7047,Lotus Apartments,2700,
3600 Pine Street,Martinez,FALSE,2,2,TRUE,833-255-0983,Mission Pines Apartments,4050,
486 Morello Avenue,Martinez,FALSE,3,2,TRUE,925-228-0760,Muir Creek Apartments,5100,
1241 Arnold Drive,Martinez,FALSE,3,2,FALSE,925-372-8078,Muir Park Condominiums,5050,
3883 Vista Oaks Drive,Martinez,FALSE,3,2,FALSE,833-755-3332,Vista Oaks Apartments,4700,
3600 Pine Street,,FALSE,2,2,TRUE,833-255-0983,Mission Pines Apartments,4050,
25173 Cypress Avenue,Hayward,FALSE,2,2,TRUE,510-782-8753,Amador Royal,2850,
26100 Gading Road,Hayward,FALSE,3,2,TRUE,510-785-3281,Amberwood Garden Apartments,5150,
25221 Cypress Avenue,Hayward,FALSE,2,2,TRUE,510-781-0217,Cypress Point Villas,2950,
921 Fletcher Lane,Hayward,FALSE,3,2,TRUE,510-538-3658,Fletcher Gardens Apartments,4400,
27901 Huntwood Avenue # 126,Hayward,TRUE,3,2,TRUE,510-887-1543,Huntwood Commons,4300,
29200 Huntwood Avenue,Hayward,FALSE,3,2,TRUE,510-786-9375,Huntwood Terrace Apartment,4850,
2537 Kelly Street,Hayward,FALSE,2,2,TRUE,510-866-2123,Kelly Green Apartments,3550,
28955 Mission Boulevard,Hayward,FALSE,3,2,TRUE,510-537-5604,Mission Bay Condos,4200,
28500 Mission Boulevard,Hayward,TRUE,2,2,TRUE,877-794-9878,Mission Heights Apartments,3050,
328 Sunset Boulevard # 1,Hayward,FALSE,1,2,TRUE,510-733-9720,Peppertree Village,2550,
26100 Gading Road,Hayward,FALSE,2,2,TRUE,510-785-3281,Amberwood Garden Apartments,5150,
921 Fletcher Lane,Hayward,FALSE,2,2,TRUE,510-538-3658,Fletcher Gardens Apartments,4400,
27901 Huntwood Avenue # 126,Hayward,TRUE,2,2,TRUE,510-887-1543,Huntwood Commons,4300,
29200 Huntwood Avenue,Hayward,FALSE,2,2,TRUE,510-786-9375,Huntwood Terrace Apartment,4850,
28955 Mission Boulevard,Hayward,FALSE,2,2,TRUE,510-537-5604,Mission Bay Condos,4200,
26030 Gading Road # 41,Hayward,FALSE,2,2,TRUE,510-732-9475,Ponderosa Apartments,2850,
28500 Mission Boulevard,Hayward,TRUE,3,2,TRUE,877-794-9878,Mission Heights Apartments,4850,
1725 B Street,Hayward,TRUE,3,2,TRUE,510-538-7360,Silk Oaks Apartments,4450,
27901 Huntwood Avenue # 126,,TRUE,3,2,TRUE,510-887-1543,Huntwood Commons,4300,
215 Bayview Street,San Rafael,TRUE,3,3,FALSE,415-485-1140,215 Bayview Apartments,5000,
400 Canal Street # 131,San Rafael,FALSE,2,3,FALSE,415-454-6223,400 Canal Street Apartments,3650,
330 Canal Street,San Rafael,FALSE,3,3,TRUE,415-456-6619,Canal Apartments,4300,
99 Professional Center Parkway,San Rafael,TRUE,3,3,TRUE,415-472-6644,Deer Park Apartments,4400,
124 Merrydale Road,San Rafael,FALSE,2,3,FALSE,415-492-2180,Marin Garden Apartments,3900,
10-90 North Avenue,San Rafael,FALSE,3,3,TRUE,415-491-1125,Mcinnis Park,4400,
1747 Lincoln Avenue,San Rafael,TRUE,3,3,TRUE,415-453-0563,Park Hill Apartments,4950,
30 Novato Street,San Rafael,TRUE,3,3,FALSE,415-457-5359,Sommerhill Townhomes,5000,
2500 Deer Valley Road,San Rafael,FALSE,3,3,FALSE,415-419-5105,Worldwide Oakwood,5150,
215 Bayview Street,San Rafael,TRUE,1,3,FALSE,415-485-1140,215 Bayview Apartments,5000,
400 Canal Street # 131,San Rafael,FALSE,1,3,FALSE,415-454-6223,400 Canal Street Apartments,3650,
330 Canal Street,San Rafael,FALSE,1,3,TRUE,415-456-6619,Canal Apartments,4300,
99 Professional Center Parkway,San Rafael,TRUE,1,3,TRUE,415-472-6644,Deer Park Apartments,4400,
124 Merrydale Road,San Rafael,FALSE,1,3,FALSE,415-492-2180,Marin Garden Apartments,3900,
10-90 North Avenue,San Rafael,FALSE,1,3,TRUE,415-491-1125,Mcinnis Park,4400,
1747 Lincoln Avenue,San Rafael,TRUE,1,3,TRUE,415-453-0563,Park Hill Apartments,4950,
30 Novato Street,San Rafael,TRUE,1,3,FALSE,415-457-5359,Sommerhill Townhomes,5000,
2500 Deer Valley Road,San Rafael,FALSE,1,3,FALSE,415-419-5105,Worldwide Oakwood,5150,
330 Canal Street,,FALSE,1,3,TRUE,415-456-6619,Canal Apartments,4300,
31755 Alvarado Boulevard,Union City,TRUE,2,2,FALSE,510-471-1272,Adrienne Village Apartments,4950,
33 Union Square,Union City,FALSE,2,2,FALSE,510-475-7575,Verandas,3150,
31755 Alvarado Boulevard,,TRUE,2,2,FALSE,510-471-1272,Adrienne Village Apartments,4950,
330 Canal Street,,FALSE,3,3,TRUE,415-456-6619,Canal Apartments,4300,
73 North Keeble Avenue,,FALSE,2,1,FALSE,408-998-7266,Alameda Gardens Apartments,3600,
801 Marine Parkway,Redwood City,FALSE,3,4,TRUE,650-593-4300,Indian Creek,4950,
1405 Marshall Street,Redwood City,FALSE,3,4,TRUE,650-679-8066,Marymount Apartments,5200,
700 Bair Island Road,Redwood City,FALSE,3,4,FALSE,866-952-1614,Villas At Bair Island Apartment Homes,5250,
700 Bair Island Road,,FALSE,3,4,FALSE,866-952-1614,Villas At Bair Island Apartment Homes,5250,
150 Sierra Drive,Walnut Creek,FALSE,2,1,FALSE,925-945-1701,Affordable Housing Associates,2700,
1445 Treat Boulevard,Walnut Creek,FALSE,3,1,FALSE,925-943-7977,Archstone Walnut Creek,4150,
1195 Saranap Avenue # 14,Walnut Creek,TRUE,1,1,TRUE,925-937-1324,Birchwood Apartments,1750,
1756 Carmel Drive,Walnut Creek,FALSE,1,1,TRUE,925-301-9510,Carmel House,2800,
245 Masters Court,Walnut Creek,FALSE,3,1,TRUE,925-906-9000,Club Villas,4800,
1435 Creekside Drive,Walnut Creek,FALSE,2,1,TRUE,925-935-4614,Creekside Glen Apartments,2700,
1011 Ygnacio Valley Road,Walnut Creek,FALSE,3,1,FALSE,844-731-9934,Cypress Creek Apartments,4000,
1450 Creekside Drive,Walnut Creek,FALSE,3,1,TRUE,925-930-9625,Diablo Pointe Apartments,4150,
3081 North Main Street # 23,Walnut Creek,FALSE,3,1,FALSE,925-932-0981,Evergreen Apartments,3900,
1357 Creekside Drive,Walnut Creek,TRUE,2,1,FALSE,925-947-0844,Four Seasons Apartments,3500,
1445 Treat Boulevard,,FALSE,3,1,FALSE,925-943-7977,Archstone Walnut Creek,4150,
831 Gale Drive,Campbell,TRUE,2,2,TRUE,408-374-3500,Appletree Apartments,3150,
600 Marathon Drive,Campbell,FALSE,2,2,TRUE,408-379-6655,Coffeetree Apartments,3650,
240 Hollis Avenue,Campbell,FALSE,3,2,TRUE,866-573-8123,La Mancha Apartments,4800,
35 Union Avenue # 10,Campbell,FALSE,1,2,TRUE,408-377-6707,Pruneyard Garden Apartments,2850,
150 West Rincon Avenue,Campbell,FALSE,3,2,TRUE,408-871-1333,Rincon Gables Apartments,4050,
1510 South Bascom Avenue,Campbell,FALSE,3,2,TRUE,408-377-6900,River Walk Apartments,4850,
825 South San Tomas Aquino Road,Campbell,FALSE,2,2,TRUE,408-374-8741,San Tomas Gardens,3250,
275 Union Avenue,Campbell,FALSE,2,2,TRUE,408-898-4572,The Commons,2850,
999 West Hamilton Avenue,Campbell,TRUE,3,2,TRUE,408-796-4545,The Greenery Apartments Homes,4400,
377 Union Avenue,Campbell,FALSE,1,2,TRUE,408-559-7422,Union Manor Apartments,2800,
2000 Clay Bank Road,Fairfield,FALSE,1,2,TRUE,707-881-7063,Avery Park Apartments,3750,
2801 Dover Avenue,Fairfield,TRUE,1,2,TRUE,707-429-8966,Dover Woods,2850,
201 Pennsylvania Avenue,Fairfield,FALSE,1,2,TRUE,707-421-2155,Fairfield Vista Apartments,3900,
651 East Travis Boulevard,Fairfield,FALSE,1,2,TRUE,707-429-1778,Orchard Crossing Apartments,2750,
2800 Dover Avenue,Fairfield,FALSE,1,2,TRUE,707-426-0265,Paradise Valley Apartments,3650,
2323 Fairfield Avenue,Fairfield,FALSE,1,2,TRUE,707-410-6301,Park Haven Apartments,3250,
2450 Peach Tree Drive,Fairfield,FALSE,1,2,TRUE,707-426-1750,Parkwood Apartments,2700,
100 Hawthorn Drive,Fairfield,FALSE,1,2,TRUE,707-425-1624,Round Hill Creek Apartments,2650,
2376 Fairfield Avenue,Fairfield,FALSE,1,2,TRUE,707-425-1199,Willow Brook Apartments,3050,
2000 Clay Bank Road,,FALSE,1,2,TRUE,707-881-7063,Avery Park Apartments,3750,
