address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
2942 South Norfolk Street,Japanese,,FALSE,FALSE,San Mateo,,650-212-1272,moderate,4.3,Inshou Japanese Cuisine,
123 West 25th Avenue,Japanese,,FALSE,TRUE,San Mateo,,650-212-1828,moderate,4.3,Kaori Sushi And Sake Bar,
243 South B Street,Japanese,,FALSE,TRUE,San Mateo,,650-389-2482,moderate,4.2,Pacific Catch,
34 East 4th Avenue,Japanese,,FALSE,FALSE,San Mateo,,650-570-6609,moderate,4.3,Tokie's,
104 South El Camino Real,Japanese,,FALSE,FALSE,San Mateo,,650-558-8239,moderate,4.4,Yu Raku,
341 Castro Street,Turkish,,TRUE,TRUE,Mountain View,,650-969-3835,moderate,4.3,Cafe Baklava,
1419 Moraga Way,Italian,,FALSE,TRUE,Moraga,,925-376-4444,moderate,4.4,La Finestra Ristorante,
360 Park Street,Italian,,FALSE,FALSE,Moraga,,925-377-7662,moderate,4.2,Ristorante Amoroma,
338 South Main Street,Mexican,,FALSE,TRUE,Milpitas,,408-263-9455,moderate,4.3,Baja Cactus,
20 North Abel Street,Mexican,,TRUE,FALSE,Milpitas,,408-946-0466,moderate,4.3,Casa Azteca Restaurant,
477 East Calaveras Boulevard,Mexican,,TRUE,FALSE,Milpitas,,408-946-8012,moderate,4,El Torito,
107 North Milpitas Boulevard,Mexican,,FALSE,TRUE,Milpitas,,408-945-6540,moderate,4.4,La Milpa,
260 Ranch Drive,Mexican,,FALSE,FALSE,Milpitas,,408-935-6070,moderate,3.9,On The Border,
23 Orinda Way,Asian,,FALSE,TRUE,Orinda,,925-253-1975,moderate,4.4,Siam Orchid,
425 Main Street,Bistro,,TRUE,TRUE,Pleasanton,,925-600-0411,moderate,4.4,Nonni's Bistro,
4288 Dublin Boulevard #110,Japanese,,FALSE,FALSE,Dublin,,925-833-9833,moderate,4.1,Halu Shabu Shabu,
6599 Dublin Boulevard,Japanese,,FALSE,FALSE,Dublin,,925-556-9573,moderate,4.2,Yanagi Sushi & Grill Dublin,
1919 Davis Street,Coffeehouse,,FALSE,FALSE,San Leandro,,510-430-9417,cheap,2.9,Mcdonald's,
604 MacArthur Boulevard,Coffeehouse,,FALSE,FALSE,San Leandro,,510-562-2828,cheap,3.8,Oriental Tea House,
101 Parrott Street,English,,TRUE,FALSE,San Leandro,,510-357-3571,moderate,4,The Englander Sports Pub & Restaurant,
351 West Washington Avenue,Halal,,FALSE,TRUE,Sunnyvale,,408-245-4350,moderate,4.3,Kabul Afghan Cuisine,
127 North McDowell Boulevard,Chinese,,FALSE,TRUE,Petaluma,,707-763-3083,moderate,4.4,City Chopsticks,
3100 Lakeville Highway H,Chinese,,FALSE,TRUE,Petaluma,,707-782-1170,moderate,4.5,Lily Kai Chinese Cuisine,
140 North Civic Drive,Indian,,FALSE,TRUE,Walnut Creek,,925-937-2700,moderate,4,Sargam Indian Cuisine,
1041 Middlefield Road,Italian,,TRUE,FALSE,Redwood City,,650-701-1000,pricey,4.3,Donato Enoteca,
Portobello Grill,Italian,,TRUE,FALSE,Redwood City,,650-299-9918,moderate,4.3,Portobello Grill,
2030 Broadway,Italian,,TRUE,FALSE,Redwood City,,650-780-0793,moderate,4.3,Vino Santo Bistro,
35192 Newark Boulevard,Coffeehouse,,FALSE,FALSE,Newark,,510-791-1389,cheap,3.2,Mcdonald's,
462 Santa Clara Avenue,Vegetarian,,FALSE,TRUE,Oakland,,510-444-1800,moderate,4.6,Cafe Romanat,
5179 Telegraph Aveneue,Vegetarian,,FALSE,TRUE,Oakland,,510-652-7350,moderate,4,Juhu Beach Club,
5912 College Avenue,Vegetarian,,TRUE,TRUE,Oakland,,510-735-9459,pricey,4.6,Millennium,
4115 El Camino Real,Take-out,,TRUE,TRUE,Palo Alto,,650-424-9400,moderate,4.3,Pizz'a Chicago,
15099-A Hesperian Boulevard,Mexican,,FALSE,TRUE,San Leandro,,510-856-0301,cheap,3.2,Taco Bell,
300 El Camino Real,Chinese,,FALSE,TRUE,Millbrae,,650-697-7888,moderate,3.7,Tai Wu Restaurant,
1027 Oliver Road,American,,FALSE,TRUE,Fairfield,,707-426-4500,moderate,4.1,Chuck E. Cheese's,
1525 Travis Boulevard,American,,FALSE,TRUE,Fairfield,,707-421-8292,moderate,4.1,Red Lobster,
3333 North Texas Street,American,,FALSE,FALSE,Fairfield,,707-422-7623,moderate,4.4,Texas Roadhouse,
4580 Dublin Boulevard,Chinese,,FALSE,TRUE,Dublin,,925-556-9988,moderate,4.4,China Paradise Restaurant,
7745 Amador Valley Boulevard,Chinese,,FALSE,FALSE,Dublin,,925-828-2028,moderate,4,Golden Sand Harbor,
3720 Fallon Road,Chinese,,FALSE,FALSE,Dublin,,925-999-8627,moderate,4.2,Gum Kuo,
4288 Dublin Boulevard #213,Chinese,,FALSE,TRUE,Dublin,,925-833-9090,moderate,4,Koi Palace - Dublin,
3870 Fallon Road,Chinese,,FALSE,FALSE,Dublin,,925-829-8895,moderate,4.3,Little Dipper Shabu Shabu,
4068 Grafton Street,Chinese,,FALSE,FALSE,Dublin,,925-361-8682,moderate,4.4,"Little Sheep Mongolian Hot Pot, Dublin",
6513 Regional Street,Chinese,,FALSE,TRUE,Dublin,,925-828-9111,moderate,4.2,Ocean Garden,
1400 Shattuck Avenue,Japanese,,FALSE,FALSE,Berkeley,,510-540-5000,moderate,4.4,Kamado Sushi,
"1480 First St Napa, Ca 94559",Greek,,TRUE,TRUE,Napa,,707-255-5599,moderate,4.5,Tarla Mediterranean Bar + Grill Napa Valley Restaurant,
1420 Market Street,Jamaican,,FALSE,FALSE,San Francisco,,415-590-2585,moderate,4.3,Kaya Restaurant,
12108 Saratoga Sunnyvale Road,Seafood,,FALSE,FALSE,Saratoga,,408-777-8774,moderate,4.5,Sushi Heaven,
500 Precita Avenue,Asado,,TRUE,TRUE,San Francisco,,415-647-7702,moderate,4.3,Precita Park Cafe & Grill,
39145 Farwell Drive,Take-out,,FALSE,TRUE,Fremont,,510-796-5102,moderate,4.1,Olive Garden Italian Restaurant,
2232 Bush Street,Asian,,FALSE,TRUE,San Francisco,,415-923-9575,moderate,4.3,Otd,
383 1st Street,European,,FALSE,TRUE,Gilroy,,408-847-7527,moderate,4.7,Tasso's Old House Restaurant,
13670 Arnold Drive,American,,TRUE,FALSE,Glen Ellen,,707-996-1174,moderate,4.5,Glen Ellen Inn,
286 West El Camino Real,Asian,,TRUE,FALSE,Mountain View,,650-969-7041,cheap,4,Happi House Famous Teriyaki,
2121 San Pablo Avenue,Take-out,,FALSE,TRUE,Berkeley,,510-647-5016,moderate,4.5,Gaumenkitzel,
1367 North McDowell Boulevard #110,Asian,,FALSE,TRUE,Petaluma,,707-775-3088,moderate,4,Flowering Tea House,
1367 North McDowell Boulevard,Asian,,FALSE,TRUE,Petaluma,,707-789-9296,moderate,4.3,Gohan,
8000 El Cerrito Plaza,Italian,,FALSE,TRUE,El Cerrito,,510-524-9336,moderate,3.9,Romano's Macaroni Grill,
720 Howard Street,American,,TRUE,FALSE,San Francisco,,415-495-9800,moderate,4.1,B,
601 Eddy Street,American,,TRUE,FALSE,San Francisco,,415-496-5178,moderate,4.3,Chambers,
558 Castro Street,American,,TRUE,FALSE,San Francisco,,415-590-2404,moderate,4.3,Fable,
858 Folsom Street,American,,TRUE,FALSE,San Francisco,,415-273-9192,moderate,4.3,Jamber Wine Pub,
3499 16th Street,American,,TRUE,TRUE,San Francisco,,415-525-4905,moderate,4.4,Kitchen Story,
300 Jefferson Street,American,,TRUE,FALSE,San Francisco,,415-771-5687,moderate,4,Lou's Fish Shack,
1398 Haight Street,American,,TRUE,FALSE,San Francisco,,415-864-7468,moderate,4.3,Magnolia Brewing - Haight,
1000 Great Highway,American,,TRUE,TRUE,San Francisco,,415-386-8439,moderate,3.9,Park Chalet Coastal Beer Garden,
563 Ruger Street,American,,TRUE,TRUE,San Francisco,,415-885-1888,moderate,4.3,Presidio Social Club,
6935 Camino Arroyo,Brunch,,FALSE,TRUE,Gilroy,,408-842-4043,moderate,3.9,Mimi's Cafe,
7397 Monterey Road,Brunch,,FALSE,TRUE,Gilroy,,408-337-5100,moderate,4.3,The Milias Restaurant,
14583 Big Basin Way # 2A,American,,FALSE,FALSE,Saratoga,,408-705-2016,ultra high-end,4,Sent Sovi Restaurant,
5403 College Avenue,Italian,,FALSE,TRUE,Oakland,,510-350-7619,moderate,4.7,Belotti Ristorante E Bottega,
388 Grand Avenue,Italian,,TRUE,TRUE,Oakland,,510-918-3205,moderate,4.5,Contrasto,
5474 College Avenue,Italian,,FALSE,FALSE,Oakland,,510-428-4078,moderate,4.5,Enoteca Molinari,
5095 Telegraph Avenue suite a,Italian,,FALSE,FALSE,Oakland,,510-652-7401,moderate,4.5,Genova Delicatessen,
2220 Mountain Boulevard #100,Italian,,TRUE,TRUE,Oakland,,510-482-8094,moderate,4.4,Italian Colors,
4214 Park Boulevard,Italian,,TRUE,FALSE,Oakland,,510-479-1448,moderate,4.4,Marzano Restaurant And Bar,
60 Monarch Bay,American,,TRUE,FALSE,San Leandro,,510-351-5556,pricey,4.3,Horatio's,
150 West Juana Avenue,American,,TRUE,FALSE,San Leandro,,510-352-7652,moderate,4.4,Sons Of Liberty Alehouse,
5524-A Springdale Avenue,Burrito,,FALSE,TRUE,Pleasanton,,925-463-1231,cheap,3.3,Taco Bell,
638 El Camino Real,Italian,,FALSE,TRUE,Santa Clara,,408-984-0414,moderate,4.4,Fiorillo's Restaurant And Banquet Facilities,
1290 Benton Street,Italian,,FALSE,TRUE,Santa Clara,,408-241-9414,moderate,4.5,Mio Vicino,
3905 Rivermark Plaza,Italian,,TRUE,TRUE,Santa Clara,,408-330-9212,moderate,4.2,Piatti,
3127 Mission College Boulevard,Italian,,FALSE,TRUE,Santa Clara,,408-654-9000,moderate,4.2,Tomatina,
2355 Sand Creek Road,American,,TRUE,TRUE,Brentwood,,925-516-5533,moderate,4.1,Black Angus Steakhouse,
2013 Elkins Way,American,,FALSE,FALSE,Brentwood,,925-516-4131,moderate,4.7,Shutters Brasserie,
4301 Valley Avenue B,Japanese,,FALSE,TRUE,Pleasanton,,925-462-3321,moderate,4.4,Meiko Sushi,
1330 Stoneridge Mall Road,Japanese,,TRUE,TRUE,Pleasanton,,925-224-9916,moderate,3.8,P.f. Chang's,
30 Neal Street #110,Japanese,,TRUE,FALSE,Pleasanton,,925-600-8008,cheap,4.2,Senro Sushi,
2835 Hopyard Road,Japanese,,FALSE,FALSE,Pleasanton,,925-484-5588,moderate,4.3,Sozo Sushi,
817 Leisure Town Road,Sandwich,,FALSE,FALSE,Vacaville,,707-446-4408,cheap,3.5,Mcdonald's,
797 1st Street,Coffeehouse,,FALSE,FALSE,Gilroy,,408-842-2524,cheap,3.1,Mcdonald's,
1388 Locust Street,French,,FALSE,FALSE,Walnut Creek,,925-891-4197,moderate,4.1,Cypress Restaurant,
1606 North Main Street,French,,FALSE,FALSE,Walnut Creek,,925-448-8187,moderate,4.3,La Sen Bistro Wc,
1606 North Main Street,French,,FALSE,FALSE,Walnut Creek,,925-407-8002,moderate,0,Le Bistro,
2301 Central Avenue,American,,TRUE,FALSE,Alameda,,510-769-2000,moderate,4.1,Alameda Cinema Grill,
2690 5th Street Ste B,American,,TRUE,TRUE,Alameda,,510-764-3786,moderate,4,Famous Dave's Alameda,
San Francisco,Ethiopian,,FALSE,TRUE,San Francisco,,415-285-2728,cheap,4.2,Cafe Ethiopia,
907 Irving Street,Ethiopian,,FALSE,TRUE,San Francisco,,415-681-1288,moderate,4.6,New Eritrea Restaurant,
1419 Fillmore Street,Ethiopian,,FALSE,FALSE,San Francisco,,415-440-7414,moderate,4.5,Sheba Piano Lounge,
2961 East El Camino Real,Halal,,FALSE,TRUE,Santa Clara,,888-786-7919,moderate,4,Paradise Biryani Pointe,
4340 Clayton Road,Asian,,FALSE,TRUE,Concord,,925-687-2828,cheap,3.7,New Lim's Garden,
140 New Montgomery Street #1,Moroccan,,FALSE,TRUE,San Francisco,,415-660-2500,ultra high-end,4.7,Mourad,
6185 Jarvis Avenue,Korean,,FALSE,FALSE,Newark,,510-574-0901,moderate,4,Cham Sae Bistro,
548 Ramona Street,Breakfast,,TRUE,TRUE,Palo Alto,,650-323-1815,moderate,4.1,Bistro Maxine,
855 El Camino Real,Breakfast,,TRUE,FALSE,Palo Alto,,650-853-9201,pricey,4.2,Mayfield Bakery & Cafe,
3128 El Camino Real,Breakfast,,TRUE,FALSE,Palo Alto,,650-494-7161,cheap,3.6,Mcdonald's,
157 Plaza Drive,Mexican,,TRUE,TRUE,Vallejo,,707-644-4063,moderate,3.8,Chevys Fresh Mex,
1100 Burlingame Avenue,Tapas,,TRUE,TRUE,Burlingame,,650-513-6059,moderate,3.9,Flights Restaurant Burlingame,
303 Broadway,Sushi,,FALSE,FALSE,Oakland,,510-451-2224,moderate,4.3,Ginza | Japanese Sushi Restaurant,
2251 Broadway,Sushi,,FALSE,TRUE,Oakland,,510-286-9866,pricey,4.1,Ozumo,
5335 College Avenue # 2,Sushi,,FALSE,FALSE,Oakland,,510-595-7388,moderate,4.4,Rikyu | Japanese Restaurant,
2050 Columbus Parkway,Italian,,FALSE,FALSE,Benicia,,707-748-1011,moderate,4.6,Palermos,
911 1st Street,Italian,,TRUE,TRUE,Benicia,,707-747-5263,moderate,4.5,Venticellos Ristorante Italiano,
12100 Saratoga Sunnyvale Road,Indian,,FALSE,TRUE,Saratoga,,408-320-1255,moderate,3.7,Bikaner Indian Cuisine,
464 1st Street East Suite F,Nepalese,,TRUE,TRUE,Sonoma,,707-996-1161,moderate,4.5,Taste Of The Himalayas,
3001 El Camino Real,Italian,,FALSE,TRUE,Redwood City,,650-321-4080,pricey,4.2,Chantilly,
310 Linden Avenue,Japanese,,FALSE,FALSE,South San Francisco,,650-873-1084,moderate,4.5,Amami San,
257 Grand Avenue,Japanese,,FALSE,FALSE,South San Francisco,,650-636-2267,moderate,4.1,Izanami,
112 Grand Avenue,Japanese,,FALSE,FALSE,South San Francisco,,650-952-2888,moderate,4.4,Kamu Sushi,
305 East 4th Avenue,Tapas,,TRUE,FALSE,San Mateo,,650-513-1759,moderate,4.5,Amour Amour,
643 Emerson Street,Italian,,FALSE,TRUE,Palo Alto,,650-329-0665,moderate,3.8,Buca Di Beppo Italian Restaurant,
2437 Birch Street,Italian,,TRUE,FALSE,Palo Alto,,650-326-1626,moderate,4.3,Cafe Pro Bono,
335 University Avenue,Italian,,TRUE,FALSE,Palo Alto,,650-324-8033,moderate,4,La Strada Ristorante Italiano,
247 Hamilton Avenue,Italian,,FALSE,TRUE,Palo Alto,,650-328-5700,pricey,4.2,Osteria Toscana,
417 California Avenue,Italian,,TRUE,FALSE,Palo Alto,,650-327-9390,moderate,4,Spalti Ristorante,
4050 Byway East,Brunch,,TRUE,TRUE,Napa,,707-257-1999,moderate,4.4,Fume,
2217 Morello Avenue,Sushi,,FALSE,TRUE,Pleasant Hill,,925-671-9925,moderate,4.7,Jo's Sushi Bar,
9890 Bodega Highway,American,,TRUE,TRUE,Sebastopol,,707-634-7575,moderate,4.5,Fork Roadhouse,
6770 McKinley Street #150,American,,TRUE,FALSE,Sebastopol,,707-523-4814,pricey,4.2,Zazu Kitchen + Farm,
1534 Locust Street,Sushi,,TRUE,FALSE,Walnut Creek,,925-274-9496,moderate,4.3,Kaiwa Sushi,
1280 Newell Avenue,Sushi,,FALSE,TRUE,Walnut Creek,,925-938-3239,moderate,4.1,Kana Sushi,
100 West San Carlos Street,Italian,,FALSE,FALSE,San Jose,,408-278-4555,pricey,4,Arcadia,
2360 South Bascom Avenue,Chinese,,FALSE,TRUE,Campbell,,408-377-7666,moderate,4.1,Best Taste Sushi & Chinese Restaurant,
2028 Winchester Boulevard,Chinese,,FALSE,TRUE,Campbell,,408-378-0323,moderate,4.2,Blue Sky,
104 San Tomas Aquino Road,Chinese,,FALSE,FALSE,Campbell,,408-379-5169,moderate,4.3,Tsing Tao,
140 2nd Street #100,American,,FALSE,TRUE,Petaluma,,707-981-8228,moderate,4.4,Bistro 100,
42 Petaluma Boulevard North,American,,FALSE,FALSE,Petaluma,,707-778-9900,pricey,4.7,Central Market,
931 Petaluma Boulevard South,American,,TRUE,FALSE,Petaluma,,707-763-8538,cheap,4.6,Mr Mom's Cafe,
3120 Lakeville Highway,American,,TRUE,TRUE,Petaluma,,707-782-9090,moderate,4.3,Pub Republic,
6650 Bloomfield Road,American,,FALSE,FALSE,Petaluma,,707-795-0127,moderate,4.3,Stormy's Spirits & Supper,
190 Kentucky Street,American,,FALSE,TRUE,Petaluma,,707-774-6689,pricey,4.4,The Drawing Board,
3044 East El Camino Real,Italian,,FALSE,FALSE,Santa Clara,,408-296-1052,moderate,4.6,Vesuvio,
1628 Hostetter Road f,Korean,,FALSE,FALSE,San Jose,,408-477-2773,moderate,4.1,Gen Korean Bbq House,
1035 South Winchester Boulevard,Korean,,FALSE,FALSE,San Jose,,408-260-7200,moderate,4.3,Mizu Sushi Bar & Grill,
1783 West San Carlos Street,Korean,,FALSE,FALSE,San Jose,,408-293-2668,moderate,4.5,Yakiniq,
1200 Contra Costa Boulevard # K,Asian,,FALSE,TRUE,Pleasant Hill,,925-288-0999,cheap,4.2,China Chef Restaurant,
1675 Contra Costa Boulevard,Asian,,FALSE,FALSE,Pleasant Hill,,925-686-9190,cheap,4.5,Green Garden,
671 South Bernardo Avenue,Mexican,,FALSE,FALSE,Sunnyvale,,408-739-2900,moderate,4.4,Casa Lupe,
510 East El Camino Real,Mexican,,FALSE,TRUE,Sunnyvale,,408-739-1191,moderate,4.1,El Caminito,
168 South Murphy Avenue,Mexican,,TRUE,FALSE,Sunnyvale,,408-739-2021,moderate,4.2,Roberto's Cantina,
2644 Broadway,Asian,,FALSE,TRUE,Redwood City,,650-483-8881,moderate,4.2,Crouching Tiger Restaurant,
540 El Camino Real,Asian,,FALSE,FALSE,Redwood City,,650-369-3240,moderate,4.5,Higuma Japanese Restaurant,
2550 El Camino Real,Asian,,FALSE,TRUE,Redwood City,,650-948-7727,cheap,3.7,Suraj Indian Cuisine,
5356 College Avenue,Italian,,FALSE,TRUE,Oakland,,510-768-8003,pricey,4.2,A16,
5655 College Avenue,Italian,,FALSE,FALSE,Oakland,,510-547-5356,pricey,4,Oliveto,
1170 Arnold Drive #116,Italian,,FALSE,FALSE,Martinez,,925-228-9123,moderate,4.4,Mangia Bene Restaurant,
512 Center Avenue,Italian,,FALSE,FALSE,Martinez,,925-313-9040,moderate,4.3,Pasta Bella Ristorante,
2809 Middlefield Road,Mexican,,FALSE,FALSE,Redwood City,,650-368-6444,moderate,3.8,7 Mares,
820 Veterans Boulevard ste b,Mexican,,FALSE,TRUE,Redwood City,,650-364-7848,moderate,4.5,Frida's Colibri Restaurant & Bar,
2098 Broadway,Mexican,,TRUE,FALSE,Redwood City,,650-701-0709,moderate,4,Margaritas,
1099 Middlefield Road,Mexican,,TRUE,TRUE,Redwood City,,650-369-4730,moderate,4.3,Milagros Latin Kitchen,
41 Woodsworth Lane,Asian,,FALSE,TRUE,Pleasant Hill,,925-686-9828,moderate,4.2,Sichuan Fortune House,
240 Castro Street,Seafood,,FALSE,FALSE,Mountain View,,650-964-6990,moderate,4.3,Kappo Nami Nami,
400 San Antonio Road,Seafood,,FALSE,TRUE,Mountain View,,650-941-2117,cheap,4.4,Masa's Sushi,
545 San Antonio Road Suite 34,Seafood,,TRUE,TRUE,Mountain View,,650-941-1810,moderate,4.2,Pacific Catch,
705 East El Camino Real,Seafood,,FALSE,FALSE,Mountain View,,650-966-1122,moderate,4.2,Satsuma Sushi,
2355 North Main Street,American,,FALSE,FALSE,Walnut Creek,,925-927-1149,moderate,4.6,A'trio,
1627 North Broadway,American,,TRUE,TRUE,Walnut Creek,,925-932-2828,moderate,4.5,Benvenuti Ristorante,
1548 Bonanza Street,American,,TRUE,FALSE,Walnut Creek,,925-945-6960,moderate,4.5,Broderick Roadhouse,
1680 Locust Street,American,,FALSE,FALSE,Walnut Creek,,925-946-0949,moderate,4.2,Katy's Kreek,
1358 North Main Street,American,,TRUE,TRUE,Walnut Creek,,925-933-1001,moderate,4.3,Main Street Kitchen & Bar,
1300 South Main Street,American,,TRUE,FALSE,Walnut Creek,,925-944-0895,moderate,4,Stanford's Restaurant & Bar,
27 North Santa Cruz Avenue,Greek,,FALSE,FALSE,Los Gatos,,408-399-7417,moderate,4.2,Opa! Los Gatos,
712 Santa Cruz Avenue,Barbecue,,FALSE,FALSE,Menlo Park,,650-473-6458,moderate,4.1,Juban Yakiniku House,
135 4th Street,California,,FALSE,FALSE,Santa Rosa,,707-545-6900,moderate,4.5,Jackson's Bar And Oven,
205 5th Street,California,,FALSE,FALSE,Santa Rosa,,707-545-4300,moderate,4.5,The Pullman Kitchen,
2375 Contra Costa Boulevard Ste. A,Japanese,,FALSE,TRUE,Pleasant Hill,,925-356-0292,moderate,4,Nama Sushi Pleasant Hill,
41 Throckmorton Avenue,Mexican,,TRUE,TRUE,Mill Valley,,415-384-8871,moderate,4.2,Playa Mill Valley,
651 East Blithedale Avenue,Mexican,,TRUE,TRUE,Mill Valley,,415-381-1070,moderate,4.2,The Cantina,
416 North Santa Cruz Avenue,Coffeehouse,,TRUE,FALSE,Los Gatos,,408-625-7272,moderate,4.4,Enoteca La Storia,
2400 Midway Drive,Steakhouse,,FALSE,FALSE,Santa Rosa,,707-546-1446,moderate,4.1,Cattlemens,
2521 Guerneville Road,Breakfast,,FALSE,FALSE,Santa Rosa,,707-528-4662,cheap,3.4,Mcdonald's,
3616 Mount Diablo Boulevard,Mexican,,TRUE,FALSE,Lafayette,,925-282-3811,moderate,4.2,Rancho Cantina,
960 Moraga Road,French,,FALSE,FALSE,Lafayette,,925-385-0793,pricey,4.4,Chevalier Restaurant,
3001 Alamo Drive,Asian,,FALSE,FALSE,Vacaville,,707-448-2157,moderate,4.1,Hisui 2,
17 East 25th Avenue,Chinese,,FALSE,FALSE,San Mateo,,650-573-7161,cheap,4.2,Little Shanghai,
16105 Monterey Road,Korean,,FALSE,TRUE,Morgan Hill,,408-776-8880,moderate,4.2,Maroo Korean Cuisine,
16985 Monterey Road #326,Korean,,FALSE,TRUE,Morgan Hill,,408-779-0994,moderate,4.5,Moon's Kitchen,
2009 977,Japanese,,FALSE,TRUE,Albany,,510-524-4700,moderate,4.4,Sumo Japanese Restaurant,
134 Robles Way,Chinese,,FALSE,TRUE,Vallejo,,707-552-9700,moderate,4.3,J's Garden Restaurant,
3597 Homestead Road,Korean,,FALSE,FALSE,Santa Clara,,408-899-2956,moderate,4,Chimek,
2333 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-246-8773,moderate,4.3,Gaboja,
2331 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-615-9292,moderate,4.2,Gooyi Gooyi,
3148 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-296-6030,moderate,4.3,Jang Mo Jip,
1484 Halford Avenue,Korean,,FALSE,FALSE,Santa Clara,,408-246-1484,moderate,3.9,Moo Bong Ri Korean Restaurant,
3216 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-247-0507,moderate,4.3,Musa,
3072 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-557-0650,moderate,4,Obok Restaurant,
4477 Stevens Creek Boulevard,Korean,,FALSE,FALSE,Santa Clara,,408-243-8282,moderate,4.5,Omee J Fusion Sushi Bar & Grill,
3180 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-246-1208,pricey,4.4,Restaurant Chungdam,
3028 El Camino Real,Korean,,FALSE,FALSE,Santa Clara,,408-615-0370,moderate,4,Seoul Gom Tang,
4193 First Street,Sushi,,FALSE,FALSE,Livermore,,925-454-8889,moderate,4.3,Kobe Japan Restaurant,
2106 First Street,Gastropub,,TRUE,FALSE,Livermore,,925-371-6588,moderate,4.4,First Street Alehouse,
388 Vintage Park Drive,Mexican,,FALSE,FALSE,Foster City,,650-574-6844,moderate,3.7,El Torito,
7 San Pedro Road,Japanese,,FALSE,TRUE,Daly City,,650-755-8863,cheap,4.2,Oriental Kitchen Japanese Restaurant,
317 Sanchez Street,Seafood,,FALSE,FALSE,San Francisco,,415-558-8149,moderate,4.5,Eiji,
653 Union Street,Seafood,,FALSE,FALSE,San Francisco,,415-274-2561,moderate,4.5,Ferry Plaza Seafood,
1429 Stockton Street,Seafood,,FALSE,FALSE,San Francisco,,415-392-8485,moderate,4.5,Firenze By Night,
1981 Diamond Boulevard,American,,FALSE,FALSE,Concord,,925-798-4300,moderate,3.9,Claim Jumper Restaurants,
1975 Diamond Boulevard Ste. C 160,American,,TRUE,FALSE,Concord,,925-265-2120,moderate,4.3,Eureka!,
2151 Salvio Street Suite I,American,,TRUE,TRUE,Concord,,925-309-7774,moderate,4.4,Lima,
Sunvalley Shopping Center,American,,TRUE,FALSE,Concord,,925-677-7427,moderate,4.2,Lucille's Smokehouse Bar-b-que,
7202 Amador Plaza Road,Asian,,FALSE,TRUE,Dublin,,925-803-0170,moderate,3.4,Elephant Bar Restaurant,
35 Broadway,Italian,,FALSE,FALSE,Fairfax,,415-459-1618,moderate,4.7,Fradelizio's Ristorante,
107 Bolinas Road,Italian,,FALSE,TRUE,Fairfax,,415-258-4520,moderate,4.8,Sorella Caffe,
560 Waverley Street,Korean,,FALSE,FALSE,Palo Alto,,650-329-9168,moderate,4.2,Tai Pan,
3924 El Camino Real,Thai,,FALSE,TRUE,Palo Alto,,650-812-0139,moderate,4.2,Siam Fine Thai Cuisine,
543 Emerson Street,Thai,,TRUE,TRUE,Palo Alto,,650-323-7700,moderate,4,Thaiphoon Restaurant,
1039 El Camino Real,Chinese,,FALSE,FALSE,Menlo Park,,650-752-6173,moderate,4.1,Yum Cha Palace,
558 Bridgeway,Seafood,,TRUE,FALSE,Sausalito,,415-331-3232,pricey,4.2,The Trident,
620 5th Street,French,,FALSE,FALSE,Santa Rosa,,707-546-2929,moderate,4.4,Bistro 29,
347 Primrose Road,Asian,,FALSE,FALSE,Burlingame,,650-548-0300,moderate,3.9,Barracuda Japanese Restaurant,
1496 Old Bayshore Highway,Asian,,FALSE,FALSE,Burlingame,,650-342-5202,pricey,4,Benihana,
1600 Old Bayshore Highway,Asian,,FALSE,TRUE,Burlingame,,650-259-9585,moderate,3.9,Elephant Bar,
1101 Burlingame Avenue,Asian,,FALSE,TRUE,Burlingame,,650-343-2075,moderate,4.4,Kabul Afghan Cuisine,
4029 Piedmont Avenue,Coffeehouse,,FALSE,TRUE,Oakland,,510-420-6962,pricey,4.5,Homestead,
9725 East 14th Street,Coffeehouse,,FALSE,FALSE,Oakland,,510-633-2152,cheap,3.5,Mcdonald's,
888 West A Street,Japanese,,FALSE,TRUE,Hayward,,510-887-0166,moderate,4.3,Sushi Ichimoto,
20413 Hesperian Boulevard,Japanese,,FALSE,TRUE,Hayward,,510-259-1422,moderate,4.5,Takumi Sushi Bar & Grill,
24123 Hesperian Boulevard,Japanese,,FALSE,FALSE,Hayward,,510-940-3800,moderate,4.3,Tomodachi Sushi Bistro Restaurant,
591 Redwood Highway,Japanese,,FALSE,FALSE,Mill Valley,,415-381-8400,moderate,4.2,Robata Grill & Sushi,
247 Shoreline Highway,Japanese,,FALSE,TRUE,Mill Valley,,415-383-8888,moderate,3.4,Shang Hai Kitchen,
260 South Abel Street,Korean,,FALSE,FALSE,Milpitas,,408-263-6705,moderate,4.2,Cj House Korean Bbq,
269 West Calaveras Boulevard,Korean,,FALSE,FALSE,Milpitas,,408-262-3434,cheap,4.2,Jang Su Jang,
1535 Landess Avenue #143,Korean,,FALSE,FALSE,Milpitas,,408-946-2222,moderate,3.9,Korea Garden,
