airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
Southwest Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,SFO International Airport,San Francisco,13:55,12:20,1,116,,,
Alaska Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,14:15,11:45,1,128,,,
American Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,LAX International Airport,Los Angeles,19:13,13:45,1,206,,,
Delta Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,08:30,06:00,1,123,,,
Southwest Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,1,LAX International Airport,Los Angeles,17:58,13:55,1,211,,,
United Airlines,False,2019-03-03,PDX International Airport,Portland,Economy,0,0,LAX International Airport,Los Angeles,17:50,15:20,1,134,,,
American Airlines,False,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,12:41,02:00,1,434,,,
Delta Airlines,True,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,02:56,16:00,1,413,,,
United Airlines,False,2019-03-10,SFO International Airport,San Francisco,Economy,0,1,Heathrow International Airport,London,22:07,09:30,1,370,,,
American Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,15:58,06:55,1,357,,,
British Airways,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,19:22,11:05,1,421,,,
Delta Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,23:48,11:50,1,389,,,
American Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,22:00,18:50,1,193,,,
Delta Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,22:20,19:10,1,212,,,
Southwest Airlines,True,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,01:50,22:40,1,200,,,
United Airlines,False,2019-03-04,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,20:20,17:10,1,195,,,
American Airlines,True,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,04:32,21:20,1,141,,,
Delta Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,19:12,12:00,1,160,,,
Southwest Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,16:27,09:15,1,172,,,
United Airlines,False,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,21:12,14:00,1,168,,,
United Airlines,False,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Sky Harbor International Airport,Phoenix,21:12,14:00,1,158,,,
Delta Airlines,False,2019-03-09,Sky Harbor International Airport,Phoenix,Economy,0,1,Benito Juarez International Airport,Mexico City,23:48,18:35,1,256,,,
Alaska Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,11:10,1,333,,,
American Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,13:40,1,330,,,
Delta Airlines,False,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:28,08:05,1,300,,,
Southwest Airlines,False,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:28,04:55,1,282,,,
United Airlines,True,2019-03-07,Toronto Pearson International Airport,Toronto,Economy,0,1,Seattle-Tacoma International Airport,Seattle,03:29,10:45,1,330,,,
American Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,13:55,08:25,1,287,,,
Delta Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,12:00,05:45,1,288,,,
Southwest Airlines,False,2019-03-10,McCarran International Airport,Las Vegas,Economy,0,1,O'Hare International Airport,Chicago,18:15,13:15,1,256,,,
American Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,SFO International Airport,San Francisco,17:59,12:45,1,222,,,
Delta Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,0,SFO International Airport,San Francisco,15:47,13:20,1,121,,,
Southwest Airlines,False,2019-03-05,YVR International Airport,Vancouver,Economy,0,1,SFO International Airport,San Francisco,08:54,04:00,1,243,,,
United Airlines,True,2019-03-05,YVR International Airport,Vancouver,Economy,0,0,SFO International Airport,San Francisco,00:57,22:30,1,125,,,
Alaska Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,10:49,09:55,1,51,,,
American Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,20:04,19:10,1,73,,,
Southwest Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,20:04,19:10,1,69,,,
United Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,15:49,14:55,1,62,,,
American Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,62,,,
Delta Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,57,,,
Southwest Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,19:26,18:35,1,65,,,
United Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,58,,,
Air France,True,2019-03-05,LAX International Airport,Los Angeles,Economy,0,1,Charles de Gaulle International Airport,Paris,01:50,17:15,1,403,,,
American Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,09:23,05:05,1,268,,,
Delta Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,18:03,13:45,1,269,,,
United Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Charles de Gaulle International Airport,Paris,22:33,18:15,1,240,,,
American Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,11:30,10:10,1,81,,,
Delta Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,22:55,21:35,1,97,,,
United Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,16:10,14:50,1,100,,,
American Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,11:30,10:10,3,81,,,
Delta Airlines,False,2019-03-12,SAN International Airport,San Diego,Economy,0,0,Sky Harbor International Airport,Phoenix,22:55,21:35,3,97,,,
American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,12:59,09:40,1,136,,,
Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,19:24,16:05,1,135,,,
Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,10:39,07:20,1,105,,,
United Airlines,True,2019-03-09,JFK International Airport,New York,Economy,0,0,O'Hare International Airport,Chicago,02:59,23:40,1,142,,,
American Airlines,False,2019-03-12,LAX International Airport,Los Angeles,Economy,0,1,Heathrow International Airport,London,12:22,02:25,1,418,,,
British Airways,False,2019-03-12,LAX International Airport,Los Angeles,Economy,0,1,Heathrow International Airport,London,20:34,11:05,1,469,,,
Delta Airlines,True,2019-03-12,LAX International Airport,Los Angeles,Economy,0,0,Heathrow International Airport,London,01:19,19:30,1,251,,,
American Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,23:48,18:50,1,297,,,
Delta Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,22:27,15:00,1,318,,,
United Airlines,False,2019-03-04,Sky Harbor International Airport,Phoenix,Economy,0,1,JFK International Airport,New York,22:58,17:10,1,291,,,
Alaska Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,11:10,1,341,,,
American Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,13:40,1,350,,,
United Airlines,True,2019-03-12,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,10:45,1,327,,,
Alaska Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,16:07,09:20,1,173,,,
American Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,1,SFO International Airport,San Francisco,19:30,09:30,1,315,,,
Delta Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,17:17,10:30,1,187,,,
Southwest Airlines,False,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,13:47,07:00,1,165,,,
United Airlines,True,2019-03-01,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,05:47,23:00,1,182,,,
American Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,17:50,05:05,3,648,,,
Delta Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,23:40,13:45,3,657,,,
United Airlines,False,2019-03-09,PDX International Airport,Portland,Premium Economy,0,1,Charles de Gaulle International Airport,Paris,12:03,01:30,3,620,,,
American Airlines,False,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,12:37,02:00,1,361,,,
British Airways,True,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,0,Heathrow International Airport,London,01:59,19:55,1,237,,,
Delta Airlines,True,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,00:52,16:00,1,357,,,
United Airlines,False,2019-03-10,Hartsfield-Jackson International Airport,Atlanta,Economy,0,1,Heathrow International Airport,London,11:22,02:25,1,331,,,
American Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,19:13,14:20,1,273,,,
Delta Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,19:13,14:30,1,252,,,
Southwest Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,09:00,04:00,1,318,,,
Alaska Airlines,True,2019-03-12,JFK International Airport,New York,Economy,0,1,PDX International Airport,Portland,08:20,19:15,1,329,,,
American Airlines,False,2019-03-06,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,1,116,,,
Delta Airlines,False,2019-03-06,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,22:05,20:30,1,90,,,
Southwest Airlines,False,2019-03-06,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,14:55,13:20,1,103,,,
United Airlines,False,2019-03-06,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,17:55,16:20,1,107,,,
American Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,15:14,13:15,3,189,,,
Delta Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,23:15,17:55,3,310,,,
Southwest Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,21:14,19:15,3,196,,,
United Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,17:52,11:50,3,329,,,
Alaska Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,13:57,11:10,1,152,,,
American Airlines,True,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,00:17,21:30,1,137,,,
Delta Airlines,True,2019-03-05,LAX International Airport,Los Angeles,Economy,0,1,Seattle-Tacoma International Airport,Seattle,00:30,20:25,1,194,,,
Southwest Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,1,Seattle-Tacoma International Airport,Seattle,19:25,15:05,1,229,,,
United Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,Seattle-Tacoma International Airport,Seattle,13:32,10:45,1,149,,,
Alaska Airlines,False,2019-03-13,Sky Harbor International Airport,Phoenix,Premium Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:07,11:35,1,387,,,
Delta Airlines,False,2019-03-13,Sky Harbor International Airport,Phoenix,Premium Economy,0,1,Seattle-Tacoma International Airport,Seattle,18:17,13:25,1,396,,,
Southwest Airlines,False,2019-03-13,Sky Harbor International Airport,Phoenix,Premium Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:07,15:05,1,343,,,
United Airlines,False,2019-03-13,Sky Harbor International Airport,Phoenix,Premium Economy,0,1,Seattle-Tacoma International Airport,Seattle,15:58,10:45,1,374,,,
Alaska Airlines,False,2019-03-03,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,16:07,09:20,3,179,,,
American Airlines,False,2019-03-03,O'Hare International Airport,Chicago,Economy,0,1,SFO International Airport,San Francisco,19:30,09:30,3,317,,,
Delta Airlines,False,2019-03-03,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,17:17,10:30,3,182,,,
Southwest Airlines,True,2019-03-03,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,03:57,21:10,3,172,,,
United Airlines,True,2019-03-03,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,05:47,23:00,3,151,,,
American Airlines,False,2019-03-08,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Benito Juarez International Airport,Mexico City,16:16,11:40,1,274,,,
Delta Airlines,True,2019-03-08,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Benito Juarez International Airport,Mexico City,01:17,18:35,1,258,,,
United Airlines,False,2019-03-08,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Benito Juarez International Airport,Mexico City,15:32,10:20,1,266,,,
Delta Airlines,False,2019-03-08,Sky Harbor International Airport,Phoenix,Economy,0,1,Heathrow International Airport,London,23:48,11:50,1,352,,,
Alaska Airlines,True,2019-03-10,JFK International Airport,New York,Economy,0,1,PDX International Airport,Portland,08:20,19:15,1,335,,,
American Airlines,True,2019-03-10,JFK International Airport,New York,Economy,0,1,PDX International Airport,Portland,05:31,16:45,1,359,,,
Delta Airlines,True,2019-03-10,JFK International Airport,New York,Economy,0,1,PDX International Airport,Portland,08:20,19:30,1,327,,,
Southwest Airlines,False,2019-03-10,JFK International Airport,New York,Economy,0,1,PDX International Airport,Portland,23:50,11:20,1,333,,,
