genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
Animation,Sonoma,Toy Story 4,11,regular,200 Siesta Way #4451,Sonoma Cinema,,,
Action,San Jose,Angel Has Fallen,12,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
Drama,San Jose,Brittany Runs a Marathon,14,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
Supernatural,San Jose,IT Chapter Two,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
Sci-fi,San Francisco,Ad Astra,10,imax,1881 Post Street,AMC Kabuki 8,,,
Drama,San Francisco,Hustlers,12,imax,1881 Post Street,AMC Kabuki 8,,,
Supernatural,San Francisco,IT Chapter Two,10,imax,1881 Post Street,AMC Kabuki 8,,,
Mystery,San Francisco,Official Secrets,5,imax,1881 Post Street,AMC Kabuki 8,,,
Offbeat,San Francisco,Once Upon a Time In Hollywood,15,imax,1881 Post Street,AMC Kabuki 8,,,
World,San Francisco,Zama,13,regular,151 3rd Street,SFMOMA - Phyllis Wattis Theater,,,
Anime,San Francisco,Paprika,14,regular,3117 16th Street,Roxie Theater,,,
Action,San Francisco,Riot Girls,14,regular,3117 16th Street,Roxie Theater,,,
Drama,San Francisco,This Is Not Berlin,7,regular,3117 16th Street,Roxie Theater,,,
Drama,San Francisco,This Is Not Berlin,7,imax,3117 16th Street,Roxie Theater,,,
Mystery,San Francisco,Luce,5,regular,2200 Clement Street,Four Star Theatre,,,
Mystery,San Francisco,Official Secrets,5,regular,1881 Post Street,AMC Kabuki 8,,,
Drama,San Francisco,This Is Not Berlin,7,3d,3117 16th Street,Roxie Theater,,,
Family,San Francisco,The Farewell,12,regular,1881 Post Street,AMC Kabuki 8,,,
Family,San Francisco,Steel Magnolias,12,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
Family,San Francisco,The Farewell,9,regular,501 Buckingham Way,Regal UA Stonestown Twin,,,
Offbeat,San Francisco,Once Upon a Time In Hollywood,15,regular,1881 Post Street,AMC Kabuki 8,,,
Offbeat,San Francisco,Once Upon a Time In Hollywood,6,regular,2200 Clement Street,Four Star Theatre,,,
Horror,San Francisco,In Fabric,7,3d,3117 16th Street,Roxie Theater,,,
Sci-fi,San Francisco,Ad Astra,10,3d,1881 Post Street,AMC Kabuki 8,,,
Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,3d,2221,Landmark's Clay Theatre,,,
Action,San Francisco,Hobbs and Shaw,11,3d,135 4th Street Suite 3000,AMC Metreon 16,,,
Supernatural,San Francisco,IT Chapter Two,9,3d,3630 Balboa Street,Balboa Theatre,,,
Thriller,San Francisco,Madeline's Madeline,15,3d,151 3rd Street,SFMOMA - Phyllis Wattis Theater,,,
Mystery,San Francisco,Official Secrets,5,3d,1881 Post Street,AMC Kabuki 8,,,
Anime,San Francisco,Paprika,14,3d,3117 16th Street,Roxie Theater,,,
Family,San Francisco,The Farewell,11,regular,2340 Chestnut Street,Presidio Theatre,,,
Horror,San Francisco,One Cut of the Dead,12,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
Horror,San Francisco,Theatre of Blood,10,regular,2550 Mission Street,Alamo Drafthouse Cinema,,,
Mystery,San Francisco,Official Secrets,11,regular,3630 Balboa Street,Balboa Theatre,,,
Action,San Francisco,Hobbs and Shaw,11,imax,135 4th Street Suite 3000,AMC Metreon 16,,,
Supernatural,San Francisco,IT Chapter Two,9,imax,3630 Balboa Street,Balboa Theatre,,,
Family,San Francisco,The Farewell,11,imax,2340 Chestnut Street,Presidio Theatre,,,
Family,San Francisco,The Farewell,9,3d,501 Buckingham Way,Regal UA Stonestown Twin,,,
Supernatural,San Francisco,IT Chapter Two,9,regular,835 Market Street Suite 5000,Century San Francisco Centre 9 and XD,,,
Comedy,Santa Rosa,Good Boys,13,imax,409 Aviation Boulevard,Airport Stadium 12,3/2/2019,21:30,
Drama,Santa Rosa,After The Wedding,10,imax,551 Summerfield Road,Summerfield Cinemas,3/2/2019,20:30,
Thriller,San Jose,The Art of Self-Defense,7,regular,288 South 2nd Street,3 Below Theaters And Lounge,,,
Documentary,San Jose,Fiddler: A Miracle of Miracles,6,regular,288 South 2nd Street,3 Below Theaters And Lounge,3/4/2019,16:30,
Drama,San Ramon,The Art of Racing in the Rain,12,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/2/2019,19:30,
Drama,San Rafael,Brittany Runs a Marathon,12,3d,280 Smith Ranch Road,Century Regency,,,
Family,San Rafael,The Farewell,13,3d,280 Smith Ranch Road,Century Regency,,,
Drama,San Rafael,A Faithful Man,9,regular,1118 4th Street,Smith Rafael Film Center,3/8/2019,18:30,
Drama,Santa Rosa,The Art of Racing in the Rain,9,regular,620 3rd Street,3rd Street Cinema,3/2/2019,20:30,
Comedy,Santa Rosa,Good Boys,13,3d,409 Aviation Boulevard,Airport Stadium 12,,,
Comedy,Santa Rosa,Good Boys,13,regular,409 Aviation Boulevard,Airport Stadium 12,3/2/2019,21:30,
Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,3/2/2019,20:30,
Drama,Petaluma,Blinded by the Light,14,regular,200 C Street,Boulevard 14 Cinema,,,
Horror,Petaluma,Scary Stories to Tell in the Dark,12,regular,200 C Street,Boulevard 14 Cinema,,,
Animation,Petaluma,The Angry Birds Movie 2,11,imax,200 C Street,Boulevard 14 Cinema,,,
Fantasy,Petaluma,The Lord of the Rings: The Return of the King,6,regular,200 C Street,Boulevard 14 Cinema,,,
Comedy,Petaluma,"Where'd You Go, Bernadette",8,regular,200 C Street,Boulevard 14 Cinema,,,
Horror,Petaluma,Scary Stories to Tell in the Dark,12,regular,200 C Street,Boulevard 14 Cinema,3/3/2019,17:00,
Mystery,San Francisco,Official Secrets,5,regular,1881 Post Street,AMC Kabuki 8,3/3/2019,16:00,
Drama,San Rafael,A Faithful Man,9,regular,1118 4th Street,Smith Rafael Film Center,,,
Animation,Petaluma,The Angry Birds Movie 2,11,imax,200 C Street,Boulevard 14 Cinema,3/3/2019,16:00,
Comedy,Santa Rosa,"Where'd You Go, Bernadette",10,regular,551 Summerfield Road,Summerfield Cinemas,,,
Drama,Santa Rosa,After The Wedding,10,imax,551 Summerfield Road,Summerfield Cinemas,,,
Animation,Sonoma,Toy Story 4,11,regular,200 Siesta Way #4451,Sonoma Cinema,3/2/2019,16:30,
Drama,San Rafael,Brittany Runs a Marathon,12,regular,280 Smith Ranch Road,Century Regency,,,
Family,San Rafael,The Farewell,13,regular,280 Smith Ranch Road,Century Regency,,,
Animation,Petaluma,The Angry Birds Movie 2,11,regular,200 C Street,Boulevard 14 Cinema,,,
Animation,Petaluma,The Angry Birds Movie 2,11,regular,200 C Street,Boulevard 14 Cinema,3/3/2019,16:00,
Comedy,Santa Rosa,Yesterday,15,regular,620 3rd Street,3rd Street Cinema,3/2/2019,21:00,
