airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
American Airlines,3/3/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,15:02,8:30,4,166,FALSE,Economy,,,
Delta Airlines,3/3/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,20:12,13:40,4,162,FALSE,Economy,,,
Southwest Airlines,3/3/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,13:52,7:20,4,179,FALSE,Economy,,,
Delta Airlines,3/3/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,20:12,13:40,4,182,FALSE,Economy,19:57,17:25,3/5/2019
American Airlines,3/7/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,20:05,7:35,3,376,FALSE,Premium Economy,,,
Southwest Airlines,3/7/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,18:53,6:00,3,285,FALSE,Economy,,,
United Airlines,3/7/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,19:08,11:05,3,287,FALSE,Economy,,,
American Airlines,3/7/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,20:05,7:35,3,407,FALSE,Premium Economy,12:33,8:05,3/9/2019
Alaska Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,3:14,4:30,1,424,FALSE,Economy,,,
American Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,7:05,1,382,FALSE,Economy,,,
Delta Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,10:44,10:05,1,374,FALSE,Economy,,,
Southwest Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:04,6:45,1,314,FALSE,Economy,,,
United Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,5:50,1,427,FALSE,Economy,,,
Alaska Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,3:14,4:30,3,424,FALSE,Economy,,,
American Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,7:05,3,382,FALSE,Economy,,,
Delta Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,10:44,10:05,3,374,FALSE,Economy,,,
Southwest Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:04,6:45,3,314,FALSE,Economy,,,
United Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,5:50,3,427,FALSE,Economy,,,
American Airlines,3/11/2019,Heathrow International Airport,London,1,SFO International Airport,San Francisco,6:37,7:05,3,391,FALSE,Economy,23:45,15:05,3/13/2019
Alaska Airlines,3/11/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,14:55,8:25,1,168,FALSE,Economy,,,
American Airlines,3/11/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,22:30,16:00,1,169,FALSE,Economy,,,
Delta Airlines,3/11/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,6:20,23:50,1,150,FALSE,Economy,,,
Southwest Airlines,3/11/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,10:55,4:25,1,178,TRUE,Economy,,,
United Airlines,3/11/2019,O'Hare International Airport,Chicago,0,Seattle-Tacoma International Airport,Seattle,0:25,17:55,1,199,FALSE,Economy,,,
Delta Airlines,3/11/2019,O'Hare International Airport,Chicago,1,Seattle-Tacoma International Airport,Seattle,6:20,23:50,1,231,FALSE,Economy,18:52,11:55,3/13/2019
American Airlines,3/8/2019,Benito Juarez International Airport,Mexico City,0,LAX International Airport,Los Angeles,20:05,14:45,2,145,FALSE,Economy,,,
American Airlines,3/8/2019,Benito Juarez International Airport,Mexico City,0,LAX International Airport,Los Angeles,20:05,14:45,2,155,FALSE,Economy,9:25,8:05,3/10/2019
Delta Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,8:45,2,229,FALSE,Economy,,,
Southwest Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,22:40,18:50,2,226,FALSE,Economy,,,
United Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,10:10,2,233,FALSE,Economy,,,
United Airlines,3/8/2019,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,10:10,2,239,FALSE,Economy,18:21,13:40,3/10/2019
Alaska Airlines,3/10/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,12:40,10:10,1,150,FALSE,Economy,,,
American Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,11:02,6:00,1,207,FALSE,Economy,,,
Delta Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,15:17,9:35,1,188,FALSE,Economy,,,
Southwest Airlines,3/10/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,19:25,16:55,1,113,FALSE,Economy,,,
United Airlines,3/10/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,14:35,12:05,1,114,TRUE,Economy,,,
American Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,11:02,6:00,1,171,FALSE,Economy,1:45,23:15,3/12/2019
American Airlines,3/5/2019,SFO International Airport,San Francisco,1,Sky Harbor International Airport,Phoenix,11:55,7:35,1,184,FALSE,Economy,,,
Delta Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,14:02,11:55,1,115,FALSE,Economy,,,
Southwest Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,8:07,6:00,1,118,FALSE,Economy,,,
United Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,1:57,23:50,1,121,FALSE,Economy,,,
Delta Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,14:02,11:55,1,171,FALSE,Premium Economy,,,
Southwest Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,0:02,21:55,1,190,FALSE,Premium Economy,,,
United Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,19:17,17:10,1,182,FALSE,Premium Economy,,,
Southwest Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,0:02,21:55,1,204,FALSE,Premium Economy,20:22,18:15,3/7/2019
Delta Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,1,Kingsford Smith International Airport,Sydney,17:19,17:50,1,356,FALSE,Economy,,,
United Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,1,Kingsford Smith International Airport,Sydney,1:24,22:05,1,346,FALSE,Economy,,,
Delta Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,1,Kingsford Smith International Airport,Sydney,17:19,17:50,4,407,FALSE,Economy,16:01,12:50,3/5/2019
American Airlines,3/5/2019,Dulles International Airport,Washington,0,O'Hare International Airport,Chicago,11:08,8:10,1,128,TRUE,Economy,,,
Southwest Airlines,3/5/2019,Dulles International Airport,Washington,0,O'Hare International Airport,Chicago,10:23,7:25,1,119,FALSE,Economy,,,
United Airlines,3/5/2019,Dulles International Airport,Washington,0,O'Hare International Airport,Chicago,11:48,8:50,1,116,FALSE,Economy,,,
Southwest Airlines,3/5/2019,Dulles International Airport,Washington,1,O'Hare International Airport,Chicago,10:23,7:25,1,166,FALSE,Economy,19:34,15:50,3/7/2019
American Airlines,3/8/2019,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,17:54,16:40,1,82,FALSE,Economy,,,
Delta Airlines,3/8/2019,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,17:59,16:45,1,96,FALSE,Economy,,,
Southwest Airlines,3/8/2019,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,15:39,14:25,1,85,FALSE,Economy,,,
Southwest Airlines,3/8/2019,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,15:39,14:25,1,95,FALSE,Economy,23:04,21:50,3/11/2019
Alaska Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,17:08,4:30,1,275,FALSE,Economy,,,
American Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,20:28,7:05,1,292,FALSE,Economy,,,
Southwest Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,21:54,7:10,1,278,FALSE,Economy,,,
United Airlines,3/4/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,17:08,5:35,1,280,FALSE,Economy,,,
United Airlines,3/3/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,17:08,5:35,1,280,FALSE,Economy,,,
United Airlines,3/3/2019,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,17:08,5:35,1,289,FALSE,Economy,21:12,17:35,3/5/2019
American Airlines,3/1/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,20:05,7:35,1,226,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,18:53,6:00,1,272,FALSE,Economy,,,
United Airlines,3/1/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,19:08,11:05,1,286,FALSE,Economy,,,
American Airlines,3/1/2019,Benito Juarez International Airport,Mexico City,1,Sky Harbor International Airport,Phoenix,20:05,7:35,1,254,FALSE,Economy,13:38,8:05,3/3/2019
American Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,1,Hartsfield-Jackson International Airport,Atlanta,21:57,15:30,1,278,TRUE,Economy,,,
Delta Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,18:52,16:20,1,184,FALSE,Economy,,,
Southwest Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,21:52,19:20,1,186,TRUE,Economy,,,
United Airlines,3/12/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,13:27,10:55,1,202,FALSE,Economy,,,
American Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,0:07,21:35,1,173,FALSE,Economy,,,
Delta Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,18:52,16:20,1,172,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,21:52,19:20,1,199,TRUE,Economy,,,
United Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,13:27,10:55,1,185,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,21:52,19:20,1,216,TRUE,Economy,14:12,5:40,3/3/2019
Southwest Airlines,3/12/2019,McCarran International Airport,Las Vegas,1,PDX International Airport,Portland,21:35,16:55,1,202,FALSE,Economy,,,
American Airlines,3/12/2019,McCarran International Airport,Las Vegas,1,PDX International Airport,Portland,9:45,5:00,1,223,FALSE,Economy,,,
American Airlines,3/12/2019,McCarran International Airport,Las Vegas,1,PDX International Airport,Portland,9:45,5:00,1,226,FALSE,Economy,21:05,16:40,3/14/2019
Air Canada,3/11/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,1:18,16:45,3,221,FALSE,Economy,,,
Delta Airlines,3/11/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,13:38,3:20,3,239,FALSE,Economy,,,
United Airlines,3/11/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,13:17,3:15,3,335,FALSE,Economy,,,
United Airlines,3/11/2019,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,13:17,3:15,3,312,FALSE,Economy,13:59,7:15,3/13/2019
American Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,22:06,5:10,2,226,FALSE,Economy,,,
Delta Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,2,217,FALSE,Economy,,,
Southwest Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,14:46,21:50,2,239,FALSE,Economy,,,
United Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,O'Hare International Airport,Chicago,8:53,4:00,2,393,FALSE,Economy,,,
American Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,O'Hare International Airport,Chicago,22:06,5:10,2,362,FALSE,Economy,20:22,4:05,3/3/2019
American Airlines,3/2/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,7:02,4:30,1,154,FALSE,Economy,,,
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,19:57,17:25,1,174,FALSE,Economy,,,
Southwest Airlines,3/2/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,17:22,14:50,1,165,TRUE,Economy,,,
United Airlines,3/2/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,15:17,12:45,1,166,FALSE,Economy,,,
American Airlines,3/2/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,7:02,4:30,2,183,FALSE,Economy,15:02,8:30,3/4/2019
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,Sky Harbor International Airport,Phoenix,15:45,12:15,1,175,FALSE,Economy,,,
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,Sky Harbor International Airport,Phoenix,15:45,12:15,1,180,FALSE,Economy,17:54,15:05,3/4/2019
Alaska Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,4:14,20:15,1,195,FALSE,Economy,,,
American Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,17:04,9:05,1,171,FALSE,Economy,,,
Delta Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,17:19,9:20,1,175,FALSE,Economy,,,
Southwest Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,1,LAX International Airport,Los Angeles,0:51,13:40,1,283,FALSE,Economy,,,
United Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,4:39,20:40,1,181,FALSE,Economy,,,
American Airlines,3/10/2019,Hartsfield-Jackson International Airport,Atlanta,0,LAX International Airport,Los Angeles,17:04,9:05,1,171,FALSE,Economy,16:29,14:30,3/12/2019
American Airlines,3/2/2019,O'Hare International Airport,Chicago,1,SFO International Airport,San Francisco,19:34,7:05,1,323,FALSE,Economy,20:11,13:20,3/9/2019
Delta Airlines,3/2/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,4:52,22:05,1,200,FALSE,Economy,13:27,10:40,3/9/2019
Southwest Airlines,3/2/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,0:37,17:50,1,185,FALSE,Economy,7:22,4:35,3/9/2019
United Airlines,3/2/2019,O'Hare International Airport,Chicago,1,SFO International Airport,San Francisco,4:07,21:20,1,260,TRUE,Economy,19:06,13:50,3/9/2019
American Airlines,3/2/2019,O'Hare International Airport,Chicago,1,SFO International Airport,San Francisco,19:34,7:05,1,313,FALSE,Economy,,,
American Airlines,3/9/2019,Sky Harbor International Airport,Phoenix,1,Hartsfield-Jackson International Airport,Atlanta,16:22,11:40,1,251,FALSE,Economy,23:07,15:55,3/11/2019
Delta Airlines,3/9/2019,Sky Harbor International Airport,Phoenix,1,Hartsfield-Jackson International Airport,Atlanta,20:07,18:55,1,227,FALSE,Economy,0:21,11:55,3/11/2019
Southwest Airlines,3/9/2019,Sky Harbor International Airport,Phoenix,0,Hartsfield-Jackson International Airport,Atlanta,13:17,12:05,1,174,FALSE,Economy,6:07,22:55,3/11/2019
United Airlines,3/9/2019,Sky Harbor International Airport,Phoenix,1,Hartsfield-Jackson International Airport,Atlanta,20:22,15:00,1,237,FALSE,Economy,3:52,20:40,3/11/2019
American Airlines,3/9/2019,Sky Harbor International Airport,Phoenix,1,Hartsfield-Jackson International Airport,Atlanta,16:22,11:40,1,301,FALSE,Economy,,,
American Airlines,3/3/2019,Dulles International Airport,Washington,1,Indira Gandhi International Airport,Delhi,12:48,9:20,1,370,FALSE,Economy,5:35,6:05,3/7/2019
American Airlines,3/3/2019,Dulles International Airport,Washington,1,Indira Gandhi International Airport,Delhi,12:48,9:20,1,375,FALSE,Economy,,,
Alaska Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,LAX International Airport,Los Angeles,10:33,5:15,1,211,FALSE,Economy,17:15,12:00,3/10/2019
American Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,8:07,5:20,1,160,FALSE,Economy,11:02,8:15,3/10/2019
Delta Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,LAX International Airport,Los Angeles,16:41,12:45,1,190,TRUE,Economy,13:17,10:30,3/10/2019
Southwest Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,1,LAX International Airport,Los Angeles,14:47,12:00,1,164,FALSE,Economy,23:55,18:50,3/10/2019
United Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,11:42,8:55,1,162,TRUE,Economy,21:07,18:20,3/10/2019
American Airlines,3/5/2019,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,8:07,5:20,1,151,FALSE,Economy,,,
