check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Nairobi,FALSE,Hemingways Nairobi,,,+254 711 032000,200,4,Mbagathi Ridge
,Nairobi,FALSE,Crowne Plaza Nairobi Airport,,,+254 709 222444,468,4,First Freight Lane Jomo Kenyatta International Airport
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,444,4,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,252,4,"60 Furman Street, Brooklyn"
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,432,2,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,232,2,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Aparthotel Adagio Access Paris La Villette,,,+33 1 44 72 42 00,315,2,"28bis Avenue Corentin Cariou, 75019"
,Paris,FALSE,Aparthotel Adagio Paris Montmartre,,,+33 1 42 57 14 55,156,2,"10 Place Charles Dullin, 75018"
,Paris,FALSE,Austin'S Saint Lazare HoTel,,,+33 1 48 74 48 71,297,2,"26 Rue d'Amsterdam, 75009"
,Paris,FALSE,Avalon Hotel Paris Gare Du Nord,,,+33 1 42 85 50 00,216,2,"131 Boulevard de Magenta, 75010"
,Paris,FALSE,Best Western Bretagne Montparnasse,,,+33 1 45 38 52 59,360,2,"33 Rue Raymond Losserand, 75014"
,Paris,FALSE,Bob Hotel By Elegancia,,,+33 1 40 43 02 33,264,2,"30 Rue Pernety, 75014"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,465,2,"1-7 Rue Jean Richepin, 75016"
,Paris,FALSE,Buddha-Bar Hotel Paris,,,+33 1 83 96 88 88,220,2,"4 Rue d'Anjou, 75008"
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,432,3,"6 Rue Gustave Charpentier, 75017"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,232,3,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Aparthotel Adagio Paris Montmartre,,,+33 1 42 57 14 55,156,3,"10 Place Charles Dullin, 75018"
,Paris,FALSE,Best Western Bretagne Montparnasse,,,+33 1 45 38 52 59,360,3,"33 Rue Raymond Losserand, 75014"
,Paris,FALSE,Bob Hotel By Elegancia,,,+33 1 40 43 02 33,264,3,"30 Rue Pernety, 75014"
,Paris,FALSE,Brach Paris,,,+33 1 44 30 10 00,465,3,"1-7 Rue Jean Richepin, 75016"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,408,3,"34 Rue Jean Mermoz, 75008"
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,264,4,495 Jefferson Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,52,2,2222 Market Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,156,3,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,78,3,701 Post Street
,San Francisco,TRUE,Casa Loma Hotel,,,+1 415-552-7100,132,2,610 Fillmore Street
,San Francisco,TRUE,Chancellor Hotel On Union Square,,,+1 415-362-2004,315,3,433 Powell Street
,San Francisco,TRUE,Chelsea,,,+1 415-563-5600,132,2,2095 Lombard Street
,San Francisco,TRUE,Comfort Inn By The Bay,,,+1 415-928-5000,58,2,2775 Van Ness Avenue
,San Francisco,TRUE,Cornell Hotel De France,,,+1 415-421-3154,324,3,715 Bush Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,70,2,2222 Market Street
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,420,4,3600 Wieuca Road Northeast
,Atlanta,TRUE,Canopy By Hilton Atlanta Midtown,,,+1 404-685-1677,408,4,1414 West Peachtree Street Northwest
,Atlanta,TRUE,Hotel Clermont,,,+1 470-485-0485,444,4,789 Ponce De Leon Avenue Northeast
,Atlanta,TRUE,Hyatt Centric Midtown Atlanta,,,+1 404-443-1234,240,4,125 10th Street Northeast
,Atlanta,TRUE,Loews Atlanta Hotel,,,+1 404-745-5000,456,4,1065 Peachtree Street Northeast
,Atlanta,TRUE,Renaissance Atlanta Midtown Hotel,,,+1 678-412-2400,360,4,866 W. Peachtree Street NW
,Atlanta,TRUE,Sheraton Atlanta Hotel,,,+1 404-659-6500,264,4,165 Courtland Street Northeast
,Atlanta,TRUE,The St. Regis Atlanta,,,+1 404-563-7900,330,4,"Eighty, Eight, West Paces Ferry Road Northwest"
,Atlanta,TRUE,The Westin Buckhead Atlanta,,,+1 404-365-0065,372,4,"3391 Peachtree Road, N.E"
,Atlanta,TRUE,"The Whitley, A Luxury Collection Hotel, Atlanta Buckhead",,,+1 404-237-2700,450,4,3434 Peachtree Road Northeast
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,468,4,3600 Wieuca Road Northeast
,Las Vegas,TRUE,Best Western Plus Las Vegas West,,,+1 702-256-3766,174,3,8669 West Sahara Avenue
,Las Vegas,TRUE,Hampton Inn Las Vegas/Summerlin,,,+1 702-360-5700,192,3,7100 Cascade Valley Court
,Las Vegas,TRUE,Hampton Inn Las Vegas/Summerlin,,,+1 702-360-5700,87,3,7100 Cascade Valley Court
,Fresno,TRUE,La Quinta Inn By Wyndham Fresno Yosemite,,,+1 559-442-1110,216,2,2926 Tulare Street
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,68,1,1725 Long Beach Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,198,1,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,111,1,500 East First Street
,Long Beach,TRUE,Hampton Inn Long Beach Airport,,,+1 562-425-0012,120,1,3771 North Lakewood Boulevard
,Long Beach,TRUE,Holiday Inn Long Beach Downtown Area,,,+1 562-590-8858,189,1,1133 Atlantic Avenue
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,222,1,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hotel Current Long Beach,,,+1 562-597-5171,342,1,5325 Pacific Coast Highway
,Long Beach,TRUE,Hyatt Centric The Pike Long Beach,,,+1 562-432-1234,468,1,285 Bay Street
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,112,1,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,210,1,4700 Airport Plaza Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,80,1,1725 Long Beach Boulevard
,Nairobi,FALSE,Crowne Plaza Nairobi,,,+254 719 096000,288,4,"Kenya Road, Upper Hill"
,Kuala Lumpur,FALSE,Alila Bangsar,,,+60 3-2268 3888,370,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
,Philadelphia,TRUE,Hilton Philadelphia At Penn'S Landing,,,+1 215-521-6500,184,4,201 South Christopher Columbus Boulevard
,Philadelphia,TRUE,Kimpton Hotel Monaco Philadelphia,,,+1 855-295-2355,156,4,433 Chestnut Street
,Philadelphia,TRUE,Le MeRidien Philadelphia,,,+1 215-422-8200,280,4,1421 Arch Street
,Philadelphia,TRUE,Philadelphia Airport Marriott,,,+1 215-492-9000,336,4,One Arrivals Road Terminal B
,Philadelphia,TRUE,Renaissance Philadelphia Downtown Hotel,,,+1 800-468-3571,336,4,401 Chestnut Street
,Philadelphia,TRUE,Sheraton Philadelphia Society Hill Hotel,,,+1 215-238-6000,144,4,One Dock Street
,Philadelphia,TRUE,Sofitel Philadelphia At Rittenhouse Square,,,+1 215-569-8300,112,4,120 South 17th Street
,Philadelphia,TRUE,"The Inn At Penn, A Hilton Hotel",,,+1 215-222-0200,444,4,3600 Sansom Street
,Philadelphia,TRUE,"The Logan Philadelphia, Curio Collection By Hilton",,,+1 215-963-1500,330,4,1 Logan Square
,Philadelphia,TRUE,The Westin Philadelphia,,,+1 215-563-1600,408,4,"At Liberty Place, 99 South 17th Street"
,Philadelphia,TRUE,Hilton Philadelphia At Penn'S Landing,,,+1 215-521-6500,456,4,201 South Christopher Columbus Boulevard
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,60,1,6399 Wilshire Boulevard
,Fresno,TRUE,Doubletree By Hilton Hotel Fresno Convention Center,,,+1 559-268-1000,222,2,2233 Ventura Street
,Fresno,TRUE,Piccadilly Inn Airport,,,+1 559-375-7760,297,2,5115 East McKinley Avenue
,Fresno,TRUE,Radisson Hotel Fresno Conference Center,,,+1 559-233-6650,120,2,1055 Van Ness Avenue
,Fresno,TRUE,Springhill Suites By Marriott Fresno,,,+1 888-287-9400,207,2,6844 North Fresno Street
,Fresno,TRUE,Doubletree By Hilton Hotel Fresno Convention Center,,,+1 559-268-1000,261,2,2233 Ventura Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,570,5,45 Park Lane
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,306,3,9920 Northeast Cascades Parkway
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,216,4,"60 Furman Street, Brooklyn"
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,117,1,749 Taylor Street
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,252,4,495 Jefferson Street
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,222,2,2222 Market Street
,San Francisco,TRUE,Bei Hotel San Francisco,,,+1 415-626-6103,342,3,50 8th Street
,San Francisco,TRUE,Beresford Arms Hotel,,,+1 415-673-2600,315,3,701 Post Street
,San Francisco,TRUE,Chelsea,,,+1 415-563-5600,210,2,2095 Lombard Street
,San Francisco,TRUE,Comfort Inn By The Bay,,,+1 415-928-5000,138,2,2775 Van Ness Avenue
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,84,1,749 Taylor Street
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,108,2,3600 Wieuca Road Northeast
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Downtown,,,+1 404-524-5555,192,2,101 Andrew Young International Boulevard Northwest
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,87,2,300 Ted Turner Drive Northwest
,Atlanta,TRUE,Atlanta Marriott Suites Midtown,,,+1 404-876-8888,210,2,35 14th Street Northeast
,Atlanta,TRUE,Canopy By Hilton Atlanta Midtown,,,+1 404-685-1677,280,2,1414 West Peachtree Street Northwest
,Atlanta,TRUE,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",,,+1 404-658-1961,261,2,759 Pollard Boulevard Southwest
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,252,2,300 Ted Turner Drive Northwest
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,168,3,555 West Ash Street
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,116,2,6399 Wilshire Boulevard
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,324,2,998 West Mission Bay Drive
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,270,2,555 West Ash Street
,San Diego,TRUE,Best Western Plus Hacienda Hotel Old Town,,,+1 619-298-4707,162,2,4041 Harney Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,174,2,2051 Shelter Island Drive
,San Diego,TRUE,Best Western San Diego/Miramar Hotel,,,+1 858-578-6600,104,2,9310 Kearny Mesa Road
,San Diego,TRUE,Best Western Seven Seas,,,+1 619-291-1300,168,2,411 Hotel Circle South
,San Diego,TRUE,Blue Sea Beach Hotel,,,+1 858-488-4700,180,2,707 Pacific Beach Drive
,San Diego,TRUE,Capri By The Sea By All Seasons Resort Lodging,,,+1 858-483-6110,315,2,4767 Ocean Boulevard
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,192,2,998 West Mission Bay Drive
,Toronto,FALSE,Best Western Plus Toronto North York Hotel & Suites,,,+1 416-663-9500,216,2,50 Norfinch Drive
,Toronto,FALSE,Best Western Premier Toronto Airport Carlingview Hotel,,,+1 416-637-7000,150,2,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
,Toronto,FALSE,Best Western Primrose Hotel Downtown-Toronto,,,+1 800-780-7234,78,2,111 Carlton Street
,Toronto,FALSE,Bisha Hotel Toronto,,,+1 416-551-2800,232,2,80 Blue Jays Way
,Toronto,FALSE,Bond Place Hotel Toronto,,,+1 800-268-9390,156,2,65 Dundas Street East
,Toronto,FALSE,Cambridge Suites Toronto,,,+1 800-463-1990,136,2,15 Richmond Street East
,Toronto,FALSE,Courtyard By Marriott Toronto Airport,,,+1 416-675-0411,96,2,"231 Carlingview Drive, Etobicoke, Ontario M9W 5E8, Canada"
,Toronto,FALSE,Courtyard By Marriott Toronto Downtown,,,+1 416-924-0611,180,2,475 Yonge Street
,Toronto,FALSE,Crowne Plaza Toronto Airport,,,+1 416-675-1234,90,2,"33 Carlson Court, Etobicoke, Ontario M9W 6H5, Canada"
,Toronto,FALSE,Best Western Plus Toronto North York Hotel & Suites,,,+1 416-663-9500,180,2,50 Norfinch Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,144,1,1725 Long Beach Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,189,1,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,297,1,500 East First Street
,Long Beach,TRUE,Hampton Inn Long Beach Airport,,,+1 562-425-0012,126,1,3771 North Lakewood Boulevard
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,279,1,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,324,1,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,216,1,4700 Airport Plaza Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,138,1,1725 Long Beach Boulevard
,Portland,TRUE,Canopy By Hilton Portland Pearl District,,,+1 971-351-0230,296,3,425 Northwest 9th Avenue
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,148,1,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,100,1,20 West 29th Street
,New York,TRUE,11 Howard,,,+1 212-235-1111,192,1,11 Howard Street
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,198,2,3841 North Lakewood Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,111,2,500 East First Street
,Long Beach,TRUE,Holiday Inn Long Beach Downtown Area,,,+1 562-590-8858,189,2,1133 Atlantic Avenue
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,222,2,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hotel Current Long Beach,,,+1 562-597-5171,342,2,5325 Pacific Coast Highway
,Long Beach,TRUE,Hyatt Centric The Pike Long Beach,,,+1 562-432-1234,468,2,285 Bay Street
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,112,2,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,210,2,4700 Airport Plaza Drive
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,80,2,1725 Long Beach Boulevard
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,232,4,"34 Rue Jean Mermoz, 75008"
,Paris,FALSE,Amastan Paris,,,+33 1 49 52 99 70,444,4,"34 Rue Jean Mermoz, 75008"
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,204,2,2889 East Hastings Street
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,312,2,837 West Hastings Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,105,2,1100 Granville Street
,Vancouver,FALSE,Best Western Plus Sands,,,+1 604-682-1831,234,2,1755 Davie Street
,Vancouver,FALSE,Blue Horizon Hotel,,,+1 604-688-1411,162,2,1225 Robson Street
,Vancouver,FALSE,Coast Coal Harbour Vancouver Hotel By Apa,,,+1 604-697-0202,264,2,1180 West Hastings Street
,Vancouver,FALSE,Coast Vancouver Airport Hotel,,,+1 604-263-1555,288,2,1041 Southwest Marine Drive
,Vancouver,FALSE,Days Inn By Wyndham Vancouver Downtown,,,+1 604-681-4335,207,2,921 West Pender Street
,Vancouver,FALSE,Delta Hotels By Marriott Vancouver Downtown Suites,,,+1 844-254-5048,304,2,550 West Hastings Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,144,2,475 Howe Street
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,198,2,2889 East Hastings Street
,Fresno,TRUE,Piccadilly Inn Airport,,,+1 559-375-7760,324,3,5115 East McKinley Avenue
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,324,3,"Cira Centre South, 2929 Walnut Street"
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,324,3,998 West Mission Bay Drive
,San Diego,TRUE,Catamaran Resort Hotel And Spa,,,+1 858-488-1081,456,3,3999 Mission Boulevard
,San Diego,TRUE,Comfort Inn & Suites San Diego - Zoo Seaworld Area,,,+1 619-881-6200,174,3,2485 Hotel Circle Place
,San Diego,TRUE,Courtyard By Marriott San Diego Airport/Liberty Station,,,+1 619-221-1900,138,3,2592 Laning Road
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,40,1,749 Taylor Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,230,1,45 Park Lane
,London,FALSE,Abc Hyde Park Hotel,,,+44 20 7706 4660,186,1,121 Sussex Gardens
,London,FALSE,Accommodation London Bridge,,,+44 20 7403 4299,207,1,58 Great Dover Street
,London,FALSE,Ace Hotel London,,,+44 20 7613 9800,264,1,100 Shoreditch High Street
,London,FALSE,Airways Hotel London Victoria,,,+44 20 7834 0205,297,1,29-31 Saint George's Drive
,London,FALSE,Amba Hotel Charing Cross,,,+44 871 376 9012,276,1,Strand
,London,FALSE,Amba Hotel Marble Arch,,,+44 800 330 8523,288,1,Bryanston Street
,London,FALSE,Ambassadors Bloomsbury Hotel,,,+44 20 7388 9930,396,1,12 Upper Woburn Place
,London,FALSE,Ambassadors Hotel,,,+44 20 7373 1075,69,1,16 Collingham Road
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,180,1,45 Park Lane
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,204,3,2889 East Hastings Street
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,312,4,837 West Hastings Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,105,3,1100 Granville Street
,Vancouver,FALSE,Best Western Plus Sands,,,+1 604-682-1831,234,3,1755 Davie Street
,Vancouver,FALSE,Blue Horizon Hotel,,,+1 604-688-1411,162,3,1225 Robson Street
,Vancouver,FALSE,Coast Coal Harbour Vancouver Hotel By Apa,,,+1 604-697-0202,264,4,1180 West Hastings Street
,Vancouver,FALSE,Coast Vancouver Airport Hotel,,,+1 604-263-1555,288,3,1041 Southwest Marine Drive
,Vancouver,FALSE,Days Inn By Wyndham Vancouver Downtown,,,+1 604-681-4335,207,3,921 West Pender Street
,Vancouver,FALSE,Delta Hotels By Marriott Vancouver Downtown Suites,,,+1 844-254-5048,304,4,550 West Hastings Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,144,4,475 Howe Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,480,2,45 Park Lane
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,350,5,1414 6th Avenue
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,315,3,9920 Northeast Cascades Parkway
,Philadelphia,TRUE,Aloft Philadelphia Airport,,,+1 267-298-1700,93,3,4301 Island Avenue
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,99,3,4450 East Washington Street
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,264,4,8000 Arizona Grand Parkway
,Phoenix,TRUE,Cambria Hotel North Scottsdale Desert Ridge,,,+1 480-585-6644,228,3,4425 E Irma Ln&nbsp
,Phoenix,TRUE,Comfort Suites Phoenix North,,,+1 602-861-3900,74,2,10210 North 26th Drive
,Phoenix,TRUE,Courtyard By Marriott Phoenix Downtown,,,+1 602-603-2001,81,3,132 South Central Avenue
,Phoenix,TRUE,Crowne Plaza Phoenix Airport,,,+1 602-273-7778,351,3,4300 East Washington Street
,Phoenix,TRUE,Days Inn By Wyndham Airport - Phoenix,,,+1 800-615-3107,72,2,2900 East Van Buren Street
,Phoenix,TRUE,Doubletree Suites By Hilton Hotel Phoenix,,,+1 602-225-0500,99,3,320 North 44th Street
,Phoenix,TRUE,Drury Inn & Suites Phoenix Airport,,,+1 602-437-8400,174,3,3333 East University Drive
,Phoenix,TRUE,Drury Inn & Suites Phoenix Happy Valley,,,+1 623-879-8800,108,3,2335 West Pinnacle Peak Road
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,304,4,8000 Arizona Grand Parkway
,New York,TRUE,11 Howard,,,+1 212-235-1111,72,1,11 Howard Street
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,180,3,630 North Rush Street
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,192,3,1113 6th Avenue
,Seattle,TRUE,Four Seasons Hotel Seattle,,,+1 206-749-7000,150,3,99 Union Street
,Seattle,TRUE,Grand Hyatt Seattle,,,+1 206-774-1234,280,3,721 Pine Street
,Seattle,TRUE,Hampton Inn & Suites Seattle-Downtown,,,+1 206-282-7700,207,3,700 5th Avenue North
,Seattle,TRUE,Hilton Garden Inn Seattle Downtown,,,+1 206-467-7770,333,3,1821 Boren Avenue
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,27,1,749 Taylor Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,240,2,"60 Furman Street, Brooklyn"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,315,2,1414 6th Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,342,2,11 Howard Street
,New York,TRUE,6 Columbus Hotel,,,+1 212-204-3000,252,2,308 West 58th Street
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,432,2,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,348,2,20 West 29th Street
,New York,TRUE,Adria Hotel & Conference Center,,,+1 718-631-5900,261,2,"221-17 Northern Boulevard, Bayside"
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,384,2,42 West 58th Street
,New York,TRUE,Aka Times Square,,,+1 212-764-5700,276,2,123 West 44th Street
,New York,TRUE,Aka Wall Street,,,+1 212-252-9090,432,2,84 William Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,340,2,1414 6th Avenue
,New York,TRUE,Ac Hotel New York Times Square,,,+1 212-398-2700,148,2,260 West 40th Street
,New York,TRUE,Ace Hotel,,,+1 212-991-0551,100,2,20 West 29th Street
,New York,TRUE,Aka Central Park,,,+1 646-744-3100,168,2,42 West 58th Street
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,350,2,1414 6th Avenue
,Paris,FALSE,Ac Hotel By Marriott Paris Porte Maillot,,,+33 1 84 82 49 09,312,4,"6 Rue Gustave Charpentier, 75017"
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,204,3,1628 Chestnut Street
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,186,3,9000 Bartram Avenue
,Philadelphia,TRUE,Fairfield Inn & Suites By Marriott Philadelphia Downtown/Center City,,,+1 800-228-2800,126,2,261 South 13th Street
