car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Camry,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,35,Standard
Cruze,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,36,Standard
Prius,2019-03-05,Atlanta,2019-03-04,Peachtree Station,13:30,29,Standard
Sentra,2019-03-05,Atlanta,2019-03-04,Hartsfield-Jackson International Airport,13:30,33,Standard
Cruze,2019-03-05,,2019-03-04,Hartsfield-Jackson International Airport,13:30,36,Standard
Altima,2019-03-04,San Francisco,2019-03-03,SFO International Airport,15:00,30,Standard
Civic,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,15:00,31,Standard
Cruze,2019-03-04,San Francisco,2019-03-03,SFO International Airport,15:00,38,Standard
Fusion,2019-03-04,San Francisco,2019-03-03,SFO International Airport,15:00,35,Standard
Prius,2019-03-04,San Francisco,2019-03-03,SFO International Airport,15:00,30,Standard
Sentra,2019-03-04,San Francisco,2019-03-03,Salesforce Transit Center,15:00,27,Standard
Altima,2019-03-04,,2019-03-03,SFO International Airport,15:00,30,Standard
Bolt,2019-03-05,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,14:00,87,Compact
Cooper,2019-03-05,Atlanta,2019-03-02,Peachtree Station,14:00,81,Compact
Fit,2019-03-05,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,14:00,84,Compact
Forte,2019-03-05,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,14:00,84,Compact
GTI,2019-03-05,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,14:00,78,Compact
Golf,2019-03-05,Atlanta,2019-03-02,Peachtree Station,14:00,75,Compact
Bolt,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,62,Compact
Cooper,2019-03-05,Atlanta,2019-03-03,Peachtree Station,16:30,54,Compact
Fit,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,56,Compact
Forte,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,52,Compact
GTI,2019-03-05,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,58,Compact
Golf,2019-03-05,Atlanta,2019-03-03,Peachtree Station,16:30,44,Compact
Camry,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,31,Standard
Cruze,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,32,Standard
Prius,2019-03-04,Atlanta,2019-03-03,Peachtree Station,16:30,32,Standard
Sentra,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,16:30,33,Standard
Camry,2019-03-04,,2019-03-03,Hartsfield-Jackson International Airport,16:30,31,Standard
Accord,2019-03-07,Portland,2019-03-06,PDX International Airport,16:30,28,Standard
Camry,2019-03-07,Portland,2019-03-06,Portland Bus Station,16:30,28,Standard
Civic,2019-03-07,Portland,2019-03-06,PDX International Airport,16:30,37,Standard
Corolla,2019-03-07,Portland,2019-03-06,Union Station,16:30,29,Standard
Cruze,2019-03-07,Portland,2019-03-06,PDX International Airport,16:30,31,Standard
Fusion,2019-03-07,Portland,2019-03-06,Union Station,16:30,34,Standard
Prius,2019-03-07,Portland,2019-03-06,PDX International Airport,16:30,32,Standard
Sentra,2019-03-07,Portland,2019-03-06,Portland Bus Station,16:30,32,Standard
Accord,2019-03-07,,2019-03-06,PDX International Airport,16:30,28,Standard
Accord,2019-03-10,Chicago,2019-03-07,O'Hare International Airport,18:30,93,Standard
Altima,2019-03-10,Chicago,2019-03-07,O'Hare International Airport,18:30,96,Standard
Prius,2019-03-10,Chicago,2019-03-07,O'Hare International Airport,18:30,105,Standard
Accord,2019-03-10,,2019-03-07,O'Hare International Airport,18:30,93,Standard
Accord,2019-03-12,Portland,2019-03-11,PDX International Airport,18:30,35,Standard
Camry,2019-03-12,Portland,2019-03-11,Portland Bus Station,18:30,24,Standard
Civic,2019-03-12,Portland,2019-03-11,PDX International Airport,18:30,37,Standard
Cruze,2019-03-12,Portland,2019-03-11,PDX International Airport,18:30,27,Standard
Prius,2019-03-12,Portland,2019-03-11,PDX International Airport,18:30,25,Standard
Sentra,2019-03-12,Portland,2019-03-11,Portland Bus Station,18:30,30,Standard
Accord,2019-03-12,,2019-03-11,PDX International Airport,18:30,35,Standard
Camry,2019-03-09,Los Angeles,2019-03-08,LAX International Airport,18:00,35,Standard
Civic,2019-03-09,Los Angeles,2019-03-08,Union Station,18:00,27,Standard
Corolla,2019-03-09,Los Angeles,2019-03-08,LAX International Airport,18:00,32,Standard
Cruze,2019-03-09,Los Angeles,2019-03-08,Union Station,18:00,34,Standard
Elantra,2019-03-09,Los Angeles,2019-03-08,LAX International Airport,18:00,34,Standard
Fusion,2019-03-09,Los Angeles,2019-03-08,LAX International Airport,18:00,31,Standard
Camry,2019-03-09,,2019-03-08,LAX International Airport,18:00,35,Standard
Corolla,2019-03-08,Sydney,2019-03-07,Kingsford Smith International Airport,17:00,33,Standard
Cruze,2019-03-08,Sydney,2019-03-07,Kingsford Smith International Airport,17:00,38,Standard
Elantra,2019-03-08,Sydney,2019-03-07,Kingsford Smith International Airport,17:00,35,Standard
Fusion,2019-03-08,Sydney,2019-03-07,Kingsford Smith International Airport,17:00,29,Standard
Corolla,2019-03-08,,2019-03-07,Kingsford Smith International Airport,17:00,33,Standard
Corolla,2019-03-13,Mexico City,2019-03-12,Benito Juarez International Airport,18:30,23,Standard
Prius,2019-03-13,Mexico City,2019-03-12,Benito Juarez International Airport,18:30,22,Standard
Sentra,2019-03-13,Mexico City,2019-03-12,Benito Juarez International Airport,18:30,22,Standard
Corolla,2019-03-13,,2019-03-12,Benito Juarez International Airport,18:30,23,Standard
Camry,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,14:00,33,Standard
Cruze,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,14:00,36,Standard
Prius,2019-03-06,Atlanta,2019-03-05,Peachtree Station,14:00,35,Standard
Sentra,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,14:00,29,Standard
Bolt,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,17:00,28,Compact
Cooper,2019-03-06,Atlanta,2019-03-05,Peachtree Station,17:00,26,Compact
Fit,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,17:00,29,Compact
Forte,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,17:00,27,Compact
GTI,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,17:00,26,Compact
Golf,2019-03-06,Atlanta,2019-03-05,Peachtree Station,17:00,24,Compact
Bolt,2019-03-06,,2019-03-05,Hartsfield-Jackson International Airport,17:00,28,Compact
Accord,2019-03-12,Portland,2019-03-11,PDX International Airport,18:00,35,Standard
Camry,2019-03-12,Portland,2019-03-11,Portland Bus Station,18:00,24,Standard
Civic,2019-03-12,Portland,2019-03-11,PDX International Airport,18:00,37,Standard
Cruze,2019-03-12,Portland,2019-03-11,PDX International Airport,18:00,27,Standard
Prius,2019-03-12,Portland,2019-03-11,PDX International Airport,18:00,25,Standard
Sentra,2019-03-12,Portland,2019-03-11,Portland Bus Station,18:00,30,Standard
Accord,2019-03-12,Portland,2019-03-11,Portland Bus Station,20:00,37,Standard
Camry,2019-03-12,Portland,2019-03-11,Portland Bus Station,20:00,24,Standard
Prius,2019-03-12,Portland,2019-03-11,Portland Bus Station,20:00,25,Standard
Sentra,2019-03-12,Portland,2019-03-11,Portland Bus Station,20:00,30,Standard
Camry,2019-03-12,,2019-03-11,Portland Bus Station,20:00,24,Standard
Camry,2019-03-10,Mexico City,2019-03-04,Estacion Buenavista,17:00,126,Standard
Civic,2019-03-10,Mexico City,2019-03-04,Estacion Buenavista,17:00,126,Standard
Corolla,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,138,Standard
Cruze,2019-03-10,Mexico City,2019-03-04,Estacion Buenavista,17:00,114,Standard
Prius,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,144,Standard
Sentra,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,132,Standard
CR-V,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,222,Full-size
Forester,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,204,Full-size
Golf,2019-03-10,Mexico City,2019-03-04,Benito Juarez International Airport,17:00,102,Compact
Cooper,2019-03-10,Mexico City,2019-03-06,Benito Juarez International Airport,17:00,68,Compact
Fit,2019-03-10,Mexico City,2019-03-06,Benito Juarez International Airport,17:00,72,Compact
Forte,2019-03-10,Mexico City,2019-03-06,Benito Juarez International Airport,17:00,76,Compact
Golf,2019-03-10,Mexico City,2019-03-06,Benito Juarez International Airport,17:00,76,Compact
Cooper,2019-03-10,,2019-03-06,Benito Juarez International Airport,17:00,68,Compact
Accord,2019-03-05,Portland,2019-03-04,Portland Bus Station,20:00,35,Standard
Camry,2019-03-05,Portland,2019-03-04,Portland Bus Station,20:00,31,Standard
Prius,2019-03-05,Portland,2019-03-04,Portland Bus Station,20:00,31,Standard
Sentra,2019-03-05,Portland,2019-03-04,Portland Bus Station,20:00,26,Standard
Accord,2019-03-05,,2019-03-04,Portland Bus Station,20:00,35,Standard
Accord,2019-03-08,London,2019-03-07,Gatwick International Airport,18:00,32,Standard
Altima,2019-03-08,London,2019-03-07,Heathrow International Airport,18:00,36,Standard
Cruze,2019-03-08,London,2019-03-07,Heathrow International Airport,18:00,30,Standard
Elantra,2019-03-08,London,2019-03-07,Heathrow International Airport,18:00,32,Standard
Prius,2019-03-08,London,2019-03-07,Heathrow International Airport,18:00,33,Standard
Accord,2019-03-08,,2019-03-07,Gatwick International Airport,18:00,32,Standard
Accord,2019-03-12,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,136,Standard
Camry,2019-03-12,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,144,Standard
Prius,2019-03-12,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,148,Standard
Bolt,2019-03-09,Phoenix,2019-03-08,Phoenix Union Station,11:00,30,Compact
Cooper,2019-03-09,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,24,Compact
Fit,2019-03-09,Phoenix,2019-03-08,Phoenix Union Station,11:00,26,Compact
GTI,2019-03-09,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,29,Compact
Leaf,2019-03-09,Phoenix,2019-03-08,Sky Harbor International Airport,11:00,26,Compact
Bolt,2019-03-09,,2019-03-08,Phoenix Union Station,11:00,30,Compact
Accord,2019-03-12,Portland,2019-03-08,PDX International Airport,13:30,156,Standard
Camry,2019-03-12,Portland,2019-03-08,Portland Bus Station,13:30,96,Standard
Civic,2019-03-12,Portland,2019-03-08,PDX International Airport,13:30,136,Standard
Corolla,2019-03-12,Portland,2019-03-08,Union Station,13:30,136,Standard
Cruze,2019-03-12,Portland,2019-03-08,PDX International Airport,13:30,120,Standard
Fusion,2019-03-12,Portland,2019-03-08,Union Station,13:30,124,Standard
Prius,2019-03-12,Portland,2019-03-08,PDX International Airport,13:30,148,Standard
Sentra,2019-03-12,Portland,2019-03-08,Portland Bus Station,13:30,140,Standard
Accord,2019-03-12,,2019-03-08,PDX International Airport,13:30,156,Standard
Accord,2019-03-13,New York,2019-03-08,Grand Central Station,17:00,180,Standard
Altima,2019-03-13,New York,2019-03-08,Port Authority Station,17:00,160,Standard
Corolla,2019-03-13,New York,2019-03-08,Grand Central Station,17:00,155,Standard
Elantra,2019-03-13,New York,2019-03-08,Port Authority Station,17:00,165,Standard
Prius,2019-03-13,New York,2019-03-08,Port Authority Station,17:00,145,Standard
Accord,2019-03-13,,2019-03-08,Grand Central Station,17:00,180,Standard
Accord,2019-03-14,Chicago,2019-03-12,O'Hare International Airport,16:30,70,Standard
Altima,2019-03-14,Chicago,2019-03-12,O'Hare International Airport,16:30,60,Standard
Fusion,2019-03-14,Chicago,2019-03-12,Chicago Union Station,16:30,62,Standard
Prius,2019-03-14,Chicago,2019-03-12,O'Hare International Airport,16:30,74,Standard
Sentra,2019-03-14,Chicago,2019-03-12,Chicago Union Station,16:30,60,Standard
Bolt,2019-03-14,Chicago,2019-03-12,Chicago Union Station,16:30,50,Compact
Cooper,2019-03-14,Chicago,2019-03-12,O'Hare International Airport,16:30,54,Compact
Forte,2019-03-14,Chicago,2019-03-12,O'Hare International Airport,16:30,54,Compact
Golf,2019-03-14,Chicago,2019-03-12,Chicago Union Station,16:30,54,Compact
Leaf,2019-03-14,Chicago,2019-03-12,Chicago Union Station,16:30,52,Compact
Bolt,2019-03-14,,2019-03-12,Chicago Union Station,16:30,50,Compact
Bolt,2019-03-07,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,17:00,30,Compact
Cooper,2019-03-07,Atlanta,2019-03-06,Peachtree Station,17:00,27,Compact
Fit,2019-03-07,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,17:00,28,Compact
Forte,2019-03-07,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,17:00,28,Compact
GTI,2019-03-07,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,17:00,29,Compact
Golf,2019-03-07,Atlanta,2019-03-06,Peachtree Station,17:00,26,Compact
Bolt,2019-03-07,,2019-03-06,Hartsfield-Jackson International Airport,17:00,30,Compact
Accord,2019-03-10,Portland,2019-03-08,Portland Bus Station,20:00,62,Standard
Camry,2019-03-10,Portland,2019-03-08,Portland Bus Station,20:00,62,Standard
Prius,2019-03-10,Portland,2019-03-08,Portland Bus Station,20:00,64,Standard
Sentra,2019-03-10,Portland,2019-03-08,Portland Bus Station,20:00,50,Standard
Accord,2019-03-10,,2019-03-08,Portland Bus Station,20:00,62,Standard
Camry,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,160,Standard
Cruze,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,136,Standard
Prius,2019-03-09,Atlanta,2019-03-05,Peachtree Station,15:30,116,Standard
Sentra,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,136,Standard
Cruze,2019-03-09,,2019-03-05,Hartsfield-Jackson International Airport,15:30,136,Standard
Altima,2019-03-11,San Francisco,2019-03-09,SFO International Airport,17:00,64,Standard
Civic,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,17:00,76,Standard
Cruze,2019-03-11,San Francisco,2019-03-09,SFO International Airport,17:00,64,Standard
Fusion,2019-03-11,San Francisco,2019-03-09,SFO International Airport,17:00,62,Standard
Prius,2019-03-11,San Francisco,2019-03-09,SFO International Airport,17:00,72,Standard
Sentra,2019-03-11,San Francisco,2019-03-09,Salesforce Transit Center,17:00,56,Standard
Altima,2019-03-11,,2019-03-09,SFO International Airport,17:00,64,Standard
Altima,2019-03-13,Philadelphia,2019-03-10,30th Street Station,15:00,90,Standard
Civic,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,15:00,81,Standard
Corolla,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,15:00,99,Standard
Cruze,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,15:00,105,Standard
Elantra,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,15:00,84,Standard
Fusion,2019-03-13,Philadelphia,2019-03-10,PHL International Airport,15:00,96,Standard
Prius,2019-03-13,Philadelphia,2019-03-10,Intercity Terminal,15:00,114,Standard
Sentra,2019-03-13,Philadelphia,2019-03-10,30th Street Station,15:00,114,Standard
Altima,2019-03-13,,2019-03-10,30th Street Station,15:00,90,Standard
Accord,2019-03-08,Paris,2019-03-06,Charles de Gaulle International Airport,18:30,66,Standard
Cruze,2019-03-08,Paris,2019-03-06,Charles de Gaulle International Airport,18:30,74,Standard
Prius,2019-03-08,Paris,2019-03-06,Charles de Gaulle International Airport,18:30,66,Standard
Sentra,2019-03-08,Paris,2019-03-06,Charles de Gaulle International Airport,18:30,68,Standard
Cruze,2019-03-08,,2019-03-06,Charles de Gaulle International Airport,18:30,74,Standard
Accord,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,18:00,30,Standard
Camry,2019-03-13,San Diego,2019-03-12,SAN International Airport,18:00,30,Standard
Civic,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,18:00,33,Standard
Elantra,2019-03-13,San Diego,2019-03-12,SAN International Airport,18:00,37,Standard
Fusion,2019-03-13,San Diego,2019-03-12,SAN International Airport,18:00,33,Standard
Sentra,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,18:00,29,Standard
Accord,2019-03-13,,2019-03-12,Santa Fe Depot,18:00,30,Standard
Accord,2019-03-13,Chicago,2019-03-12,O'Hare International Airport,12:30,31,Standard
Altima,2019-03-13,Chicago,2019-03-12,O'Hare International Airport,12:30,36,Standard
Prius,2019-03-13,Chicago,2019-03-12,O'Hare International Airport,12:30,31,Standard
Fusion,2019-03-13,Chicago,2019-03-12,Chicago Union Station,13:00,31,Standard
Sentra,2019-03-13,Chicago,2019-03-12,Chicago Union Station,13:00,33,Standard
Accord,2019-03-13,,2019-03-12,O'Hare International Airport,12:30,31,Standard
Altima,2019-03-12,San Francisco,2019-03-05,SFO International Airport,12:30,266,Standard
Sentra,2019-03-12,San Francisco,2019-03-05,Salesforce Transit Center,12:30,245,Standard
Altima,2019-03-12,,2019-03-05,SFO International Airport,12:30,266,Standard
Altima,2019-03-11,San Francisco,2019-03-07,SFO International Airport,15:00,120,Standard
Civic,2019-03-11,San Francisco,2019-03-07,Salesforce Transit Center,15:00,116,Standard
Cruze,2019-03-11,San Francisco,2019-03-07,SFO International Airport,15:00,164,Standard
Fusion,2019-03-11,San Francisco,2019-03-07,SFO International Airport,15:00,116,Standard
Prius,2019-03-11,San Francisco,2019-03-07,SFO International Airport,15:00,140,Standard
Sentra,2019-03-11,San Francisco,2019-03-07,Salesforce Transit Center,15:00,124,Standard
Altima,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:00,37,Standard
Civic,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,15:00,31,Standard
Cruze,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:00,30,Standard
