city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Anaheim,3/14/2019,Angels Vs Orioles,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/4/2019,Angels Vs Red Sox,19:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/10/2019,Angels Vs Tigers,18:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/11/2019,Angels Vs White Sox,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/3/2019,La Angels Vs Houston,19:30,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/8/2019,Angels Vs Astros,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
New York,3/10/2019,Ben Harper,19:00,Pier 17,89 South Street,,,
Washington D.C.,3/14/2019,Dc United Vs Revolution,17:30,Audi Field,100 Potomac Avenue Southwest,,Soccer,Sports
Washington D.C.,3/12/2019,El Salvador Vs Haiti,18:30,RFK Stadium,2400 East Capitol Street Southeast,,Soccer,Sports
Washington D.C.,3/3/2019,Mystics Vs Sky,18:00,Capital One Arena,601 F Street Northwest,,Basketball,Sports
Washington D.C.,3/4/2019,Mystics Vs Sun,17:00,Entertainment & Sports Arena,1100 Oak Drive SE,,Basketball,Sports
Washington D.C.,3/4/2019,Nationals Vs Braves,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/3/2019,Nationals Vs Brewers,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/12/2019,Nationals Vs Diamondbacks,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/3/2019,Nationals Vs Dodgers,17:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/13/2019,Nationals Vs Indians,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/13/2019,Nationals Vs Orioles,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
New York,3/1/2019,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",,,
Anaheim,3/7/2019,Angels Vs Astros,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,,
New York,3/1/2019,Americo,18:30,La Boom,"56-15 Northern Boulevard, Woodside",,International,Music
New York,3/1/2019,Blowout Music Festival,19:30,Knockdown Center,"52-19 Flushing Avenue, Maspeth",,Hip Hop,Music
New York,3/1/2019,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/1/2019,Crooked Colours,19:00,Rough Trade NYC,"64 North 9th Street, Brooklyn",,Electronica,Music
New York,3/1/2019,Greensky Bluegrass,18:00,Pier 17,89 South Street,,Blues,Music
New York,3/1/2019,Jamey Johnson,19:30,Sony Hall,235 West 46th Street,,Country,Music
New York,3/1/2019,Jethro Tull,17:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/1/2019,Laura Osnes,19:30,Sony Hall,235 West 46th Street,,Classical,Music
New York,3/1/2019,Lyfe Jennings,18:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/1/2019,Blowout Music Festival,19:30,Knockdown Center,"52-19 Flushing Avenue, Maspeth",,,
Los Angeles,3/7/2019,Dodgers Vs Rockies,18:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/7/2019,Lafc Vs Rapids,19:30,Banc of California Stadium,3939 South Figueroa Street,,Soccer,Sports
Los Angeles,3/7/2019,Sparks Vs Lynx,18:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/7/2019,Sparks Vs Mystics,19:30,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/7/2019,Sparks Vs Storm,19:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/7/2019,Trojans Vs Bulldogs,19:30,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/7/2019,Usc Vs Oregon,18:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/7/2019,Usc Vs Ucla,19:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/7/2019,Usc Vs Utah,17:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/7/2019,Dodgers Vs Rockies,18:30,Dodger Stadium,1000 Vin Scully Ave,,,
Washington D.C.,3/14/2019,Nationals Vs Phillies,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/14/2019,Nationals Vs Reds,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/11/2019,Nationals Vs Rockies,17:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/6/2019,Nationals Vs Royals,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/6/2019,Nationals Vs Braves,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
Phoenix,3/2/2019,Arizona Vs La Dodgers,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/4/2019,Arizona Vs Milwaukee,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/2/2019,Diamondbacks Vs Brewers,18:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/1/2019,Diamondbacks Vs Cardinals,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/14/2019,Diamondbacks Vs Dodgers,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/1/2019,Diamondbacks Vs Giants,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/14/2019,Diamondbacks Vs Marlins,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/1/2019,Diamondbacks Vs Mets,18:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Nationals,19:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Orioles,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/11/2019,Arizona Vs La Dodgers,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/11/2019,Diamondbacks Vs Dodgers,17:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/11/2019,Diamondbacks Vs Giants,18:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/11/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/11/2019,Diamondbacks Vs Dodgers,17:00,Chase Field,401 East Jefferson Street,,,
New York,3/8/2019,Mets Vs Cubs,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/8/2019,Mets Vs Pirates,17:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/8/2019,Mets Vs Rockies,17:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/8/2019,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/8/2019,Nycfc Vs United,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/8/2019,Yankees Vs Angels,18:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/8/2019,Yankees Vs Blue Jays,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/8/2019,Yankees Vs Orioles,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/8/2019,Mets Vs Cubs,18:00,Citi Field,123-01 Roosevelt Avenue,,,
Atlanta,3/11/2019,Falcons Vs Buccaneers,18:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/10/2019,Falcons Vs Jaguars,18:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/11/2019,Falcons Vs Rams,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/13/2019,Falcons Vs Redskins,17:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/11/2019,Panthers Vs Jaguars,19:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/10/2019,Panthers Vs Mountaineers,17:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/9/2019,Panthers Vs Paladins,18:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/5/2019,Panthers Vs Trojans,18:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/11/2019,United Vs Earthquakes,18:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/5/2019,United Vs Red Bulls,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/10/2019,United Vs Revolution,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/6/2019,United Vs United,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Soccer,Sports
Atlanta,3/5/2019,United Vs Red Bulls,17:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
San Francisco,3/8/2019,Giants Vs Brewers,19:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/8/2019,Giants Vs Diamondbacks,19:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/8/2019,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/8/2019,Giants Vs Marlins,17:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/8/2019,Giants Vs Phillies,17:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/8/2019,Giants Vs Brewers,19:00,Oracle Park,24 Willie Mays Plaza,,,
Los Angeles,3/14/2019,Bill Callahan,19:30,Lodge Room,"104 N. Ave 56, 2nd Floor",,Country,Music
Los Angeles,3/1/2019,Girl In Red,19:00,The Teragram Ballroom,1234 West 7th Street,,Pop,Music
Los Angeles,3/10/2019,Gloryhammer,18:00,1720(tm),1720 East 16th Street,,Rock,Music
Los Angeles,3/11/2019,Guided By Voices,17:30,The Teragram Ballroom,1234 West 7th Street,,Rock,Music
Los Angeles,3/1/2019,Jordan Rakei,17:00,Regent Theater DTLA,448 South Main Street,,Jazz,Music
Los Angeles,3/5/2019,Kishi Bashi,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,Electronica,Music
Los Angeles,3/13/2019,Lights,18:30,The Teragram Ballroom,1234 West 7th Street,,Electronica,Music
Los Angeles,3/11/2019,Murder City Devils,19:30,The Teragram Ballroom,1234 West 7th Street,,Rock,Music
Los Angeles,3/13/2019,Spose,17:00,1720(tm),1720 East 16th Street,,Hip Hop,Music
Los Angeles,3/5/2019,Starset,19:00,Regent Theater DTLA,448 South Main Street,,Rock,Music
Los Angeles,3/10/2019,Girl In Red,19:30,The Teragram Ballroom,1234 West 7th Street,,Pop,Music
Washington D.C.,3/2/2019,Nationals Vs Diamondbacks,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/2/2019,Nationals Vs Dodgers,19:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/2/2019,Nationals Vs Rockies,18:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/2/2019,Nationals Vs White Sox,18:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/2/2019,Nationals Vs Diamondbacks,18:00,Nationals Park,1500 South Capitol Street Southeast,,,
New York,3/5/2019,Mets Vs Pirates,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/5/2019,Mets Vs Rockies,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/5/2019,Nycfc Vs Dynamo,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Nycfc Vs Timbers,18:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Nycfc Vs Union,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Nycfc Vs United,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Yankees Vs Angels,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Yankees Vs Blue Jays,18:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Yankees Vs Diamondbacks,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/5/2019,Nycfc Vs Dynamo,17:00,Yankee Stadium,1 East 161 Street,,,
San Francisco,3/1/2019,Allan Rayman,18:00,August Hall,420 Mason Street,,Hip Hop,Music
San Francisco,3/14/2019,Carmina Burana,18:00,San Francisco Symphony,201 Van Ness Avenue,,Classical,Music
San Francisco,3/1/2019,Celine Dion,19:00,Chase Center Experience,500 Terry A Francois Boulevard Suite 73,,Pop,Music
San Francisco,3/12/2019,Cher,19:00,Chase Center Experience,500 Terry A Francois Boulevard Suite 73,,Pop,Music
San Francisco,3/9/2019,Electric Feels,17:00,August Hall,420 Mason Street,,Electronica,Music
San Francisco,3/11/2019,Matt Corby,18:00,August Hall,420 Mason Street,,Christian,Music
San Francisco,3/14/2019,Okkervil River,18:00,The Chapel,777 Valencia Street,,Country,Music
San Francisco,3/10/2019,Remo Drive,18:00,The Chapel,777 Valencia Street,,Pop,Music
San Francisco,3/12/2019,San Francisco Symphony,18:00,San Francisco Symphony,201 Van Ness Avenue,,Classical,Music
San Francisco,3/2/2019,The Drums,18:00,August Hall,420 Mason Street,,Pop,Music
Berkeley,3/12/2019,Phutureprimitive,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,,Electronica,Music
Santa Rosa,3/10/2019,Huichica Music Festival,18:00,The Sandman Hotel,3421 Cleveland Avenue,,Pop,Music
Santa Rosa,3/14/2019,Huichica Music Festival,19:30,The Sandman Hotel,3421 Cleveland Avenue,,,
Chicago,3/12/2019,Billy Currington,18:30,Gallagher Way,3635 North Clark Street,,Country,Music
New York,3/9/2019,Mets Vs Braves,17:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/10/2019,Mets Vs Diamondbacks,18:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Mets Vs Dodgers,18:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/3/2019,Mets Vs Indians,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/1/2019,Mets Vs Padres,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/14/2019,Mets Vs Phillies,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/11/2019,Mets Vs Rockies,18:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/9/2019,Mets Vs Yankees,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/9/2019,Mets Vs Braves,17:00,Citi Field,123-01 Roosevelt Avenue,,,
Los Angeles,3/1/2019,Dodgers Vs Cubs,17:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/8/2019,Dodgers Vs Diamondbacks,18:00,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/12/2019,Dodgers Vs Giants,19:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/13/2019,Dodgers Vs Marlins,18:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/4/2019,Dodgers Vs Rockies,17:30,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
Los Angeles,3/2/2019,Lafc Vs Atlanta United,17:30,Banc of California Stadium,3939 South Figueroa Street,,Soccer,Sports
Los Angeles,3/13/2019,Lafc Vs Rapids,19:30,Banc of California Stadium,3939 South Figueroa Street,,Soccer,Sports
Los Angeles,3/8/2019,Lafc Vs Toronto Fc,18:00,Banc of California Stadium,3939 South Figueroa Street,,Soccer,Sports
Los Angeles,3/11/2019,Rams Vs Cardinals,18:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Los Angeles,3/8/2019,Sparks Vs Lynx,19:00,STAPLES Center,1111 South Figueroa Street,,Basketball,Sports
Los Angeles,3/12/2019,Dodgers Vs Diamondbacks,18:00,Dodger Stadium,1000 Vin Scully Ave,,Baseball,Sports
New York,3/14/2019,Mets Vs Braves,18:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/14/2019,Mets Vs Pirates,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/14/2019,Nycfc Vs Dynamo,18:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/14/2019,Revolution Vs Nycfc,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/14/2019,Yankees Vs Indians,19:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/14/2019,Yankees Vs Rangers,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/14/2019,Yankees Vs Rays,17:30,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/14/2019,Mets Vs Braves,18:00,Citi Field,123-01 Roosevelt Avenue,,,
San Francisco,3/14/2019,Carmina Burana,18:00,San Francisco Symphony,201 Van Ness Avenue,,,
New York,3/12/2019,Ben Harper,18:00,Pier 17,89 South Street,,Blues,Music
New York,3/12/2019,Greensky Bluegrass,18:00,Pier 17,89 South Street,,Blues,Music
New York,3/12/2019,Mac Demarco,19:30,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Blues,Music
New York,3/12/2019,Shanice,17:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/12/2019,Vivian Green,19:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/12/2019,Ben Harper,18:00,Pier 17,89 South Street,,,
New York,3/7/2019,Chris Botti,17:00,Sony Hall,235 West 46th Street,,,
Anaheim,3/1/2019,Brown Sabbath,19:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,,Funk,Music
Philadelphia,3/9/2019,Phillies Vs Braves,19:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/12/2019,Phillies Vs Cubs,17:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/9/2019,Phillies Vs Diamondbacks,19:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/11/2019,Phillies Vs Mets,17:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/9/2019,Phillies Vs Padres,17:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/1/2019,Phillies Vs Pirates,18:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/1/2019,Phillies Vs White Sox,18:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Atlanta,3/11/2019,Falcons Vs Rams,18:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
London,3/11/2019,Beyond The Black,19:00,Boston Music Room,178 Junction Road,,Rock,Music
London,3/14/2019,Crystal Lake,17:30,Boston Music Room,178 Junction Road,,Rock,Music
London,3/9/2019,Imperial Daze,19:30,The Victoria Dalston,451 Queensbridge Road,,Pop,Music
London,3/12/2019,Shakey Graves,19:30,The Dome,2A Dartmouth Park Hill,,Blues,Music
London,3/6/2019,Wallows,17:00,Electric Brixton,Town Hall Parade,,Rock,Music
London,3/9/2019,Beyond The Black,17:00,Boston Music Room,178 Junction Road,,,
San Diego,3/9/2019,Alejandro Sanz,19:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,International,Music
San Diego,3/4/2019,Aly And Aj,19:30,The Observatory North Park,2891 University Avenue,,Pop,Music
San Diego,3/14/2019,Bastille,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Pop,Music
San Diego,3/13/2019,Fidlar,18:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/12/2019,Greta Van Fleet,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Blues,Music
San Diego,3/12/2019,Hozier,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Blues,Music
San Diego,3/10/2019,Lizzo,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Hip Hop,Music
San Diego,3/8/2019,Local Natives,17:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/9/2019,Prettymuch,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Pop,Music
San Diego,3/10/2019,Psychedelic Furs,17:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/4/2019,Alejandro Sanz,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
Philadelphia,3/8/2019,Blueface,17:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/13/2019,Conan Gray,19:00,The Fillmore Philadelphia,29 East Allen Street,,Pop,Music
Philadelphia,3/11/2019,Don Broco,18:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/7/2019,Girl In Red,18:00,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Philadelphia,3/12/2019,Hot Water Music,18:30,Underground Arts,1200 Callowhill Street,,Rock,Music
Philadelphia,3/7/2019,Lauv,18:30,The Fillmore Philadelphia,29 East Allen Street,,Jazz,Music
Philadelphia,3/6/2019,Lights,17:30,The Foundry,29 East Allen Street 2nd Floor,,Electronica,Music
Philadelphia,3/2/2019,Nav With Killy,18:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/3/2019,Northlane,17:00,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/13/2019,The Lemonheads,19:00,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/1/2019,Phillies Vs Cubs,18:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/1/2019,Phillies Vs Diamondbacks,17:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/1/2019,Phillies Vs Cubs,18:00,Citizens Bank Park,1 Citizens Bank Way,,,
San Francisco,3/13/2019,Giants Vs Brewers,18:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/12/2019,Giants Vs Cardinals,18:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/1/2019,Giants Vs Diamondbacks,18:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/12/2019,Giants Vs Dodgers,17:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/5/2019,Giants Vs Marlins,19:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/2/2019,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
