airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Southwest Airlines,2019-03-03,San Diego,True,1,Las Vegas,21:29,20:15,130,Economy,06:49,05:35,2019-03-12
Delta Airlines,2019-03-01,London,False,1,Seattle,07:49,08:35,647,Economy,19:22,09:30,2019-03-07
American Airlines,2019-03-05,New York,False,1,San Francisco,14:21,04:55,415,Economy,23:25,18:00,2019-03-13
Delta Airlines,2019-03-05,New York,True,1,San Francisco,19:16,09:50,334,Economy,01:01,21:35,2019-03-13
Southwest Airlines,2019-03-05,New York,True,1,San Francisco,14:11,04:45,312,Economy,21:41,18:15,2019-03-13
United Airlines,2019-03-05,New York,True,1,San Francisco,01:56,16:30,313,Economy,23:01,19:35,2019-03-13
American Airlines,2019-03-07,Chicago,True,1,San Francisco,23:47,17:00,281,Economy,19:22,16:35,2019-03-14
Delta Airlines,2019-03-07,Chicago,True,1,San Francisco,03:57,21:10,278,Economy,18:57,16:10,2019-03-14
Southwest Airlines,2019-03-07,Chicago,False,1,San Francisco,19:14,07:55,389,Economy,19:47,17:00,2019-03-14
United Airlines,2019-03-07,Chicago,True,1,San Francisco,22:22,15:35,278,Economy,22:37,19:50,2019-03-14
American Airlines,2019-03-01,London,False,1,Washington,07:49,14:55,599,Economy,04:55,12:45,2019-03-12
Delta Airlines,2019-03-01,London,False,1,Washington,08:22,12:55,501,Economy,19:06,09:30,2019-03-12
United Airlines,2019-03-01,London,False,1,Washington,07:49,10:00,542,Economy,21:43,12:40,2019-03-12
American Airlines,2019-03-02,London,False,1,San Francisco,06:47,04:55,586,Economy,01:05,12:45,2019-03-12
United Airlines,2019-03-02,London,False,1,San Francisco,06:47,08:20,636,Economy,22:37,12:40,2019-03-12
United Airlines,2019-03-02,Paris,False,2,Atlanta,04:27,07:25,561,Economy,05:26,15:00,2019-03-12
Delta Airlines,2019-03-05,New York,True,1,Atlanta,10:47,08:25,284,Premium Economy,21:27,19:05,2019-03-11
United Airlines,2019-03-03,Berlin,True,1,Chicago,14:51,21:20,372,Economy,02:01,22:30,2019-03-10
United Airlines,2019-03-02,Vancouver,False,1,Las Vegas,10:47,04:30,368,Economy,17:45,09:25,2019-03-14
American Airlines,2019-03-11,Chicago,True,1,Los Angeles,11:47,05:15,253,Economy,12:52,10:20,2019-03-14
Delta Airlines,2019-03-11,Chicago,True,1,Los Angeles,14:52,08:20,286,Economy,15:27,12:55,2019-03-14
Southwest Airlines,2019-03-11,Chicago,True,1,Los Angeles,18:32,12:00,271,Economy,21:52,19:20,2019-03-14
United Airlines,2019-03-11,Chicago,False,1,Los Angeles,16:07,09:35,345,Economy,13:35,09:10,2019-03-14
American Airlines,2019-03-02,Los Angeles,False,3,Washington,13:15,10:30,366,Economy,18:48,07:40,2019-03-10
Delta Airlines,2019-03-02,Los Angeles,False,3,Washington,11:00,05:35,359,Economy,14:40,05:55,2019-03-10
Southwest Airlines,2019-03-02,Los Angeles,False,3,Washington,15:15,12:30,343,Economy,21:43,12:00,2019-03-10
United Airlines,2019-03-02,Los Angeles,False,3,Washington,16:05,13:20,335,Economy,23:05,11:00,2019-03-10
American Airlines,2019-03-04,New York,True,2,Los Angeles,21:15,12:05,314,Economy,16:50,13:40,2019-03-09
Delta Airlines,2019-03-04,New York,False,2,Los Angeles,17:46,05:15,429,Economy,13:04,08:00,2019-03-09
Southwest Airlines,2019-03-04,New York,True,2,Los Angeles,07:15,22:05,296,Economy,01:05,21:55,2019-03-09
United Airlines,2019-03-04,New York,True,2,Los Angeles,20:10,11:00,307,Economy,15:00,11:50,2019-03-09
American Airlines,2019-03-01,Berlin,False,1,Chicago,18:30,16:35,514,Economy,06:26,02:55,2019-03-14
Delta Airlines,2019-03-01,Berlin,False,1,Chicago,01:06,07:35,528,Economy,04:02,15:50,2019-03-14
United Airlines,2019-03-01,Berlin,True,1,Chicago,14:51,21:20,404,Economy,02:01,22:30,2019-03-14
American Airlines,2019-03-02,New York,False,1,Cape Town,11:56,14:05,302,Economy,19:57,06:20,2019-03-10
American Airlines,2019-03-03,New York,False,1,Chicago,08:24,05:05,227,Economy,17:26,13:35,2019-03-11
American Airlines,2019-03-04,Toronto,False,1,Atlanta,12:25,05:10,289,Economy,09:06,00:00,2019-03-14
Delta Airlines,2019-03-04,Toronto,False,1,Atlanta,11:13,06:50,325,Economy,20:11,12:50,2019-03-14
Delta Airlines,2019-03-02,Vancouver,False,4,Seattle,10:47,04:10,364,Economy,13:01,06:35,2019-03-13
United Airlines,2019-03-02,Vancouver,False,4,Seattle,21:56,10:35,502,Economy,17:47,09:25,2019-03-13
Delta Airlines,2019-03-05,London,True,1,New York,09:12,20:50,311,Economy,14:02,09:40,2019-03-13
United Airlines,2019-03-05,London,False,1,New York,06:47,18:25,432,Economy,20:12,09:15,2019-03-13
United Airlines,2019-03-04,Toronto,False,1,San Diego,19:34,09:15,368,Economy,10:59,04:45,2019-03-13
American Airlines,2019-03-02,New York,False,1,Phoenix,04:16,16:10,449,Economy,18:23,13:40,2019-03-09
Delta Airlines,2019-03-02,New York,False,1,Phoenix,17:46,06:00,454,Economy,21:22,16:20,2019-03-09
Southwest Airlines,2019-03-02,New York,False,1,Phoenix,05:45,17:15,452,Economy,01:07,18:15,2019-03-09
United Airlines,2019-03-02,New York,False,1,Phoenix,20:12,10:20,488,Economy,01:57,19:35,2019-03-09
Delta Airlines,2019-03-02,London,False,1,Washington,06:47,12:55,490,Economy,15:03,03:55,2019-03-08
United Airlines,2019-03-02,London,False,1,Washington,07:49,10:00,538,Economy,00:53,12:40,2019-03-08
American Airlines,2019-03-02,San Francisco,False,1,Portland,01:21,21:15,227,Economy,16:23,14:30,2019-03-11
American Airlines,2019-03-02,Toronto,False,1,Atlanta,12:25,05:10,332,Economy,11:17,04:15,2019-03-11
Delta Airlines,2019-03-02,Toronto,False,1,Atlanta,11:13,06:50,309,Economy,20:11,12:50,2019-03-11
American Airlines,2019-03-04,New York,False,3,Atlanta,00:52,22:30,256,Economy,11:51,07:10,2019-03-13
Delta Airlines,2019-03-04,New York,True,3,Atlanta,08:27,06:05,200,Economy,10:22,08:00,2019-03-13
Southwest Airlines,2019-03-04,New York,True,3,Atlanta,10:47,08:25,188,Economy,23:47,21:25,2019-03-13
United Airlines,2019-03-04,New York,True,3,Atlanta,12:57,10:35,191,Economy,21:22,19:00,2019-03-13
American Airlines,2019-03-01,New York,False,1,Las Vegas,20:56,08:20,443,Economy,19:20,12:30,2019-03-10
United Airlines,2019-03-01,New York,False,1,Las Vegas,17:21,04:30,456,Economy,17:45,11:50,2019-03-10
American Airlines,2019-03-02,London,False,1,Washington,08:54,16:30,494,Economy,18:10,12:35,2019-03-14
Delta Airlines,2019-03-02,London,False,1,Washington,06:47,12:55,488,Economy,19:06,09:30,2019-03-14
United Airlines,2019-03-02,London,False,1,Washington,07:49,10:00,556,Economy,19:06,09:15,2019-03-14
American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,481,Economy,18:10,12:35,2019-03-11
Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,442,Economy,18:10,09:40,2019-03-11
United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,504,Economy,19:06,09:15,2019-03-11
American Airlines,2019-03-01,New York,False,1,Seattle,05:51,16:15,489,Economy,20:06,12:30,2019-03-10
Delta Airlines,2019-03-01,New York,False,1,Seattle,16:52,04:25,466,Economy,13:37,08:00,2019-03-10
Southwest Airlines,2019-03-01,New York,False,1,Seattle,01:56,13:35,455,Economy,01:41,18:15,2019-03-10
United Airlines,2019-03-01,New York,False,1,Seattle,05:51,18:00,480,Economy,01:41,19:35,2019-03-10
American Airlines,2019-03-03,Nairobi,True,1,New York,11:02,10:55,488,Economy,08:57,22:50,2019-03-14
Delta Airlines,2019-03-03,Nairobi,True,1,New York,06:07,06:00,462,Economy,23:52,13:45,2019-03-14
American Airlines,2019-03-02,London,False,1,San Francisco,06:47,04:55,594,Economy,01:05,12:45,2019-03-09
Alaska Airlines,2019-03-03,Portland,False,3,Los Angeles,09:28,04:40,298,Economy,13:50,10:05,2019-03-10
American Airlines,2019-03-03,Portland,True,3,Los Angeles,21:45,19:15,297,Premium Economy,13:50,11:20,2019-03-10
Delta Airlines,2019-03-03,Portland,True,3,Los Angeles,12:50,10:20,219,Economy,11:55,09:25,2019-03-10
Southwest Airlines,2019-03-03,Portland,False,3,Los Angeles,22:35,17:15,292,Economy,21:05,18:35,2019-03-10
United Airlines,2019-03-03,Portland,False,3,Los Angeles,01:25,22:55,268,Economy,22:05,17:35,2019-03-10
American Airlines,2019-03-09,New York,False,1,Chicago,08:24,05:05,253,Economy,21:33,19:00,2019-03-14
Delta Airlines,2019-03-09,New York,True,1,Chicago,02:49,23:30,212,Economy,10:14,08:55,2019-03-14
Southwest Airlines,2019-03-09,New York,True,1,Chicago,20:24,17:05,220,Economy,19:14,17:55,2019-03-14
United Airlines,2019-03-09,New York,False,1,Chicago,20:32,14:05,280,Economy,14:34,13:15,2019-03-14
Delta Airlines,2019-03-08,Rio de Janeiro,False,1,Atlanta,09:50,17:50,512,Economy,08:42,22:25,2019-03-14
American Airlines,2019-03-07,Kuala Lumpur,False,3,Las Vegas,16:07,04:25,613,Economy,17:45,10:30,2019-03-14
American Airlines,2019-03-06,London,False,1,San Francisco,02:59,04:00,552,Economy,01:05,12:45,2019-03-12
United Airlines,2019-03-06,London,False,1,San Francisco,06:47,08:20,607,Economy,22:37,12:40,2019-03-12
Alaska Airlines,2019-03-05,Portland,False,1,Los Angeles,09:28,04:40,247,Economy,19:40,17:10,2019-03-12
American Airlines,2019-03-05,Portland,True,1,Los Angeles,21:45,19:15,203,Economy,12:05,09:35,2019-03-12
Delta Airlines,2019-03-05,Portland,True,1,Los Angeles,12:50,10:20,189,Economy,11:55,09:25,2019-03-12
Southwest Airlines,2019-03-05,Portland,False,1,Los Angeles,17:48,13:05,255,Economy,21:05,18:35,2019-03-12
United Airlines,2019-03-05,Portland,True,1,Los Angeles,01:25,22:55,202,Economy,20:50,18:20,2019-03-12
American Airlines,2019-03-09,Chicago,False,1,Mexico City,04:02,16:25,495,Economy,01:08,16:35,2019-03-14
Delta Airlines,2019-03-09,Chicago,False,1,Mexico City,23:47,15:10,517,Economy,01:08,16:10,2019-03-14
United Airlines,2019-03-09,Chicago,False,1,Mexico City,17:37,07:10,470,Economy,22:13,13:25,2019-03-14
American Airlines,2019-03-03,Paris,False,1,Philadelphia,10:57,13:20,426,Economy,12:11,08:25,2019-03-14
Delta Airlines,2019-03-07,San Francisco,True,1,Phoenix,06:52,04:45,304,Premium Economy,10:37,08:30,2019-03-13
Southwest Airlines,2019-03-07,San Francisco,True,1,Phoenix,01:22,23:15,297,Premium Economy,22:47,20:40,2019-03-13
American Airlines,2019-03-03,Los Angeles,False,1,Toronto,08:22,00:00,438,Economy,23:38,12:05,2019-03-09
United Airlines,2019-03-03,Los Angeles,False,1,Toronto,07:14,04:45,325,Economy,23:08,09:35,2019-03-09
