city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
San Francisco,California,FALSE,415-355-9085,expensive,Rich Table,FALSE,199 Gough Street,,,
San Francisco,California,FALSE,415-546-5089,expensive,The Garden Court,FALSE,2 New Montgomery Street,,,
San Jose,Steakhouse,FALSE,408-266-6602,moderate,Black Angus Steakhouse,TRUE,1011 Blossom Hill Road,,,
San Jose,Steakhouse,FALSE,408-423-5400,moderate,Citrus Restaurant,FALSE,355 Santana Row,,,
San Jose,Steakhouse,FALSE,408-272-1512,moderate,Drying Shed,FALSE,402 Toyon Avenue,,,
San Jose,Steakhouse,FALSE,408-244-1180,expensive,Lb Steak,FALSE,334 Santana Row #1000,,,
San Jose,Steakhouse,FALSE,408-283-7200,expensive,Mccormick & Schmick's Seafood & Steaks,TRUE,170 South Market Street,,,
San Jose,Steakhouse,FALSE,669-900-1829,moderate,Rok Steakhouse & Grill,TRUE,4130 North 1st Street,,,
San Jose,Steakhouse,FALSE,408-972-1961,moderate,Summit Steakhouse & Saloon,FALSE,399 Silicon Valley Boulevard,,,
San Jose,Steakhouse,FALSE,408-294-2244,moderate,The Grill On The Alley,TRUE,172 South Market Street,,,
San Francisco,Ethiopian,TRUE,415-440-7414,moderate,Sheba Piano Lounge,TRUE,1419 Fillmore Street,,,
Mountain View,Mexican,FALSE,650-941-2227,moderate,Chili's Grill & Bar,TRUE,2560 West El Camino Real,,,
San Jose,Italian,FALSE,408-295-6459,moderate,Palermo Italian Restaurant,TRUE,791 Auzerais Avenue,,,
Cupertino,Italian,FALSE,408-725-0188,expensive,Fontana's Italian Restaurant,FALSE,20840 Stevens Creek Boulevard,,,
San Francisco,Italian,FALSE,415-986-7050,moderate,Kuleto's Restaurant,TRUE,221 Powell Street,,,
Alameda,Thai,FALSE,510-521-6466,moderate,Up 2u Thai Eatery,TRUE,1405 Webster Street,,,
Oakland,Sushi,FALSE,510-594-0661,moderate,Koryo Sushi,FALSE,4390 Telegraph Avenue D,,,
Dixon,Asado,FALSE,707-678-4745,moderate,Bud's Pub & Grill,TRUE,100 South 1st Street,,,
Sonoma,Barbecue,FALSE,707-996-5151,moderate,Schellville Grill,FALSE,22900 Broadway,,,
Sonoma,Nepalese,FALSE,707-996-1161,moderate,Taste Of The Himalayas,TRUE,464 1st Street East Suite F,,,
Palo Alto,American,FALSE,650-321-6798,expensive,Sundance The Steakhouse,TRUE,1921 El Camino Real,,,
Palo Alto,American,FALSE,650-521-0651,moderate,Zola Restaurant,FALSE,565 Bryant Street,,,
Mountain View,Indian,FALSE,650-965-1111,inexpensive,Chaat Paradise,FALSE,165 East El Camino Real,,,
Mountain View,Indian,FALSE,650-965-1888,inexpensive,Dosa Paratha Indian Cuisine,FALSE,2105 Old Middlefield Way suite c,,,
Mountain View,Indian,FALSE,650-960-1000,moderate,Mantra India,TRUE,288 Castro Street,,,
Mountain View,Indian,FALSE,650-965-2000,moderate,Sakoon,TRUE,357 Castro Street,,,
Mountain View,Indian,FALSE,408-800-6368,moderate,The Menu Indian Cuisine,FALSE,2700 West El Camino Real,,,
Yountville,Italian,FALSE,707-945-1050,expensive,Bottega Napa Valley,FALSE,V Marketplace,,,
Yountville,Italian,FALSE,707-299-5030,moderate,Redd Wood,FALSE,6755 Washington Street,,,
Menlo Park,Mexican,FALSE,650-326-2501,moderate,Cafe Del Sol Restaurant,TRUE,1010 Doyle Street,,,
Menlo Park,Mexican,FALSE,650-321-8227,moderate,Celia's Mexican Restaurant - Menlo Park,FALSE,1850 El Camino Real,,,
Menlo Park,Mexican,FALSE,650-272-6634,moderate,Mama Coco Cocina Mexicana,FALSE,1081 El Camino Real,,,
Mill Valley,Japanese,FALSE,415-381-8400,moderate,Robata Grill & Sushi,FALSE,591 Redwood Highway,,,
Mill Valley,Japanese,FALSE,415-383-8888,moderate,Shang Hai Kitchen,FALSE,247 Shoreline Highway,,,
Fairfax,Italian,FALSE,415-459-1618,moderate,Fradelizio's Ristorante,TRUE,35 Broadway,,,
San Francisco,American,FALSE,415-345-2303,very expensive,Aveline,TRUE,490 Geary Street,,,
San Francisco,American,FALSE,415-369-9161,very expensive,Birdsong,FALSE,1085 Mission Street,,,
San Francisco,American,FALSE,415-355-1500,very expensive,Commonwealth,FALSE,2224 Mission Street,,,
San Francisco,American,FALSE,415-621-3870,very expensive,Frances,TRUE,3870 17th Street,,,
San Francisco,American,FALSE,415-397-9222,very expensive,Michael Mina,TRUE,252 California Street,,,
San Francisco,American,FALSE,415-247-7770,very expensive,Prospect,TRUE,300 Spear Street,,,
San Francisco,American,FALSE,415-828-7990,very expensive,Saison,FALSE,178 Townsend Street,,,
San Francisco,American,FALSE,415-673-1294,very expensive,The Progress,FALSE,1525 Fillmore Street,,,
Novato,Italian,FALSE,415-382-8488,moderate,Aurora Ristorante Italiano,FALSE,8 Commercial Boulevard A,,,
Novato,Italian,FALSE,415-878-0314,moderate,Chianti Cucina,FALSE,7416 Redwood Boulevard,,,
Novato,Italian,FALSE,415-897-5181,moderate,Grazie Restaurant,FALSE,823 Grant Avenue A,,,
Novato,Italian,FALSE,415-898-2234,moderate,The Village Italian Restaurant,FALSE,1200 Grant Avenue,,,
Novato,Sushi,FALSE,415-382-9988,moderate,Sushi Tri,FALSE,333 Enfrente Road,,,
Novato,Sushi,FALSE,415-883-2423,moderate,Taki Japanese Restaurant,FALSE,452 Ignacio Boulevard,,,
Discovery Bay,American,FALSE,925-513-2499,moderate,Boardwalk Grill,TRUE,5879 Marina Road,,,
Pinole,Chinese,FALSE,510-964-1882,inexpensive,China Delights,FALSE,1501 Tara Hills Drive,,,
Pinole,Chinese,FALSE,510-741-8788,moderate,China House Restaurant,FALSE,1971 San Pablo Avenue,,,
Pinole,Chinese,FALSE,510-724-1668,moderate,King Valley,FALSE,795 Fernandez Avenue,,,
Napa,American,FALSE,866-531-2580,expensive,Brix Restaurant And Gardens,FALSE,7377 Saint Helena Highway,,,
Napa,American,FALSE,707-944-2424,expensive,Mustards Grill,FALSE,7399 Saint Helena Highway,,,
Napa,American,FALSE,707-257-5400,expensive,The Grill,FALSE,1600 Atlas Peak Road,,,
Napa,American,FALSE,707-226-7821,expensive,The Thomas,TRUE,813 Main Street,,,
Lafayette,Italian,FALSE,925-310-4337,moderate,Locanda Positano,TRUE,1005 Brown Avenue,,,
Lafayette,Italian,FALSE,925-299-0700,moderate,Patxi's Pizza Lafayette,FALSE,3577 Mount Diablo Boulevard,,,
Lafayette,Italian,FALSE,925-299-8700,expensive,Postino,FALSE,3565 Mount Diablo Boulevard,,,
Walnut Creek,Japanese,FALSE,925-476-5001,moderate,Ikoi,TRUE,1632 North Main Street,,,
Walnut Creek,Japanese,FALSE,925-210-0188,moderate,Sasa,TRUE,1432 North Main Street,,,
Alameda,Lithuanian,FALSE,510-522-4100,moderate,Mama Papa Lithuania Restaurant,TRUE,1241 Park Street,,,
Larkspur,Brasserie,FALSE,415-927-3034,moderate,Left Bank Larkspur Brasserie,FALSE,507 Magnolia Avenue,,,
Kenwood,Seafood,FALSE,707-833-6326,expensive,Salt And Stone Restaurant,FALSE,9900 Sonoma Highway,,,
Redwood City,Brunch,FALSE,650-482-2850,moderate,Stacks - Redwood City,FALSE,314 El Camino Real,,,
San Ramon,Vegetarian,FALSE,925-560-9310,moderate,Favorite Indian Restaurant,TRUE,21001 San Ramon Valley Boulevard,,,
Walnut Creek,Chinese,FALSE,925-935-3233,inexpensive,China Palace Restaurant,FALSE,2932 North Main Street,,,
Walnut Creek,Chinese,FALSE,925-944-5968,moderate,Yan's China Bistro,FALSE,2929 N Main,,,
Healdsburg,American,FALSE,707-433-2337,moderate,Bear Republic Brewing Co,FALSE,345 Healdsburg Avenue,,,
Healdsburg,American,FALSE,707-473-8030,expensive,Chalkboard,FALSE,29 North Street,,,
Healdsburg,American,FALSE,707-723-4646,very expensive,Singlethread Farm - Restaurant - Inn,TRUE,131 North Street,,,
Healdsburg,American,FALSE,707-473-8580,expensive,The Brass Rabbit,TRUE,109 Plaza Street,,,
Healdsburg,American,FALSE,707-473-0946,very expensive,Valette,FALSE,344 Center Street,,,
St. Helena,California,FALSE,707-963-9004,expensive,Acacia House By Chris Cosentino,TRUE,1915 Main Street,,,
St. Helena,California,FALSE,707-967-1200,very expensive,The Grill At Meadowood,TRUE,900 Meadowood Lane,,,
Concord,Italian,FALSE,925-687-5520,moderate,Pasta Primavera Cafe,FALSE,4425-F Treat Boulevard,,,
Concord,Italian,FALSE,925-680-6888,moderate,Skipolini's Pizza,FALSE,2001 Salvio Street,,,
Concord,Italian,FALSE,925-521-9010,moderate,Toscana Ristorante,TRUE,2151 Salvio Street,,,
Los Altos,Japanese,FALSE,650-941-8150,moderate,Akane Japanese Restaurant,FALSE,250 3rd Street,,,
Los Altos,Japanese,FALSE,650-917-8388,moderate,Mikado,FALSE,161 Main Street,,,
Los Altos,Japanese,FALSE,650-917-1822,moderate,Sumika,FALSE,236 Central Plz,,,
Los Altos,Japanese,FALSE,650-559-9218,moderate,Sushiko,FALSE,4546 West El Camino Real,,,
Clayton,Steakhouse,FALSE,925-672-1333,expensive,Moresi's Chophouse,FALSE,6115 Main Street,,,
"Olema, California",Gastropub,FALSE,415-663-1034,expensive,Sir And Star At The Olema,TRUE,10000 Sir Francis Drake Boulevard,,,
Daly City,Chinese,FALSE,650-756-8900,inexpensive,Jade Dragon Restaurant,FALSE,2368 Junipero Serra Boulevard,,,
Daly City,Chinese,FALSE,650-992-9000,moderate,Koi Palace,TRUE,365 Gellert Boulevard,,,
Pleasant Hill,Barbecue,FALSE,925-935-1440,moderate,Back Forty Texas Bbq,FALSE,100 Coggins Drive,,,
Pleasant Hill,Barbecue,TRUE,714-451-4620,moderate,Dickey's Barbecue Pit,FALSE,2634 Pleasant Hill Road,,,
Union City,Filipino,TRUE,510-441-9909,moderate,Gerry's Grill,FALSE,31005 Courthouse Drive,,,
Saratoga,Italian,FALSE,408-741-1518,moderate,Sole Mio Ristorante Italiano,TRUE,14441 Big Basin Way,,,
Burlingame,Asian,FALSE,650-548-0300,moderate,Barracuda Japanese Restaurant,FALSE,347 Primrose Road,,,
Burlingame,Asian,FALSE,650-342-5202,expensive,Benihana,TRUE,1496 Old Bayshore Highway,,,
Burlingame,Asian,FALSE,650-259-9585,moderate,Elephant Bar,TRUE,1600 Old Bayshore Highway,,,
Burlingame,Asian,FALSE,650-343-2075,moderate,Kabul Afghan Cuisine,FALSE,1101 Burlingame Avenue,,,
Danville,Thai,FALSE,925-743-8424,moderate,Lotus Thai Restaurant,FALSE,115 Hartz Avenue,,,
Danville,Thai,FALSE,925-648-1790,moderate,Similan Thai Cuisine,FALSE,9000 Crow Canyon Road K,,,
Belmont,French,TRUE,650-592-0161,expensive,Iron Gate Restaurant,FALSE,1360 El Camino Real,,,
Cloverdale,Coffeehouse,FALSE,707-894-4453,moderate,Papa's Pizza Cafe,FALSE,105 North Cloverdale Boulevard,,,
San Lorenzo,Indian,FALSE,510-500-9677,inexpensive,Flavor Of India North & South Cuisine,FALSE,15930 Hesperian Boulevard,,,
Benicia,Coffeehouse,TRUE,707-745-1400,moderate,First St. Cafe,TRUE,440 1st Street,,,
Benicia,Coffeehouse,FALSE,707-746-0505,moderate,Nine Zero Seven,TRUE,907 1st Street,,,
Benicia,Coffeehouse,TRUE,707-745-9938,moderate,The Rellik Tavern,TRUE,726 1st Street,,,
Montara,Seafood,FALSE,650-728-1600,expensive,La Costanera,FALSE,8150 Cabrillo Highway,,,
Rutherford,Steakhouse,FALSE,707-963-1792,moderate,Rutherford Grill,TRUE,1180 Rutherford Road,,,
Sunnyvale,Take-out,FALSE,408-245-9999,moderate,Bombay To Goa,FALSE,151 East El Camino Real,,,
Sunnyvale,Take-out,FALSE,408-245-3710,moderate,Marie Callender's,FALSE,751 East El Camino Real,,,
Berkeley,Japanese,FALSE,510-845-8100,expensive,Iyasare,TRUE,1830 Fourth Street,,,
Berkeley,Japanese,FALSE,510-848-5260,moderate,Joshu-ya Brasserie,TRUE,2441 Dwight Way,,,
Berkeley,Japanese,FALSE,510-540-5000,moderate,Kamado Sushi,FALSE,1400 Shattuck Avenue,,,
Berkeley,Japanese,FALSE,510-524-1286,inexpensive,Miyuki Japanese Restaurant,TRUE,1695 Solano Avenue,,,
Oakland,Mexican,FALSE,510-288-3668,moderate,Agave Uptown,FALSE,2135 Franklin Street,,,
Oakland,Mexican,FALSE,510-985-1200,moderate,Bar Cesar,TRUE,4039 Piedmont Avenue,,,
Oakland,Mexican,FALSE,510-338-3273,moderate,Calavera,TRUE,2337 Broadway,,,
Oakland,Mexican,TRUE,510-536-6898,moderate,El Malecon,FALSE,3829 Foothill Boulevard,,,
Oakland,Mexican,FALSE,510-769-9110,moderate,La Penca Azul,FALSE,891 Island Drive # B,,,
Oakland,Mexican,TRUE,510-261-3325,moderate,Mi Grullense | Restaurant & Tequila Bar,FALSE,1457 Fruitvale Avenue,,,
Oakland,Mexican,FALSE,510-536-0909,moderate,Otaez Restaurant,FALSE,3872 International Boulevard,,,
Oakland,Mexican,FALSE,510-532-5575,moderate,Tijuana | Mexican Seafood Restaurant,FALSE,1308 International Boulevard,,,
Berkeley,Sicilian,FALSE,510-848-8748,moderate,Agrodolce Osteria,TRUE,1730 Shattuck Avenue,,,
Napa,French,FALSE,707-257-5157,very expensive,La Toque,TRUE,1314 McKinstry Street,,,
Yountville,California,FALSE,707-204-6030,expensive,Lucy Restaurant & Bar,TRUE,6528 Yount Street,,,
Oakland,American,FALSE,510-465-4996,moderate,The Fat Lady,TRUE,201 Washington Street,,,
Oakland,American,FALSE,510-828-6564,moderate,Z Cafe & Bar,TRUE,2735 Broadway,,,
Oakland,Vietnamese,FALSE,510-893-8136,inexpensive,Binh Minh Quan,FALSE,338 12th Street,,,
Oakland,Vietnamese,FALSE,510-601-8818,moderate,Holy Basil Pho,TRUE,5362 College Avenue,,,
Oakland,Vietnamese,FALSE,510-763-8495,moderate,Le Cheval,FALSE,1007 Clay Street,,,
Oakland,Vietnamese,FALSE,510-832-1338,moderate,Pho 84,FALSE,354 17th Street,,,
Oakland,Vietnamese,FALSE,510-654-2681,moderate,Xyclo Restaurant,FALSE,4218 Piedmont Avenue,,,
Berkeley,Spanish,FALSE,510-845-6904,moderate,Juan's Place,FALSE,941 Carleton Street,,,
Oakland,Steakhouse,FALSE,510-339-2098,moderate,Crogan's Montclair,FALSE,6101 La Salle Avenue,,,
San Francisco,Bistro,FALSE,415-276-4048,inexpensive,Bistro 10un,FALSE,1130 Market Street,,,
San Francisco,Bistro,FALSE,415-351-5561,moderate,Bistro Boudin,FALSE,160 Jefferson Street,,,
San Francisco,Bistro,FALSE,415-218-4136,moderate,Bistro Unique,TRUE,1849 Union Street,,,
San Francisco,Bistro,FALSE,415-544-0144,moderate,Cafe Mason,FALSE,320 Mason Street,,,
San Francisco,Bistro,FALSE,415-447-6081,moderate,Causwells,TRUE,2346 Chestnut Street,,,
San Francisco,Bistro,FALSE,415-440-2737,moderate,Colibri,TRUE,438 Geary Street,,,
San Francisco,Bistro,FALSE,415-926-5477,moderate,Etcetera Wine Bar And Cafe,TRUE,795 Valencia Street,,,
San Francisco,Bistro,FALSE,415-576-8800,expensive,Gaspar Brasserie,TRUE,185 Sutter Street,,,
San Francisco,Bistro,FALSE,415-403-2233,expensive,Monsieur Benjamin,FALSE,451 Gough Street,,,
San Francisco,Bistro,FALSE,415-876-6313,moderate,Sakesan Sushi & Bistro,FALSE,626 Clement Street,,,
Oakland,Sandwich,TRUE,510-568-6471,inexpensive,Mcdonald's,FALSE,6300 East 14th Street,,,
Berkeley,Brunch,FALSE,510-548-1500,inexpensive,Bacheesos,FALSE,2650 Telegraph Avenue,,,
Berkeley,Indian,FALSE,510-526-4373,moderate,Ajanta,TRUE,1888 Solano Avenue,,,
Berkeley,Indian,FALSE,510-848-9664,moderate,Jot Mahal Palace Of Indian Cuisine,FALSE,1543 Shattuck Avenue,,,
Berkeley,Indian,FALSE,510-898-1291,moderate,Namaste Madras Cuisine,FALSE,2323 Shattuck Avenue,,,
Berkeley,Indian,FALSE,510-644-3977,moderate,Priya Indian Cuisine,FALSE,2072 San Pablo Avenue,,,
Berkeley,Vegetarian,FALSE,510-658-8458,moderate,Great Wall | Chinese Restaurant,FALSE,6247 College Avenue,,,
Berkeley,Vegetarian,FALSE,510-704-0174,moderate,Himalayan Flavors,FALSE,1585 University Avenue,,,
Berkeley,Vegetarian,FALSE,510-549-0612,moderate,Thai Delight Cuisine,FALSE,1700 Shattuck Avenue,,,
San Francisco,Seafood,FALSE,415-558-8149,moderate,Eiji,FALSE,317 Sanchez Street,,,
San Francisco,Seafood,FALSE,415-274-2561,moderate,Ferry Plaza Seafood,FALSE,653 Union Street,,,
San Francisco,Seafood,FALSE,415-392-8485,moderate,Firenze By Night,FALSE,1429 Stockton Street,,,
Berkeley,American,FALSE,510-527-9838,expensive,Lalime's,TRUE,1329 Gilman Street,,,
Berkeley,American,FALSE,510-549-8585,expensive,Limewood Bar & Restaurant,TRUE,41 Tunnel Road,,,
Berkeley,American,FALSE,510-280-5920,moderate,Nico's 1508,FALSE,1508 Walnut Street B,,,
Berkeley,American,FALSE,510-549-9950,moderate,Revival Bar + Kitchen,FALSE,2102 Shattuck Avenue,,,
San Francisco,American,TRUE,415-986-0069,expensive,John's Grill,TRUE,63 Ellis Street,,,
San Francisco,Gastropub,FALSE,415-287-6599,moderate,B-side,TRUE,205 Franklin Street,,,
San Francisco,Gastropub,FALSE,415-921-3944,moderate,Balboa Cafe,TRUE,3199 Fillmore Street,,,
San Francisco,Gastropub,FALSE,415-433-4332,moderate,Bartlett Hall,TRUE,242 O'Farrell Street,,,
San Francisco,Gastropub,FALSE,415-722-9109,moderate,Eddie Rickenbacker's,TRUE,133 2nd Street,,,
San Francisco,Gastropub,FALSE,415-525-4335,moderate,Myriad Gastropub,TRUE,2491 Mission Street,,,
San Francisco,Gastropub,FALSE,415-375-1477,moderate,Paprika,TRUE,3324 24th Street,,,
San Francisco,Gastropub,FALSE,415-956-1710,moderate,Royal Exchange,TRUE,301 Sacramento Street,,,
San Francisco,Gastropub,FALSE,415-397-8800,moderate,Sauce: Belden Place,TRUE,56 Belden Place,,,
San Francisco,Gastropub,FALSE,415-282-6789,moderate,The Liberties Bar & Grill,TRUE,998 Guerrero Street,,,
San Francisco,Gastropub,FALSE,415-292-2300,moderate,The Tipsy Pig,TRUE,2231 Chestnut Street,,,
Santa Rosa,Thai,FALSE,707-521-9087,moderate,Sea Noodle Bar,TRUE,286 Coddingtown Center,,,
San Francisco,American,FALSE,415-504-6652,moderate,Cajun Pacific,TRUE,4542 Irving Street,,,
San Francisco,Spanish,FALSE,415-929-8888,moderate,Alegrias,FALSE,2018 Lombard Street,,,
San Francisco,Spanish,FALSE,415-986-6287,moderate,B44 Catalan Bistro,FALSE,44 Belden Place,,,
San Francisco,Spanish,FALSE,415-552-3000,moderate,Canela Bistro & Wine Bar,FALSE,2272 Market Street,,,
Rohnert Park,Breakfast,TRUE,707-588-9883,inexpensive,Mcdonald's,TRUE,4625 Redwood Drive,,,
Napa,Japanese,FALSE,707-294-2049,expensive,Kenzo,TRUE,1339 Pearl Street,,,
Napa,Japanese,FALSE,707-254-9464,expensive,Miminashi,FALSE,821 Coombs Street,,,
Napa,Japanese,FALSE,707-252-1600,very expensive,Morimoto Napa,FALSE,610 Main Street,,,
Napa,Japanese,FALSE,707-226-2996,moderate,Sushi Haku,FALSE,3206 Jefferson Street,,,
San Francisco,Indian,FALSE,415-751-4435,moderate,Great India Restaurant,FALSE,6127 Geary Boulevard,,,
San Francisco,Indian,FALSE,415-345-0072,moderate,Helmand Palace,FALSE,2424 Van Ness Avenue,,,
San Francisco,Indian,FALSE,415-441-8855,moderate,India Curry House,FALSE,1040 Columbus Avenue,,,
San Francisco,Indian,FALSE,415-742-4010,moderate,Keeva,FALSE,908 Clement Street,,,
San Francisco,Indian,FALSE,415-566-6976,moderate,Masala Dosa,FALSE,1375 9th Avenue,,,
Oakland,Sushi,FALSE,510-451-2224,moderate,Ginza | Japanese Sushi Restaurant,FALSE,303 Broadway,,,
Oakland,Sushi,FALSE,510-286-9866,expensive,Ozumo,TRUE,2251 Broadway,,,
Oakland,Sushi,FALSE,510-595-7388,moderate,Rikyu | Japanese Restaurant,FALSE,5335 College Avenue # 2,,,
San Francisco,French,FALSE,415-874-9831,expensive,Sous Beurre Kitchen,TRUE,2704 24th Street,,,
San Francisco,French,TRUE,415-771-1140,expensive,The Big 4,TRUE,1075 California Street,,,
Napa,California,FALSE,707-927-5265,expensive,Basalt,TRUE,790 Main Street,,,
Berkeley,Italian,FALSE,510-558-9000,moderate,Cugini Restaurant,FALSE,1556 Solano Avenue,,,
Berkeley,Italian,FALSE,510-838-1131,moderate,Donato & Co.,FALSE,2635 Ashby Avenue,,,
Berkeley,Italian,FALSE,510-644-3848,moderate,Filippo's Berkeley Elmwood,TRUE,2930 College Avenue,,,
Berkeley,Italian,FALSE,510-647-9963,moderate,Gio's Pizza And Bocce,TRUE,2420 Shattuck Avenue,,,
Berkeley,Italian,FALSE,510-843-3745,moderate,Lo Coco's Restaurant,FALSE,1400 Shattuck Avenue,,,
Berkeley,Italian,FALSE,510-225-9467,moderate,Lucia's Berkeley,TRUE,2016 Shattuck Avenue,,,
Berkeley,Italian,FALSE,510-649-5075,moderate,Riva Cucina,FALSE,800 Heinz Avenue,,,
Berkeley,Italian,FALSE,510-704-1474,moderate,Trattoria La Siciliana,FALSE,2993 College Avenue,,,
Berkeley,Coffeehouse,TRUE,510-843-1500,inexpensive,Mcdonald's,FALSE,1998 Shattuck Avenue,,,
Berkeley,Coffeehouse,FALSE,510-704-8500,inexpensive,Mo'joe Cafe,FALSE,2517 Sacramento Street,,,
Berkeley,Coffeehouse,FALSE,510-704-0325,moderate,Platano,FALSE,2042 University Avenue,,,
Berkeley,Coffeehouse,FALSE,510-519-9559,moderate,Western Pacific,TRUE,2284-2286 Shattuck Avenue,,,
Livermore,Asian,FALSE,925-294-8698,inexpensive,Sai's T Restaurant,TRUE,961 Bluebell Drive,,,
Napa,Steakhouse,FALSE,707-927-5956,moderate,Napasport Steakhouse And Sports Lounge,TRUE,145 Gasser Drive Ste A,,,
Napa,Steakhouse,FALSE,707-258-9990,moderate,Trancas Steakhouse,FALSE,999 Trancas Street,,,
San Jose,Mexican,FALSE,408-293-4321,moderate,Chacho's,FALSE,87 East San Fernando Street,,,
San Jose,Mexican,FALSE,408-266-1815,moderate,Chevys Fresh Mex,FALSE,5305 Almaden Expressway,,,
San Jose,Mexican,FALSE,408-275-9340,moderate,Chili's Grill & Bar,TRUE,543 Coleman Avenue,,,
San Jose,Mexican,FALSE,408-260-7082,moderate,Consuelo Mexican Bistro,FALSE,337 Santana Row #1125,,,
San Jose,Mexican,FALSE,408-365-9500,moderate,El Amigo,FALSE,7090 Santa Teresa Boulevard,,,
San Jose,Mexican,FALSE,408-227-1752,moderate,El Tule,FALSE,5440 Thornwood Drive #1,,,
San Jose,Mexican,FALSE,408-225-3080,moderate,Jess's Place,FALSE,3088 Monterey Road,,,
San Jose,Mexican,TRUE,408-320-2651,moderate,La Hacienda,FALSE,1616 Almaden Road,,,
San Jose,Mexican,FALSE,408-320-2654,moderate,Luna Mexican Kitchen,TRUE,1495 The Alameda,,,
San Jose,Mexican,FALSE,408-841-3304,moderate,Mango's Mexican Grill,FALSE,1860 The Alameda,,,
Napa,American,FALSE,707-260-1600,moderate,City Winery Napa,TRUE,1030 Main Street,,,
Napa,American,TRUE,707-258-2337,moderate,Downtown Joe's,TRUE,902 Main Street,,,
Napa,American,FALSE,707-927-3394,moderate,Forge Napa,TRUE,155 Gasser Drive B,,,
Napa,American,FALSE,707-259-0762,moderate,Napa General Store,FALSE,540 Main Street Ste 100,,,
Napa,American,FALSE,707-666-2383,moderate,Napa Valley Bistro,FALSE,975 Clinton Street,,,
Napa,American,FALSE,707-258-6115,moderate,The Runway By Patrick,FALSE,2044 Airport Road,,,
Berkeley,California,FALSE,(510) 548-5072,very expensive,Chez Panisse,TRUE,1517 Shattuck Avenue,,,
Berkeley,California,FALSE,510-809-0400,moderate,Gather,TRUE,2200 Oxford Street,,,
Berkeley,California,FALSE,510-370-2200,moderate,The Advocate,TRUE,2635 Ashby Avenue,,,
