class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
Value,3/8/2019,Philadelphia,30th Street Station,10:50,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,12:20,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,13:30,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,13:40,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,14:10,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,15:40,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,19:50,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,10:40,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,10:50,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,12:20,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,13:30,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,13:40,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,14:10,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,15:40,,New York,Grand Central Station,,TRUE
Business,3/8/2019,Philadelphia,30th Street Station,19:50,,New York,Grand Central Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,8:00,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,8:40,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,10:10,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,14:40,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,15:20,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,16:10,,Fresno,Fresno Station,,TRUE
Value,3/8/2019,Sacramento,Sacramento Valley Station,17:40,,Fresno,Fresno Station,,TRUE
Value,3/10/2019,Fresno,Fresno Station,6:00,,Phoenix,Phoenix Union Station,,TRUE
Value,3/10/2019,Fresno,Fresno Station,7:50,,Phoenix,Phoenix Union Station,,TRUE
Value,3/10/2019,Fresno,Fresno Station,9:10,,Phoenix,Phoenix Union Station,,TRUE
Value,3/10/2019,Fresno,Fresno Station,12:50,,Phoenix,Phoenix Union Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,6:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,7:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,7:40,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,8:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,11:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,12:30,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,14:50,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,17:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,17:10,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/5/2019,Anaheim,Anaheim Intermodal Center,18:00,,Sacramento,Sacramento Valley Station,,TRUE
Value,3/6/2019,Portland,Union Station,7:40,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,8:50,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,9:30,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,11:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,15:40,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,17:30,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,19:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/6/2019,Portland,Union Station,9:10,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,10:10,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,12:30,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,13:40,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,14:00,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,15:00,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,16:00,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,17:00,,Seattle,King Street Station,,TRUE
Value,3/6/2019,Portland,Union Station,17:30,,Seattle,King Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,6:00,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,7:20,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,8:00,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,8:20,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,8:40,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,10:20,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,10:50,,Philadelphia,30th Street Station,,TRUE
Value,3/4/2019,Washington,Union Station,17:50,,Philadelphia,30th Street Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,10:40,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,10:50,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,12:20,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,13:30,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,13:40,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,14:10,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,15:40,,New York,Grand Central Station,,TRUE
Value,3/1/2019,Philadelphia,30th Street Station,19:50,,New York,Grand Central Station,,TRUE
Value,3/3/2019,Los Angeles,Union Station,7:50,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,9:20,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,11:00,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,13:00,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,17:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,17:50,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,18:40,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,19:00,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,6:30,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,12:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,13:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,14:50,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,16:40,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,17:40,,San Diego,Santa Fe Depot,,TRUE
Value,3/9/2019,Anaheim,Anaheim Intermodal Center,19:20,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,6:40,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,8:00,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,10:40,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,13:10,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,16:10,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,18:40,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/14/2019,San Diego,Santa Fe Depot,19:10,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,6:50,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,10:20,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,12:40,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,15:00,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,15:30,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,16:10,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,San Diego,Santa Fe Depot,19:20,,Fresno,Fresno Station,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,7:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,8:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,8:50,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,12:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,14:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,19:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/7/2019,San Francisco,Salesforce Transit Center,19:50,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/2/2019,Anaheim,Anaheim Intermodal Center,6:30,,Phoenix,Phoenix Union Station,,TRUE
Value,3/2/2019,Anaheim,Anaheim Intermodal Center,6:40,,Phoenix,Phoenix Union Station,,TRUE
Value,3/2/2019,Anaheim,Anaheim Intermodal Center,12:00,,Phoenix,Phoenix Union Station,,TRUE
Value,3/2/2019,Anaheim,Anaheim Intermodal Center,14:50,,Phoenix,Phoenix Union Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,9:20,,Atlanta,Peachtree Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,11:40,,Atlanta,Peachtree Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,12:20,,Atlanta,Peachtree Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,16:10,,Atlanta,Peachtree Station,,TRUE
Value,3/8/2019,Philadelphia,30th Street Station,17:50,,Atlanta,Peachtree Station,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,7:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,8:10,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,8:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,9:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,9:50,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,11:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,12:20,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,16:40,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,17:00,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/11/2019,Sacramento,Sacramento Valley Station,19:30,,San Francisco,Salesforce Transit Center,,TRUE
Value,3/6/2019,Phoenix,Phoenix Union Station,7:20,,Fresno,Fresno Station,,TRUE
Value,3/6/2019,Phoenix,Phoenix Union Station,8:30,,Fresno,Fresno Station,,TRUE
Value,3/6/2019,Phoenix,Phoenix Union Station,8:40,,Fresno,Fresno Station,,TRUE
Value,3/6/2019,Phoenix,Phoenix Union Station,9:40,,Fresno,Fresno Station,,TRUE
Value,3/5/2019,Portland,Union Station,9:10,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,10:10,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,12:30,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,13:40,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,14:00,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,15:00,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,16:00,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,17:00,,Seattle,King Street Station,,TRUE
Value,3/5/2019,Portland,Union Station,17:30,,Seattle,King Street Station,,TRUE
Value,3/2/2019,Portland,Union Station,7:40,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,8:50,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,9:30,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,11:00,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,15:40,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,17:30,,Vancouver,Pacific Central Station,,TRUE
Value,3/2/2019,Portland,Union Station,19:00,,Vancouver,Pacific Central Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,7:20,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,7:40,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,8:30,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,9:00,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,12:10,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,13:00,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,15:40,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,15:50,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,Fresno,Fresno Station,16:30,,Los Angeles,Union Station,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,8:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,9:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,9:50,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,10:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,12:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,15:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,15:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Business,3/14/2019,San Diego,Santa Fe Depot,19:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/11/2019,San Diego,Santa Fe Depot,11:20,,Phoenix,Phoenix Union Station,,TRUE
Value,3/11/2019,San Diego,Santa Fe Depot,13:30,,Phoenix,Phoenix Union Station,,TRUE
Value,3/11/2019,San Diego,Santa Fe Depot,15:30,,Phoenix,Phoenix Union Station,,TRUE
Value,3/11/2019,San Diego,Santa Fe Depot,15:40,,Phoenix,Phoenix Union Station,,TRUE
Value,3/11/2019,San Diego,Santa Fe Depot,16:10,,Phoenix,Phoenix Union Station,,TRUE
Value,3/6/2019,San Diego,Santa Fe Depot,11:20,,Phoenix,Phoenix Union Station,,TRUE
Value,3/6/2019,San Diego,Santa Fe Depot,13:30,,Phoenix,Phoenix Union Station,,TRUE
Value,3/6/2019,San Diego,Santa Fe Depot,15:30,,Phoenix,Phoenix Union Station,,TRUE
Value,3/6/2019,San Diego,Santa Fe Depot,15:40,,Phoenix,Phoenix Union Station,,TRUE
Value,3/6/2019,San Diego,Santa Fe Depot,16:10,,Phoenix,Phoenix Union Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,6:20,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,16:00,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,16:10,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,16:30,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,17:10,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,17:40,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,18:10,,Fresno,Fresno Station,,TRUE
Value,3/1/2019,San Francisco,Salesforce Transit Center,18:50,,Fresno,Fresno Station,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,6:30,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,7:20,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,7:30,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,8:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,8:10,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,8:30,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,8:40,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,9:30,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,9:50,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,Sacramento,Sacramento Valley Station,10:10,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,6:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,9:20,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,12:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,17:00,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,17:20,,San Diego,Santa Fe Depot,,TRUE
Value,3/14/2019,San Francisco,Salesforce Transit Center,19:40,,San Diego,Santa Fe Depot,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,6:10,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,6:40,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,7:30,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,8:00,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,8:10,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,10:20,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,11:00,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,11:30,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,16:00,,Los Angeles,Union Station,,TRUE
Flexible,3/6/2019,San Diego,Santa Fe Depot,19:00,,Los Angeles,Union Station,,TRUE
Value,3/3/2019,Los Angeles,Union Station,6:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,6:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,6:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,6:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,7:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,7:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,12:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,14:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/3/2019,Los Angeles,Union Station,15:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,6:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,6:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,6:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,6:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,7:30,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,7:40,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,12:20,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,14:00,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,15:10,,Anaheim,Anaheim Intermodal Center,,TRUE
Value,3/5/2019,Los Angeles,Union Station,17:20,,Anaheim,Anaheim Intermodal Center,,TRUE
