car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Nissan Altima,Standard,2019-03-09,New York,2019-03-06,Port Authority Station,15:30,96
Toyota Camry,Standard,2019-03-09,New York,2019-03-06,JFK International Airport,15:30,108
Toyota Corolla,Standard,2019-03-09,New York,2019-03-06,Grand Central Station,15:30,78
Toyota Prius,Standard,2019-03-09,New York,2019-03-06,Port Authority Station,15:30,99
Hyundai Elantra,Standard,2019-03-09,New York,2019-03-02,Port Authority Station,15:30,224
Toyota Corolla,Standard,2019-03-09,New York,2019-03-02,Grand Central Station,15:30,203
Chevrolet Bolt,Compact,2019-03-09,New York,2019-03-02,Port Authority Station,15:30,175
Honda Fit,Compact,2019-03-09,New York,2019-03-02,Grand Central Station,15:30,182
Kia Forte,Compact,2019-03-09,New York,2019-03-02,JFK International Airport,15:30,196
Nissan Leaf,Compact,2019-03-09,New York,2019-03-02,Port Authority Station,15:30,175
Chevrolet Bolt,Compact,2019-03-09,,2019-03-02,Port Authority Station,15:30,175
Chevrolet Cruze,Standard,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,29
Chevrolet Equinox,Full-size,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,37
Ford Fusion,Standard,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,25
Honda Fit,Compact,2019-03-04,Philadelphia,2019-03-03,Intercity Terminal,12:00,26
Hyundai Elantra,Standard,2019-03-04,Philadelphia,2019-03-03,Intercity Terminal,12:00,31
Jeep Cherokee,Full-size,2019-03-04,Philadelphia,2019-03-03,Intercity Terminal,12:00,36
Mini Cooper,Compact,2019-03-04,Philadelphia,2019-03-03,Intercity Terminal,12:00,20
Nissan Altima,Standard,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,31
Nissan Leaf,Compact,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,22
Nissan Rogue,Full-size,2019-03-04,Philadelphia,2019-03-03,30th Street Station,12:00,34
Chevrolet Cruze,Standard,2019-03-04,,2019-03-03,30th Street Station,12:00,29
Ford Fusion,Standard,2019-03-07,San Diego,2019-03-02,SAN International Airport,17:00,165
Honda Accord,Standard,2019-03-07,San Diego,2019-03-02,Santa Fe Depot,17:00,175
Hyundai Elantra,Standard,2019-03-07,San Diego,2019-03-02,SAN International Airport,17:00,145
Nissan Sentra,Standard,2019-03-07,San Diego,2019-03-02,Santa Fe Depot,17:00,150
Honda Accord,Standard,2019-03-07,,2019-03-02,Santa Fe Depot,17:00,175
Honda Civic,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,10:30,72
Hyundai Elantra,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,10:30,66
Nissan Altima,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,10:30,60
Toyota Camry,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,10:30,82
Toyota Corolla,Standard,2019-03-11,New York,2019-03-09,JFK International Airport,10:30,64
Toyota Prius,Standard,2019-03-11,New York,2019-03-09,Port Authority Station,10:30,64
Honda Civic,Standard,2019-03-11,,2019-03-09,JFK International Airport,10:30,72
Chevrolet Cruze,Standard,2019-03-12,,2019-03-10,Heathrow International Airport,16:30,64
Mini Cooper,Compact,2019-03-08,,2019-03-07,O'Hare International Airport,18:00,27
Toyota Camry,Standard,2019-03-12,,2019-03-10,LAX International Airport,17:30,62
Toyota Corolla,Standard,2019-03-09,,2019-03-07,JFK International Airport,18:00,54
Ford Escape,Full-size,2019-03-08,,2019-03-07,SFO International Airport,13:30,41
Mini Cooper,Compact,2019-03-08,,2019-03-07,SFO International Airport,13:30,25
Kia Forte,Compact,2019-03-13,,2019-03-12,SAN International Airport,18:00,29
Chevrolet Bolt,Compact,2019-03-10,,2019-03-09,YVR International Airport,16:30,29
Ford Escape,Full-size,2019-03-05,,2019-03-04,JFK International Airport,10:30,49
Mini Cooper,Compact,2019-03-08,,2019-03-07,SFO International Airport,12:00,25
Mini Cooper,Compact,2019-03-11,,2019-03-10,SFO International Airport,20:00,28
Nissan Rogue,Full-size,2019-03-09,,2019-03-08,Heathrow International Airport,14:00,38
Nissan Sentra,Standard,2019-03-08,,2019-03-05,Charles de Gaulle International Airport,13:30,96
Chevrolet Cruze,Standard,2019-03-04,,2019-03-03,Hartsfield-Jackson International Airport,15:00,32
Nissan Leaf,Compact,2019-03-12,,2019-03-11,JFK International Airport,13:00,34
Ford Escape,Full-size,2019-03-10,,2019-03-07,JFK International Airport,11:30,114
Honda CR-V,Full-size,2019-03-11,,2019-03-09,O'Hare International Airport,19:30,78
Nissan Leaf,Compact,2019-03-05,,2019-03-03,Charles de Gaulle International Airport,16:30,52
Jeep Cherokee,Full-size,2019-03-10,,2019-03-05,Intercity Terminal,19:30,180
Mini Cooper,Compact,2019-03-10,,2019-03-06,SFO International Airport,17:30,120
Hyundai Elantra,Standard,2019-03-03,,2019-03-02,YVR International Airport,16:30,36
Chevrolet Cruze,Standard,2019-03-03,,2019-03-02,Hartsfield-Jackson International Airport,13:30,31
Honda CR-V,Full-size,2019-03-09,,2019-03-06,O'Hare International Airport,20:00,117
Chevrolet Bolt,Compact,2019-03-09,,2019-03-07,LAX International Airport,13:30,62
Chevrolet Cruze,Standard,2019-03-12,,2019-03-11,PHL International Airport,18:00,33
Chevrolet Bolt,Compact,2019-03-10,,2019-03-07,YVR International Airport,18:30,84
Volkswagen GTI,Compact,2019-03-08,,2019-03-04,PHL International Airport,18:00,108
Toyota Prius,Standard,2019-03-13,,2019-03-12,Sky Harbor International Airport,14:00,29
Hyundai Elantra,Standard,2019-03-06,,2019-03-04,YVR International Airport,15:00,70
Toyota Corolla,Standard,2019-03-03,,2019-03-02,JFK International Airport,17:00,31
Chevrolet Bolt,Compact,2019-03-05,,2019-03-04,LAX International Airport,13:30,26
Toyota Corolla,Standard,2019-03-11,,2019-03-10,JFK International Airport,14:00,38
Chevrolet Cruze,Standard,2019-03-05,,2019-03-03,PHL International Airport,18:00,68
Chevrolet Bolt,Compact,2019-03-08,,2019-03-04,LAX International Airport,17:00,96
Toyota Corolla,Standard,2019-03-05,,2019-03-03,JFK International Airport,15:30,78
Honda Civic,Standard,2019-03-11,,2019-03-09,Seattle-Tacoma International Airport,15:30,72
Nissan Leaf,Compact,2019-03-09,,2019-03-05,Charles de Gaulle International Airport,16:30,104
Nissan Altima,Standard,2019-03-07,,2019-03-06,SFO International Airport,20:00,29
Kia Forte,Compact,2019-03-05,,2019-03-03,Heathrow International Airport,09:30,58
Honda CR-V,Full-size,2019-03-11,,2019-03-06,O'Hare International Airport,18:00,235
Toyota Corolla,Standard,2019-03-10,,2019-03-07,JFK International Airport,15:30,87
Mini Cooper,Compact,2019-03-08,,2019-03-06,O'Hare International Airport,15:30,70
Hyundai Elantra,Standard,2019-03-05,,2019-03-04,YVR International Airport,15:30,30
Nissan Rogue,Full-size,2019-03-06,,2019-03-05,Sky Harbor International Airport,17:30,46
Mini Cooper,Compact,2019-03-11,,2019-03-09,McCarran International Airport,17:00,66
Toyota Highlander,Full-size,2019-03-06,,2019-03-04,Charles de Gaulle International Airport,19:00,84
Volkswagen GTI,Compact,2019-03-05,,2019-03-03,Sky Harbor International Airport,18:00,64
Mini Cooper,Compact,2019-03-10,,2019-03-06,SFO International Airport,19:30,120
Chevrolet Equinox,Full-size,2019-03-11,,2019-03-07,LAX International Airport,16:00,196
Nissan Leaf,Compact,2019-03-09,,2019-03-04,JFK International Airport,10:30,150
Nissan Rogue,Full-size,2019-03-10,,2019-03-06,Sky Harbor International Airport,16:30,136
Chevrolet Bolt,Compact,2019-03-07,,2019-03-05,Seattle-Tacoma International Airport,17:00,62
Chevrolet Cruze,Standard,2019-03-07,,2019-03-02,Heathrow International Airport,15:30,130
Kia Forte,Compact,2019-03-07,,2019-03-02,Heathrow International Airport,15:30,145
Nissan Leaf,Compact,2019-03-10,,2019-03-08,Charles de Gaulle International Airport,16:30,52
Nissan Sentra,Standard,2019-03-11,,2019-03-09,Benito Juarez International Airport,14:30,50
Hyundai Tucson,Full-size,2019-03-05,,2019-03-04,Benito Juarez International Airport,14:00,33
Honda Fit,Compact,2019-03-13,,2019-03-08,Charles de Gaulle International Airport,18:00,125
Ford Escape,Full-size,2019-03-07,,2019-03-04,JFK International Airport,17:00,141
Volkswagen GTI,Compact,2019-03-07,,2019-03-05,Sky Harbor International Airport,15:00,54
Toyota Prius,Standard,2019-03-03,,2019-03-02,O'Hare International Airport,16:30,39
Toyota Prius,Standard,2019-03-13,,2019-03-11,Sky Harbor International Airport,19:30,72
Volkswagen GTI,Compact,2019-03-11,,2019-03-07,Hartsfield-Jackson International Airport,16:30,132
Chevrolet Equinox,Full-size,2019-03-12,,2019-03-11,LAX International Airport,15:30,41
Toyota Prius,Standard,2019-03-08,,2019-03-02,Charles de Gaulle International Airport,16:30,234
Volkswagen GTI,Compact,2019-03-12,,2019-03-07,Hartsfield-Jackson International Airport,14:00,150
Honda CR-V,Full-size,2019-03-08,,2019-03-04,O'Hare International Airport,12:30,176
Nissan Leaf,Compact,2019-03-03,,2019-03-02,Charles de Gaulle International Airport,16:00,29
Toyota Prius,Standard,2019-03-08,,2019-03-05,Sky Harbor International Airport,10:30,96
Toyota Highlander,Full-size,2019-03-08,,2019-03-07,Charles de Gaulle International Airport,14:00,48
Honda CR-V,Full-size,2019-03-05,,2019-03-02,O'Hare International Airport,18:30,150
Ford Escape,Full-size,2019-03-08,,2019-03-07,SFO International Airport,16:00,41
Nissan Leaf,Compact,2019-03-04,,2019-03-03,Charles de Gaulle International Airport,17:00,29
Volkswagen GTI,Compact,2019-03-09,,2019-03-07,Hartsfield-Jackson International Airport,15:00,52
Subaru Forester,Full-size,2019-03-09,,2019-03-06,Seattle-Tacoma International Airport,15:00,120
Honda CR-V,Full-size,2019-03-09,,2019-03-08,O'Hare International Airport,19:30,50
Volkswagen GTI,Compact,2019-03-13,,2019-03-08,Hartsfield-Jackson International Airport,14:00,170
Chevrolet Cruze,Standard,2019-03-09,,2019-03-07,Heathrow International Airport,17:30,74
Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,30
Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,29
Honda Civic,Standard,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,15:30,31
Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,37
Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-07,Salesforce Transit Center,15:30,28
Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-07,SFO International Airport,15:30,34
Chevrolet Cruze,Standard,2019-03-08,,2019-03-07,SFO International Airport,15:30,30
Chevrolet Bolt,Compact,2019-03-05,San Francisco,2019-03-02,Salesforce Transit Center,12:00,69
Kia Forte,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,81
Mini Cooper,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,78
Nissan Leaf,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,84
Volkswagen GTI,Compact,2019-03-05,San Francisco,2019-03-02,SFO International Airport,12:00,84
Chevrolet Bolt,Compact,2019-03-05,,2019-03-02,Salesforce Transit Center,12:00,69
Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,78
Ford Fusion,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,68
Nissan Altima,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,68
Toyota Prius,Standard,2019-03-13,San Francisco,2019-03-11,SFO International Airport,09:30,60
Chevrolet Cruze,Standard,2019-03-13,,2019-03-11,SFO International Airport,09:30,78
Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
Honda Civic,Standard,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,14:00,27
Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,33
Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,14:00,34
Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,35
Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,SFO International Airport,14:00,35
Chevrolet Cruze,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,28
Ford Fusion,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,35
Honda Civic,Standard,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,12:00,33
Nissan Altima,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,37
Nissan Sentra,Standard,2019-03-14,San Francisco,2019-03-13,Salesforce Transit Center,12:00,37
Toyota Prius,Standard,2019-03-14,San Francisco,2019-03-13,SFO International Airport,12:00,33
Ford Fusion,Standard,2019-03-14,,2019-03-13,SFO International Airport,12:00,35
Chevrolet Cruze,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,64
Ford Fusion,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,74
Honda Civic,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,11:00,74
Nissan Altima,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,74
Nissan Sentra,Standard,2019-03-04,San Francisco,2019-03-02,Salesforce Transit Center,11:00,54
Toyota Prius,Standard,2019-03-04,San Francisco,2019-03-02,SFO International Airport,11:00,72
Chevrolet Cruze,Standard,2019-03-04,,2019-03-02,SFO International Airport,11:00,64
Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,152
Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,128
Nissan Altima,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,124
Toyota Prius,Standard,2019-03-10,San Francisco,2019-03-06,SFO International Airport,09:30,120
Chevrolet Cruze,Standard,2019-03-10,,2019-03-06,SFO International Airport,09:30,152
Chevrolet Cruze,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,144
Ford Fusion,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,136
Honda Civic,Standard,2019-03-09,San Francisco,2019-03-05,Salesforce Transit Center,16:30,116
Nissan Altima,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,156
Nissan Sentra,Standard,2019-03-09,San Francisco,2019-03-05,Salesforce Transit Center,16:30,108
Toyota Prius,Standard,2019-03-09,San Francisco,2019-03-05,SFO International Airport,16:30,136
Chevrolet Cruze,Standard,2019-03-09,,2019-03-05,SFO International Airport,16:30,144
Chevrolet Cruze,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,33
Ford Fusion,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,37
Nissan Altima,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,34
Toyota Prius,Standard,2019-03-02,San Francisco,2019-03-01,SFO International Airport,18:30,34
Chevrolet Cruze,Standard,2019-03-02,,2019-03-01,SFO International Airport,18:30,33
Chevrolet Cruze,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,58
Ford Fusion,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,62
Honda Civic,Standard,2019-03-12,San Francisco,2019-03-10,Salesforce Transit Center,11:00,54
Nissan Altima,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,62
Nissan Sentra,Standard,2019-03-12,San Francisco,2019-03-10,Salesforce Transit Center,11:00,60
Toyota Prius,Standard,2019-03-12,San Francisco,2019-03-10,SFO International Airport,11:00,60
Chevrolet Cruze,Standard,2019-03-12,,2019-03-10,SFO International Airport,11:00,58
Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-04,Salesforce Transit Center,12:00,231
Chevrolet Cruze,Standard,2019-03-11,,2019-03-04,Salesforce Transit Center,12:00,231
Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,175
Ford Fusion,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,150
Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,180
Toyota Prius,Standard,2019-03-08,San Francisco,2019-03-03,SFO International Airport,10:30,155
Chevrolet Cruze,Standard,2019-03-08,,2019-03-03,SFO International Airport,10:30,175
Chevrolet Cruze,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,145
Nissan Altima,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,165
Toyota Prius,Standard,2019-03-07,San Francisco,2019-03-02,SFO International Airport,19:30,135
Nissan Altima,Standard,2019-03-07,,2019-03-02,SFO International Airport,19:30,165
Chevrolet Cruze,Standard,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,186
Nissan Altima,Standard,2019-03-08,San Francisco,2019-03-02,SFO International Airport,14:00,192
Nissan Sentra,Standard,2019-03-08,San Francisco,2019-03-02,Salesforce Transit Center,14:00,162
Chevrolet Cruze,Standard,2019-03-08,,2019-03-02,SFO International Airport,14:00,186
Chevrolet Cruze,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,102
Ford Fusion,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,105
Honda Civic,Standard,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,14:00,84
Nissan Altima,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,102
Nissan Sentra,Standard,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,14:00,93
Toyota Prius,Standard,2019-03-11,San Francisco,2019-03-08,SFO International Airport,14:00,81
Chevrolet Cruze,Standard,2019-03-11,,2019-03-08,SFO International Airport,14:00,102
Chevrolet Cruze,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,114
Ford Fusion,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,102
Honda Civic,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,13:30,96
Nissan Altima,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,87
Nissan Sentra,Standard,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,13:30,87
Toyota Prius,Standard,2019-03-10,San Francisco,2019-03-07,SFO International Airport,13:30,105
Ford Fusion,Standard,2019-03-10,,2019-03-07,SFO International Airport,13:30,102
Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-09,SFO International Airport,14:00,140
