address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
1517 21st Street,Music,Sacramento,3/9/2019,Holy Diver,Yunger,Electronica,20:00,
2500 Durant Avenue,Music,Berkeley,3/12/2019,2500 Durant Ave,Berkeley World Music Festival,International,20:30,
2367 Shattuck Avenue,Music,Berkeley,3/12/2019,Cornerstone Craft Beer & Live Music,Chris Webby,Hip Hop,20:30,
2367 Shattuck Avenue,Music,Berkeley,3/12/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,Electronica,20:30,
2367 Shattuck Avenue,Music,Berkeley,3/12/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,International,19:00,
1844 Southwest Morrison Street,Sports,Portland,3/6/2019,Providence Park,Timbers Vs Dc United,Football,19:30,
1000 Vin Scully Ave,Sports,Los Angeles,3/6/2019,Dodger Stadium,Dodgers Vs Diamondbacks,Baseball,20:30,
1000 Vin Scully Ave,Sports,Los Angeles,3/6/2019,Dodger Stadium,Dodgers Vs Giants,Baseball,19:00,
2000 East Gene Autry Way,Sports,Anaheim,3/9/2019,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,19:30,
2000 East Gene Autry Way,Sports,Anaheim,3/9/2019,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,20:30,
1 AMB Drive Northwest,Sports,Atlanta,3/2/2019,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,19:30,
1 AMB Drive Northwest,Sports,Atlanta,3/2/2019,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:00,
177 North Avenue Northwest,Sports,Atlanta,3/2/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,19:00,
2227 Piedmont Avenue,Sports,Berkeley,3/6/2019,California Memorial Stadium,Golden Bears Vs Trojans,American Football,18:00,
1 AMB Drive Northwest,Sports,Atlanta,3/14/2019,Mercedes-Benz Stadium,United Vs Red Bulls,Football,18:30,
1 AMB Drive Northwest,Sports,Atlanta,3/14/2019,Mercedes-Benz Stadium,United Vs Revolution,Football,20:00,
1 AMB Drive Northwest,Sports,Atlanta,3/14/2019,Mercedes-Benz Stadium,United Vs United,Football,18:30,
177 North Avenue Northwest,Sports,Atlanta,3/14/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,20:30,
5500 Campanile Drive,Music,San Diego,3/7/2019,Cal Coast Credit Union Amphitheater,Hozier,Blues,18:30,
"56-15 Northern Boulevard, Woodside",Music,New York,3/9/2019,La Boom,Americo,International,18:00,
89 South Street,Music,New York,3/9/2019,Pier 17,Greensky Bluegrass,Blues,20:30,
235 West 46th Street,Music,New York,3/9/2019,Sony Hall,Jamey Johnson,Country,19:00,
"141 Prospect Park West, Brooklyn",Music,New York,3/9/2019,Prospect Park Bandshell,Jason Isbell,Country,18:00,
"1 Tennis Place, Forest Hills",Music,New York,3/9/2019,Forest Hills Stadium,Jethro Tull,Rock,19:30,
"17 Eastern Parkway, Brooklyn",Music,New York,3/9/2019,Murmrr,Kishi Bashi,Electronica,20:00,
235 West 46th Street,Music,New York,3/9/2019,Sony Hall,Laura Osnes,Classical,18:00,
"17 Eastern Parkway, Brooklyn",Music,New York,3/9/2019,Murmrr,Low,Rock,18:00,
89 South Street,Music,New York,3/4/2019,Pier 17,Ben Harper,Blues,20:00,
89 South Street,Music,New York,3/4/2019,Pier 17,Blackbear,Hip Hop,20:30,
"52-19 Flushing Avenue, Maspeth",Music,New York,3/4/2019,Knockdown Center,Blowout Music Festival,Hip Hop,19:00,
235 West 46th Street,Music,New York,3/4/2019,Sony Hall,Buddy Guy,Blues,19:00,
"1 Tennis Place, Forest Hills",Music,New York,3/4/2019,Forest Hills Stadium,Chemical Brothers,Rock,18:30,
3608 33rd Street,Music,New York,3/4/2019,Melrose Ballroom,Esscalation Music Festival,Electronica,19:30,
89 South Street,Music,New York,3/4/2019,Pier 17,Greensky Bluegrass,Blues,20:30,
235 West 46th Street,Music,New York,3/4/2019,Sony Hall,Jamey Johnson,Country,18:30,
881 7th Avenue,Music,New York,3/4/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,19:30,
"17 Eastern Parkway, Brooklyn",Music,New York,3/4/2019,Murmrr,Kishi Bashi,Electronica,20:30,
200 South 3rd Street,Music,Las Vegas,3/8/2019,Downtown Las Vegas Events Center - DLVEC,Life Is Beautiful Festival,Hip Hop,18:30,
1250 1st Avenue South,Sports,Seattle,3/12/2019,T-Mobile Park,Seattle Vs La Angels,Baseball,19:30,
881 7th Avenue,Music,New York,3/12/2019,Stern Auditorium / Perelman Stage,Joe Hisaishi,Classical,18:00,
235 West 46th Street,Music,New York,3/14/2019,Sony Hall,Laura Osnes,Classical,19:30,
10 Columbus Circle,Music,New York,3/11/2019,The Appel Room,Michael Feinstein,Classical,19:30,
235 West 46th Street,Music,New York,3/1/2019,Sony Hall,Westside Gunn,Hip Hop,19:00,
1060 West Addison Street,Sports,Chicago,3/5/2019,Wrigley Field,Cubs Vs Mariners,Baseball,20:30,
333 West 35th Street,Sports,Chicago,3/5/2019,Guaranteed Rate Field,White Sox Vs Angels,Baseball,19:00,
333 West 35th Street,Sports,Chicago,3/5/2019,Guaranteed Rate Field,White Sox Vs Yankees,Baseball,18:30,
1844 Southwest Morrison Street,Sports,Portland,3/13/2019,Providence Park,Portland Thorns Vs Houston,Football,20:30,
1844 Southwest Morrison Street,Sports,Portland,3/11/2019,Providence Park,Timbers Vs Dc United,Football,18:00,
1844 Southwest Morrison Street,Sports,Portland,3/11/2019,Providence Park,Timbers Vs Earthquakes,Football,20:00,
1844 Southwest Morrison Street,Sports,Portland,3/1/2019,Providence Park,Timbers Vs Rsl,Football,18:00,
24 Willie Mays Plaza,Sports,San Francisco,3/5/2019,Oracle Park,Giants Vs Cardinals,Baseball,18:30,
24 Willie Mays Plaza,Sports,San Francisco,3/5/2019,Oracle Park,Giants Vs Marlins,Baseball,20:00,
24 Willie Mays Plaza,Sports,San Francisco,3/5/2019,Oracle Park,Giants Vs Nationals,Baseball,18:00,
24 Willie Mays Plaza,Sports,San Francisco,3/5/2019,Oracle Park,Giants Vs Phillies,Baseball,20:30,
24 Willie Mays Plaza,Sports,San Francisco,3/5/2019,Oracle Park,Giants Vs Rockies,Baseball,18:30,
1 Blue Jays Way,Sports,Toronto,3/13/2019,Rogers Centre,Blue Jays Vs Indians,Baseball,19:00,
1 Blue Jays Way,Sports,Toronto,3/13/2019,Rogers Centre,Blue Jays Vs Orioles,Baseball,18:30,
24 Willie Mays Plaza,Sports,San Francisco,3/12/2019,Oracle Park,Giants Vs Marlins,Baseball,19:30,
24 Willie Mays Plaza,Sports,San Francisco,3/12/2019,Oracle Park,Giants Vs Phillies,Baseball,20:00,
24 Willie Mays Plaza,Sports,San Francisco,3/12/2019,Oracle Park,Giants Vs Rockies,Baseball,19:30,
2901 East Hastings Street,Music,Vancouver,3/2/2019,PNE Amphitheatre,Colin James,Blues,19:00,
2901 East Hastings Street,Music,Vancouver,3/2/2019,PNE Amphitheatre,Zz Top,Blues,18:00,
3180 Peachtree Road Northeast,Music,Atlanta,3/5/2019,Peachtree Road United Methodist Church,Atlanta Summer Organ Festival,Classical,20:30,
1021 Peachtree Street Northeast,Music,Atlanta,3/7/2019,Ravine,Bonobo,Electronica,19:00,
1280 Peachtree Street Northeast,Music,Atlanta,3/1/2019,Atlanta Symphony Orchestra,Emmylou Harris,Country,18:00,
50 Upper Alabama Street,Music,Atlanta,3/5/2019,Kenny's Alley,Gorgasm,Rock,18:00,
1280 Peachtree Street Northeast,Music,Atlanta,3/11/2019,Atlanta Symphony Orchestra,Kirk Franklin,Christian,19:00,
50 Upper Alabama Street,Music,Atlanta,3/10/2019,Kenny's Alley,Taking Back Sunday,Rock,20:00,
1374 West Peachtree Street Northwest,Music,Atlanta,3/12/2019,The Loft,The Cinematic Orchestra,Electronica,18:00,
858 North Broad Street,Music,Philadelphia,3/6/2019,The Met Philadelphia,Toto,Pop,19:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/6/2019,The Foundry,Tuxedo,Pop,19:00,
200 South 3rd Street,Music,Las Vegas,3/1/2019,Downtown Las Vegas Events Center - DLVEC,Life Is Beautiful Festival,Hip Hop,18:00,
200 South 3rd Street,Music,Las Vegas,3/2/2019,Downtown Las Vegas Events Center - DLVEC,Young The Giant,Rock,18:30,
401 West Van Buren Street,Music,Phoenix,3/6/2019,The Van Buren,Johnnyswim,Blues,19:00,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Brewers,Baseball,19:00,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Cardinals,Baseball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Dodgers,Baseball,19:00,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Marlins,Baseball,19:30,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Mets,Baseball,20:00,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Orioles,Baseball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Reds,Baseball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/4/2019,Chase Field,Diamondbacks Vs Rockies,Baseball,19:00,
1 AMB Drive Northwest,Sports,Atlanta,3/6/2019,Mercedes-Benz Stadium,Falcons Vs Buccaneers,American Football,18:00,
1 AMB Drive Northwest,Sports,Atlanta,3/6/2019,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,19:00,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/6/2019,Georgia State Stadium,Panthers Vs Paladins,Basketball,19:30,
1 AMB Drive Northwest,Sports,Atlanta,3/6/2019,Mercedes-Benz Stadium,United Vs Earthquakes,Football,19:30,
1 AMB Drive Northwest,Sports,Atlanta,3/6/2019,Mercedes-Benz Stadium,United Vs Red Bulls,Football,20:00,
177 North Avenue Northwest,Sports,Atlanta,3/6/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,19:00,
177 North Avenue Northwest,Sports,Atlanta,3/6/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Panthers,American Football,19:00,
178 Junction Road,Music,London,3/5/2019,Boston Music Room,Beyond The Black,Rock,18:30,
Hornsey Road,Sports,London,3/7/2019,Emirates Stadium,Arsenal Vs Lyon,Football,18:30,
Holmesdale Road,Sports,London,3/7/2019,Selhurst Park Stadium,Crystal Palace Vs Norwich,Football,19:00,
Kennington Oval,Sports,London,3/5/2019,The Oval,India Vs Australia,Cricket,18:00,
5970 Santa Monica Boulevard,Music,Los Angeles,3/4/2019,Masonic Lodge at Hollywood Forever,Toe,Rock,18:00,
401 East Jefferson Street,Sports,Phoenix,3/3/2019,Chase Field,Arizona Vs La Dodgers,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/3/2019,Chase Field,Diamondbacks Vs Brewers,Baseball,19:30,
401 East Jefferson Street,Sports,Phoenix,3/3/2019,Chase Field,Diamondbacks Vs Orioles,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/3/2019,Chase Field,Diamondbacks Vs Reds,Baseball,20:00,
777 Valencia Street,Music,San Francisco,3/9/2019,The Chapel,Thee Oh Sees,Rock,20:30,
"104 N. Ave 56, 2nd Floor",Music,Los Angeles,3/8/2019,Lodge Room,Bill Callahan,Country,20:30,
1234 West 7th Street,Music,Los Angeles,3/8/2019,The Teragram Ballroom,Girl In Red,Pop,20:30,
448 South Main Street,Music,Los Angeles,3/8/2019,Regent Theater DTLA,Jordan Rakei,Jazz,19:30,
5970 Santa Monica Boulevard,Music,Los Angeles,3/8/2019,Masonic Lodge at Hollywood Forever,Kishi Bashi,Electronica,18:00,
2367 Shattuck Avenue,,Berkeley,3/9/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,,18:30,
7000 Coliseum Way,,Oakland,3/13/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,,20:00,
2367 Shattuck Avenue,,Berkeley,3/1/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,,20:00,
1030 Main Street,,Napa,3/10/2019,Blue Note Napa,Mandy Harvey,,18:00,
100 California Drive,,Yountville,3/8/2019,Napa Valley Performing Arts Center,Todd Rundgren,,19:00,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/3/2019,Chase Center Experience,Cher,,19:30,
7000 Coliseum Way,,Oakland,3/3/2019,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,18:30,
201 Van Ness Avenue,,San Francisco,3/5/2019,San Francisco Symphony,San Francisco Symphony,,18:00,
1100 Valley House Drive,,Rohnert Park,3/13/2019,SOMO Village Event Center,Billy Currington,,18:30,
201 Van Ness Avenue,,San Francisco,3/2/2019,San Francisco Symphony,San Francisco Symphony,,20:00,
7000 Coliseum Way,,Oakland,3/5/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,18:00,
2367 Shattuck Avenue,,Berkeley,3/4/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,,19:30,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/12/2019,Chase Center Experience,Cher,,18:30,
7000 Coliseum Way,,Oakland,3/14/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,19:00,
2367 Shattuck Avenue,,Berkeley,3/10/2019,Cornerstone Craft Beer & Live Music,Fidlar,,20:30,
24 Willie Mays Plaza,,San Francisco,3/5/2019,Oracle Park,Giants Vs Cardinals,,18:30,
2367 Shattuck Avenue,,Berkeley,3/4/2019,Cornerstone Craft Beer & Live Music,Chris Webby,,19:00,
24 Willie Mays Plaza,,San Francisco,3/12/2019,Oracle Park,Giants Vs Dodgers,,19:30,
2227 Piedmont Avenue,,Berkeley,3/12/2019,California Memorial Stadium,Golden Bears Vs Trojans,,18:00,
420 Mason Street,,San Francisco,3/12/2019,August Hall,Allan Rayman,,18:30,
420 Mason Street,,San Francisco,3/8/2019,August Hall,Matt Corby,,20:30,
2500 Durant Avenue,,Berkeley,3/3/2019,2500 Durant Ave,Berkeley World Music Festival,,19:00,
24 Willie Mays Plaza,,San Francisco,3/5/2019,Oracle Park,Giants Vs Nationals,,18:00,
24 Willie Mays Plaza,,San Francisco,3/2/2019,Oracle Park,Giants Vs Dodgers,,19:00,
24 Willie Mays Plaza,,San Francisco,3/2/2019,Oracle Park,Giants Vs Marlins,,20:00,
3421 Cleveland Avenue,,Santa Rosa,3/9/2019,The Sandman Hotel,Huichica Music Festival,,18:00,
777 Valencia Street,,San Francisco,3/4/2019,The Chapel,Remo Drive,,20:00,
1030 Main Street,,Napa,3/14/2019,Blue Note Napa,Water Seed,,19:30,
7000 Coliseum Way,,Oakland,3/3/2019,Oakland-Alameda County Coliseum,Raiders Vs Jaguars,,18:30,
7000 Coliseum Way,,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,20:30,
777 Valencia Street,,San Francisco,3/14/2019,The Chapel,Thee Oh Sees,,20:00,
420 Mason Street,,San Francisco,3/3/2019,August Hall,Matt Corby,,18:00,
1030 Main Street,,Napa,3/11/2019,Blue Note Napa,Water Seed,,19:00,
7000 Coliseum Way,,Oakland,3/1/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:30,
24 Willie Mays Plaza,,San Francisco,3/14/2019,Oracle Park,Giants Vs Dodgers,,18:00,
777 Valencia Street,,San Francisco,3/7/2019,The Chapel,Okkervil River,,18:00,
1030 Main Street,,Napa,3/4/2019,Blue Note Napa,Jon B,,20:00,
24 Willie Mays Plaza,,San Francisco,3/4/2019,Oracle Park,Giants Vs Cardinals,,18:30,
2227 Piedmont Avenue,,Berkeley,3/7/2019,California Memorial Stadium,Golden Bears Vs Cougars,,19:00,
5050 Arroyo Road,,Livermore,3/2/2019,Concerts at Wente Vineyards,Josh Groban,,19:00,
1030 Main Street,,Napa,3/14/2019,Blue Note Napa,Jon B,,18:30,
1145 Coleman Avenue,,San Jose,3/12/2019,Avaya Stadium,Cruz Azul Vs Atlas,,20:30,
1030 Main Street,,Napa,3/8/2019,Blue Note Napa,Water Seed,,19:30,
2500 Durant Avenue,,Berkeley,3/5/2019,2500 Durant Ave,Berkeley World Music Festival,,19:30,
5050 Arroyo Road,,Livermore,3/7/2019,Concerts at Wente Vineyards,Josh Groban,,19:30,
201 Van Ness Avenue,,San Francisco,3/9/2019,San Francisco Symphony,Carmina Burana,,18:30,
24 Willie Mays Plaza,,San Francisco,3/6/2019,Oracle Park,Giants Vs Marlins,,18:00,
1100 Valley House Drive,,Rohnert Park,3/2/2019,SOMO Village Event Center,Aaron Lewis,,20:00,
7000 Coliseum Way,,Oakland,3/8/2019,Oakland-Alameda County Coliseum,Raiders Vs Chiefs,,20:00,
7000 Coliseum Way,,Oakland,3/1/2019,Oakland-Alameda County Coliseum,Raiders Vs Bengals,,20:00,
201 Van Ness Avenue,,San Francisco,3/12/2019,San Francisco Symphony,Carmina Burana,,20:30,
7000 Coliseum Way,,Oakland,3/14/2019,Oakland-Alameda County Coliseum,Raiders Vs Titans,,18:30,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/1/2019,Chase Center Experience,Cher,,20:30,
7000 Coliseum Way,,Oakland,3/12/2019,Oakland-Alameda County Coliseum,Raiders Vs Titans,,19:00,
2367 Shattuck Avenue,,Berkeley,3/9/2019,Cornerstone Craft Beer & Live Music,Nattali Rize,,19:00,
"Brisbane, California 94005, United States",,Brisbane,3/2/2019,Brisbane Community Park,Star City Music Festival,,18:30,
1030 Main Street,,Napa,3/9/2019,Blue Note Napa,Jon B,,18:00,
2500 Durant Avenue,,Berkeley,3/11/2019,2500 Durant Ave,Berkeley World Music Festival,,18:30,
777 Valencia Street,,San Francisco,3/13/2019,The Chapel,Thee Oh Sees,,18:00,
777 Valencia Street,,San Francisco,3/2/2019,The Chapel,Remo Drive,,20:30,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/13/2019,Chase Center Experience,Celine Dion,,20:30,
7000 Coliseum Way,,Oakland,3/9/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:30,
2367 Shattuck Avenue,,Berkeley,3/8/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,,20:30,
777 Valencia Street,,San Francisco,3/4/2019,The Chapel,Thee Oh Sees,,19:30,
1100 Valley House Drive,,Rohnert Park,3/11/2019,SOMO Village Event Center,Aaron Lewis,,19:00,
24 Willie Mays Plaza,,San Francisco,3/13/2019,Oracle Park,Giants Vs Nationals,,19:30,
29 East Allen Street,,Philadelphia,3/2/2019,The Fillmore Philadelphia,Blueface,,19:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/12/2019,The Foundry,Girl In Red,,19:00,
2047 North Milwaukee Avenue,,Chicago,3/11/2019,Concord Music Hall,Basta,,18:30,
1016-1098 North Center Court Street,,Portland,3/10/2019,Theater Of The Clouds,Hozier,,20:00,
"17 Eastern Parkway, Brooklyn",,New York,3/7/2019,Murmrr,The Paper Kites,,19:00,
1 Citizens Bank Way,,Philadelphia,3/12/2019,Citizens Bank Park,Phillies Vs Pirates,,20:00,
89 South Street,,New York,3/9/2019,Pier 17,Greensky Bluegrass,,20:30,
401 West Van Buren Street,,Phoenix,3/1/2019,The Van Buren,Tash Sultana,,19:00,
2891 University Avenue,,San Diego,3/5/2019,The Observatory North Park,Fidlar,,18:00,
1720 East 16th Street,,Los Angeles,3/2/2019,1720(tm),Gloryhammer,,20:30,
5500 Campanile Drive,,San Diego,3/9/2019,Cal Coast Credit Union Amphitheater,Lizzo,,19:00,
401 West Van Buren Street,,Phoenix,3/5/2019,The Van Buren,Anberlin,,20:30,
5970 Santa Monica Boulevard,,Los Angeles,3/1/2019,Masonic Lodge at Hollywood Forever,Jordan Rakei,,19:00,
24 Willie Mays Plaza,,San Francisco,3/1/2019,Oracle Park,Giants Vs Diamondbacks,,20:30,
1 AMB Drive Northwest,,Atlanta,3/5/2019,Mercedes-Benz Stadium,United Vs United,,18:00,
"1 Tennis Place, Forest Hills",,New York,3/1/2019,Forest Hills Stadium,Jojo Siwa,,20:00,
123-01 Roosevelt Avenue,,New York,3/7/2019,Citi Field,Mets Vs Yankees,,20:00,
"56-15 Northern Boulevard, Woodside",,New York,3/2/2019,La Boom,Americo,,19:00,
235 West 46th Street,,New York,3/8/2019,Sony Hall,Laura Osnes,,20:00,
1111 South Figueroa Street,,Los Angeles,3/4/2019,STAPLES Center,Sparks Vs Mystics,,18:30,
1250 1st Avenue South,,Seattle,3/5/2019,T-Mobile Park,Seattle Vs La Angels,,20:00,
1 East 161 Street,,New York,3/7/2019,Yankee Stadium,Nycfc Vs United,,18:00,
200 East Cermak Road,,Chicago,3/1/2019,Wintrust Arena,Sky Vs Fever,,20:30,
2A Dartmouth Park Hill,,London,3/3/2019,The Dome,Shakey Graves,,19:30,
170 Princes' Boulevard,,Toronto,3/1/2019,BMO Field,Toronto Fc Vs Crew,,20:00,
5500 Phinney Avenue North,,Seattle,3/4/2019,Flamingo Lot,Greensky Bluegrass,,19:00,
200 South 3rd Street,,Las Vegas,3/6/2019,Downtown Las Vegas Events Center - DLVEC,Life Is Beautiful Festival,,18:30,
2891 University Avenue,,San Diego,3/12/2019,The Observatory North Park,Local Natives,,18:00,
5970 Santa Monica Boulevard,,Los Angeles,3/6/2019,Masonic Lodge at Hollywood Forever,Kishi Bashi,,20:30,
235 West 46th Street,,New York,3/4/2019,Sony Hall,Shanice,,18:30,
"141 Prospect Park West, Brooklyn",,New York,3/12/2019,Prospect Park Bandshell,Jason Isbell,,20:00,
89 South Street,,New York,3/2/2019,Pier 17,Blackbear,,18:00,
235 West 46th Street,,New York,3/13/2019,Sony Hall,Lyfe Jennings,,20:00,
1 AMB Drive Northwest,,Atlanta,3/12/2019,Mercedes-Benz Stadium,United Vs Red Bulls,,18:30,
401 West Van Buren Street,,Phoenix,3/2/2019,The Van Buren,Greensky Bluegrass,,18:00,
755 Hank Aaron Drive Southeast,,Atlanta,3/8/2019,Georgia State Stadium,Panthers Vs Mountaineers,,18:00,
50 Upper Alabama Street,,Atlanta,3/5/2019,Kenny's Alley,Gorgasm,,18:00,
333 West 35th Street,,Chicago,3/7/2019,Guaranteed Rate Field,White Sox Vs Angels,,18:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/9/2019,The Foundry,Girl In Red,,18:00,
"17 Eastern Parkway, Brooklyn",,New York,3/9/2019,Murmrr,Low,,18:00,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,New York,3/9/2019,BAM Howard Gilman Opera House,Madonna Brooklyn,,20:30,
89 South Street,,New York,3/9/2019,Pier 17,Ben Harper,,18:00,
177 North Avenue Northwest,,Atlanta,3/2/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,,19:00,
755 Hank Aaron Drive Southeast,,Atlanta,3/4/2019,Georgia State Stadium,Panthers Vs Trojans,,18:00,
235 West 46th Street,,New York,3/13/2019,Sony Hall,Vivian Green,,18:30,
